LONG_SCHOOL_YEAR,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,TEST_CMPNT_TYP_NM,NUMBER_OF_STUDENTS_TESTED,NUMBER_TESTS_TAKEN,NOTESTS_3ORHIGHER
2018-19,633,Cobb County,381,Lassiter High School,Eng. Literature & Comp,127,127,98
2018-19,633,Cobb County,381,Lassiter High School,Environmental Science,26,26,18
2018-19,633,Cobb County,381,Lassiter High School,French Language,16,16,12
2018-19,633,Cobb County,381,Lassiter High School,Geography: Human,121,121,99
2018-19,633,Cobb County,381,Lassiter High School,German Language,TFS,,
2018-19,633,Cobb County,381,Lassiter High School,Gov. & Pol. U.S.,203,203,164
2018-19,633,Cobb County,381,Lassiter High School,Music Theory,12,12,8
2018-19,633,Cobb County,381,Lassiter High School,Physics 1,191,191,81
2018-19,633,Cobb County,381,Lassiter High School,Physics 2,TFS,,
2018-19,633,Cobb County,381,Lassiter High School,Physics C: Elec & Magnetism,TFS,,
2018-19,633,Cobb County,381,Lassiter High School,Physics C: Mechanics,42,42,32
2018-19,633,Cobb County,381,Lassiter High School,Psychology,116,116,109
2018-19,633,Cobb County,381,Lassiter High School,Spanish Language,27,27,27
2018-19,633,Cobb County,381,Lassiter High School,Statistics,122,122,97
2018-19,633,Cobb County,381,Lassiter High School,U.S. History,119,119,114
2018-19,633,Cobb County,381,Lassiter High School,World History,75,75,71
2018-19,633,Cobb County,707,Hillgrove High School,ALL Subjects,635,1165,833
2018-19,633,Cobb County,707,Hillgrove High School,Art: Studio 2-D Design,TFS,,
2018-19,633,Cobb County,707,Hillgrove High School,Art: Studio Drawing,TFS,,
2018-19,633,Cobb County,707,Hillgrove High School,Biology,37,37,28
2018-19,633,Cobb County,707,Hillgrove High School,Calculus A,TFS,,
2018-19,633,Cobb County,707,Hillgrove High School,Calculus BC,93,93,80
2018-19,633,Cobb County,707,Hillgrove High School,Chemistry,42,42,27
2018-19,633,Cobb County,707,Hillgrove High School,Computer Science A,18,18,14
2018-19,633,Cobb County,707,Hillgrove High School,Economics: Macro,29,29,25
2018-19,633,Cobb County,707,Hillgrove High School,Eng. Language & Comp,184,184,105
2018-19,633,Cobb County,707,Hillgrove High School,Eng. Literature & Comp,95,95,50
2018-19,633,Cobb County,707,Hillgrove High School,Environmental Science,109,109,61
2018-19,633,Cobb County,707,Hillgrove High School,Geography: Human,149,149,106
2018-19,633,Cobb County,707,Hillgrove High School,Gov. & Pol. U.S.,38,38,31
2018-19,633,Cobb County,707,Hillgrove High School,Latin: Vergil,TFS,,
2018-19,633,Cobb County,707,Hillgrove High School,Music Theory,TFS,,
2018-19,633,Cobb County,707,Hillgrove High School,Physics 1,TFS,,
2018-19,633,Cobb County,707,Hillgrove High School,Physics C: Mechanics,13,13,12
2018-19,633,Cobb County,707,Hillgrove High School,Psychology,125,125,116
2018-19,633,Cobb County,707,Hillgrove High School,Spanish Language,28,28,28
2018-19,633,Cobb County,707,Hillgrove High School,Statistics,41,41,25
2018-19,633,Cobb County,707,Hillgrove High School,U.S. History,69,69,55
2018-19,633,Cobb County,707,Hillgrove High School,World History,59,59,48
2018-19,633,Cobb County,1054,Campbell High School,ALL Subjects,503,1095,809
2018-19,633,Cobb County,1054,Campbell High School,Biology,TFS,,
2018-19,633,Cobb County,1054,Campbell High School,Calculus A,TFS,,
2018-19,633,Cobb County,1054,Campbell High School,Capstone,17,17,7
2018-19,633,Cobb County,1054,Campbell High School,Chemistry,TFS,,
2018-19,633,Cobb County,1054,Campbell High School,Chinese Lang. & Culture,TFS,,
2018-19,633,Cobb County,1054,Campbell High School,Computer Science A,TFS,,
2018-19,633,Cobb County,1054,Campbell High School,Computer Science Principles,TFS,,
2018-19,633,Cobb County,1054,Campbell High School,Economics: Macro,77,77,66
2018-19,633,Cobb County,1054,Campbell High School,Economics: Micro,TFS,,
2018-19,633,Cobb County,1054,Campbell High School,Eng. Language & Comp,191,191,120
2018-19,633,Cobb County,1054,Campbell High School,Eng. Literature & Comp,105,105,79
2018-19,633,Cobb County,1054,Campbell High School,Environmental Science,17,17,8
2018-19,633,Cobb County,1054,Campbell High School,European History,34,34,23
2018-19,633,Cobb County,1054,Campbell High School,French Language,28,28,26
2018-19,633,Cobb County,1054,Campbell High School,Geography: Human,145,145,102
2018-19,633,Cobb County,1054,Campbell High School,Gov. & Pol. U.S.,17,17,10
2018-19,633,Cobb County,1054,Campbell High School,Physics 1,10,10,8
2018-19,633,Cobb County,1054,Campbell High School,Psychology,40,40,24
2018-19,633,Cobb County,1054,Campbell High School,Spanish Language,60,60,59
2018-19,633,Cobb County,1054,Campbell High School,Statistics,30,30,26
2018-19,633,Cobb County,1054,Campbell High School,U.S. History,155,155,115
2018-19,633,Cobb County,1054,Campbell High School,World History,143,143,112
2018-19,633,Cobb County,1064,McEachern High School,ALL Subjects,361,576,213
2018-19,633,Cobb County,1064,McEachern High School,Art History,TFS,,
2018-19,633,Cobb County,1064,McEachern High School,Art: Studio 2-D Design,TFS,,
2018-19,633,Cobb County,1064,McEachern High School,Art: Studio Drawing,TFS,,
2018-19,633,Cobb County,1064,McEachern High School,Biology,23,23,10
2018-19,633,Cobb County,1064,McEachern High School,Calculus A,TFS,,
2018-19,633,Cobb County,1064,McEachern High School,Calculus BC,12,12,3
2018-19,633,Cobb County,1064,McEachern High School,Chemistry,35,35,3
2018-19,633,Cobb County,1064,McEachern High School,Computer Science A,TFS,,
2018-19,633,Cobb County,1064,McEachern High School,Economics: Macro,23,23,11
2018-19,633,Cobb County,1064,McEachern High School,Economics: Micro,TFS,,
2018-19,633,Cobb County,1064,McEachern High School,Eng. Language & Comp,83,83,29
2018-19,633,Cobb County,1064,McEachern High School,Eng. Literature & Comp,68,68,17
2018-19,633,Cobb County,1064,McEachern High School,Environmental Science,11,11,5
2018-19,633,Cobb County,1064,McEachern High School,French Language,10,10,1
2018-19,633,Cobb County,1064,McEachern High School,Geography: Human,53,53,15
2018-19,633,Cobb County,1064,McEachern High School,Gov. & Pol. U.S.,23,23,16
2018-19,633,Cobb County,1064,McEachern High School,Physics 1,28,28,14
2018-19,633,Cobb County,1064,McEachern High School,Psychology,18,18,8
2018-19,633,Cobb County,1064,McEachern High School,Spanish Language,24,24,21
2018-19,633,Cobb County,1064,McEachern High School,Spanish Literature,TFS,,
2018-19,633,Cobb County,1064,McEachern High School,Statistics,29,29,4
2018-19,633,Cobb County,1064,McEachern High School,U.S. History,54,54,13
2018-19,633,Cobb County,1064,McEachern High School,World History,55,55,21
2018-19,633,Cobb County,1069,Wheeler High School,ALL Subjects,613,1488,1164
2018-19,633,Cobb County,1069,Wheeler High School,Art History,TFS,,
2018-19,633,Cobb County,1069,Wheeler High School,Art: Studio 2-D Design,TFS,,
2018-19,633,Cobb County,1069,Wheeler High School,Art: Studio Drawing,TFS,,
2018-19,633,Cobb County,1069,Wheeler High School,Biology,61,61,59
2018-19,633,Cobb County,1069,Wheeler High School,Calculus A,10,10,1
2018-19,633,Cobb County,1069,Wheeler High School,Calculus BC,86,86,80
2018-19,633,Cobb County,1069,Wheeler High School,Capstone,TFS,,
2018-19,633,Cobb County,1069,Wheeler High School,Chemistry,62,62,48
2018-19,633,Cobb County,1069,Wheeler High School,Computer Science A,49,49,42
2018-19,633,Cobb County,1069,Wheeler High School,Computer Science Principles,149,149,132
2018-19,633,Cobb County,1069,Wheeler High School,Economics: Macro,57,57,49
2018-19,633,Cobb County,1069,Wheeler High School,Economics: Micro,53,53,42
2018-19,633,Cobb County,1069,Wheeler High School,Eng. Language & Comp,117,117,105
2018-19,633,Cobb County,1069,Wheeler High School,Eng. Literature & Comp,74,74,59
2018-19,633,Cobb County,1069,Wheeler High School,Environmental Science,24,24,23
2018-19,633,Cobb County,1069,Wheeler High School,European History,10,10,7
2018-19,633,Cobb County,1069,Wheeler High School,Geography: Human,81,81,56
2018-19,633,Cobb County,1069,Wheeler High School,Gov. & Pol. Comp,TFS,,
2018-19,633,Cobb County,1069,Wheeler High School,Gov. & Pol. U.S.,60,60,48
2018-19,633,Cobb County,1069,Wheeler High School,Latin: Vergil,TFS,,
2018-19,633,Cobb County,1069,Wheeler High School,Music Theory,TFS,,
2018-19,633,Cobb County,1069,Wheeler High School,Physics 1,129,129,61
2018-19,633,Cobb County,1069,Wheeler High School,Physics 2,37,37,25
2018-19,633,Cobb County,1069,Wheeler High School,Physics C: Elec & Magnetism,TFS,,
2018-19,633,Cobb County,1069,Wheeler High School,Physics C: Mechanics,29,29,22
2018-19,633,Cobb County,1069,Wheeler High School,Psychology,64,64,39
2018-19,633,Cobb County,1069,Wheeler High School,Spanish Language,12,12,12
2018-19,633,Cobb County,1069,Wheeler High School,Statistics,59,59,54
2018-19,633,Cobb County,1069,Wheeler High School,U.S. History,129,129,92
2018-19,633,Cobb County,1069,Wheeler High School,World History,111,111,92
2018-19,633,Cobb County,2056,North Cobb High School,ALL Subjects,609,1457,990
2018-19,633,Cobb County,2056,North Cobb High School,Art: Studio 2-D Design,14,14,8
2018-19,633,Cobb County,2056,North Cobb High School,Biology,18,18,17
2018-19,633,Cobb County,2056,North Cobb High School,Calculus A,TFS,,
2018-19,633,Cobb County,2056,North Cobb High School,Calculus BC,29,29,17
2018-19,633,Cobb County,2056,North Cobb High School,Capstone,89,89,86
2018-19,633,Cobb County,2056,North Cobb High School,Capstone Research,89,89,60
2018-19,633,Cobb County,2056,North Cobb High School,Chemistry,13,13,4
2018-19,633,Cobb County,2056,North Cobb High School,Computer Science Principles,19,19,4
2018-19,633,Cobb County,2056,North Cobb High School,Economics: Macro,33,33,12
2018-19,633,Cobb County,2056,North Cobb High School,Economics: Micro,59,59,37
2018-19,633,Cobb County,2056,North Cobb High School,Eng. Language & Comp,127,127,77
2018-19,633,Cobb County,2056,North Cobb High School,Eng. Literature & Comp,69,69,44
2018-19,633,Cobb County,2056,North Cobb High School,Environmental Science,115,115,98
2018-19,633,Cobb County,2056,North Cobb High School,Geography: Human,86,86,77
2018-19,633,Cobb County,2056,North Cobb High School,Gov. & Pol. Comp,56,56,50
2018-19,633,Cobb County,2056,North Cobb High School,Gov. & Pol. U.S.,41,41,33
2018-19,633,Cobb County,2056,North Cobb High School,Music Theory,TFS,,
2018-19,633,Cobb County,2056,North Cobb High School,Physics 1,34,34,10
2018-19,633,Cobb County,2056,North Cobb High School,Physics C: Mechanics,TFS,,
2018-19,633,Cobb County,2056,North Cobb High School,Psychology,131,131,99
2018-19,633,Cobb County,2056,North Cobb High School,Spanish Language,17,17,16
2018-19,633,Cobb County,2056,North Cobb High School,Statistics,106,106,55
2018-19,633,Cobb County,2056,North Cobb High School,U.S. History,164,164,89
2018-19,633,Cobb County,2056,North Cobb High School,World History,140,140,94
2018-19,633,Cobb County,2066,Osborne High School,ALL Subjects,179,207,44
2018-19,633,Cobb County,2066,Osborne High School,Biology,15,15,2
2018-19,633,Cobb County,2066,Osborne High School,Economics: Macro,TFS,,
2018-19,633,Cobb County,2066,Osborne High School,Eng. Language & Comp,31,31,2
2018-19,633,Cobb County,2066,Osborne High School,Eng. Literature & Comp,TFS,,
2018-19,633,Cobb County,2066,Osborne High School,French Language,TFS,,
2018-19,633,Cobb County,2066,Osborne High School,Geography: Human,38,38,5
2018-19,633,Cobb County,2066,Osborne High School,Gov. & Pol. U.S.,TFS,,
2018-19,633,Cobb County,2066,Osborne High School,Psychology,TFS,,
2018-19,633,Cobb County,2066,Osborne High School,Spanish Language,28,28,24
2018-19,633,Cobb County,2066,Osborne High School,Statistics,TFS,,
2018-19,633,Cobb County,2066,Osborne High School,U.S. History,37,37,6
2018-19,633,Cobb County,2066,Osborne High School,World History,38,38,4
2018-19,633,Cobb County,3056,South Cobb High School,ALL Subjects,170,297,98
2018-19,633,Cobb County,3056,South Cobb High School,Art: Studio 2-D Design,TFS,,
2018-19,633,Cobb County,3056,South Cobb High School,Art: Studio Drawing,TFS,,
2018-19,633,Cobb County,3056,South Cobb High School,Biology,TFS,,
2018-19,633,Cobb County,3056,South Cobb High School,Calculus A,10,10,7
2018-19,633,Cobb County,3056,South Cobb High School,Chemistry,14,14,2
2018-19,633,Cobb County,3056,South Cobb High School,Chinese Lang. & Culture,TFS,,
2018-19,633,Cobb County,3056,South Cobb High School,Economics: Macro,TFS,,
2018-19,633,Cobb County,3056,South Cobb High School,Economics: Micro,10,10,4
2018-19,633,Cobb County,3056,South Cobb High School,Eng. Language & Comp,37,37,5
2018-19,633,Cobb County,3056,South Cobb High School,Eng. Literature & Comp,TFS,,
2018-19,633,Cobb County,3056,South Cobb High School,Geography: Human,29,29,6
2018-19,633,Cobb County,3056,South Cobb High School,Gov. & Pol. U.S.,TFS,,
2018-19,633,Cobb County,3056,South Cobb High School,Physics 1,43,43,3
2018-19,633,Cobb County,3056,South Cobb High School,Psychology,17,17,4
2018-19,633,Cobb County,3056,South Cobb High School,Spanish Language,10,10,10
2018-19,633,Cobb County,3056,South Cobb High School,Statistics,16,16,6
2018-19,633,Cobb County,3056,South Cobb High School,U.S. History,38,38,14
2018-19,633,Cobb County,3056,South Cobb High School,World History,54,54,25
2018-19,633,Cobb County,4066,Pebblebrook High School,ALL Subjects,209,284,46
2018-19,633,Cobb County,4066,Pebblebrook High School,Art: Studio 2-D Design,TFS,,
2018-19,633,Cobb County,4066,Pebblebrook High School,Biology,TFS,,
2018-19,633,Cobb County,4066,Pebblebrook High School,Calculus A,19,19,1
2018-19,633,Cobb County,4066,Pebblebrook High School,Eng. Language & Comp,54,54,5
2018-19,633,Cobb County,4066,Pebblebrook High School,Eng. Literature & Comp,51,51,5
2018-19,633,Cobb County,4066,Pebblebrook High School,Environmental Science,TFS,,
2018-19,633,Cobb County,4066,Pebblebrook High School,French Language,TFS,,
2018-19,633,Cobb County,4066,Pebblebrook High School,Geography: Human,16,16,3
2018-19,633,Cobb County,4066,Pebblebrook High School,Gov. & Pol. U.S.,TFS,,
2018-19,633,Cobb County,4066,Pebblebrook High School,Physics 1,15,15,
2018-19,633,Cobb County,4066,Pebblebrook High School,Psychology,12,12,2
2018-19,633,Cobb County,4066,Pebblebrook High School,Spanish Language,17,17,12
2018-19,633,Cobb County,4066,Pebblebrook High School,U.S. History,36,36,11
2018-19,633,Cobb County,4066,Pebblebrook High School,World History,37,37,6
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,ALL Subjects,8361,17483,12563
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Art History,54,54,39
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Art: Studio 2-D Design,75,75,66
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Art: Studio Drawing,60,60,60
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Biology,398,398,310
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Calculus A,492,492,302
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Calculus BC,577,577,476
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Capstone,207,207,186
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Capstone Research,150,150,118
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Chemistry,464,464,265
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Chinese Lang. & Culture,17,17,17
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Computer Science A,190,190,143
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Computer Science Principles,511,511,427
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Economics: Macro,827,827,686
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Economics: Micro,436,436,290
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Eng. Language & Comp,1878,1878,1234
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Eng. Literature & Comp,1007,1007,622
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Environmental Science,657,657,477
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,European History,93,93,67
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,French Language,93,93,61
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Geography: Human,1646,1646,1187
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,German Language,TFS,,
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Gov. & Pol. Comp,74,74,67
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Gov. & Pol. U.S.,1152,1152,909
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Latin: Vergil,34,34,25
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Music Theory,61,61,50
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Physics 1,863,863,358
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Physics 2,57,57,44
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Physics C: Elec & Magnetism,25,25,20
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Physics C: Mechanics,219,219,183
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Psychology,1275,1275,1019
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Spanish Language,458,458,436
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Spanish Literature,19,19,18
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,Statistics,732,732,500
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,U.S. History,1497,1497,1063
2018-19,633,Cobb County,SCHOOL_ALL,SCHOOL_ALL,World History,1184,1184,837
2018-19,634,Coffee County,195,Coffee County High School,ALL Subjects,137,241,101
2018-19,634,Coffee County,195,Coffee County High School,Art: Studio 2-D Design,TFS,,
2018-19,634,Coffee County,195,Coffee County High School,Biology,14,14,11
2018-19,634,Coffee County,195,Coffee County High School,Calculus A,TFS,,
2018-19,634,Coffee County,195,Coffee County High School,Calculus BC,17,17,10
2018-19,634,Coffee County,195,Coffee County High School,Chemistry,15,15,9
2018-19,634,Coffee County,195,Coffee County High School,Computer Science A,TFS,,
2018-19,634,Coffee County,195,Coffee County High School,Economics: Macro,21,21,8
2018-19,634,Coffee County,195,Coffee County High School,Economics: Micro,21,21,13
2018-19,634,Coffee County,195,Coffee County High School,Eng. Language & Comp,29,29,7
2018-19,634,Coffee County,195,Coffee County High School,Eng. Literature & Comp,12,12,4
2018-19,634,Coffee County,195,Coffee County High School,Environmental Science,15,15,2
2018-19,634,Coffee County,195,Coffee County High School,European History,TFS,,
2018-19,634,Coffee County,195,Coffee County High School,French Language,TFS,,
2018-19,634,Coffee County,195,Coffee County High School,Geography: Human,TFS,,
2018-19,634,Coffee County,195,Coffee County High School,Gov. & Pol. Comp,TFS,,
2018-19,634,Coffee County,195,Coffee County High School,Gov. & Pol. U.S.,19,19,10
2018-19,634,Coffee County,195,Coffee County High School,Physics 1,TFS,,
2018-19,634,Coffee County,195,Coffee County High School,Psychology,37,37,6
2018-19,634,Coffee County,195,Coffee County High School,Statistics,TFS,,
2018-19,634,Coffee County,195,Coffee County High School,U.S. History,24,24,10
2018-19,634,Coffee County,195,Coffee County High School,World History,TFS,,
2018-19,634,Coffee County,SCHOOL_ALL,SCHOOL_ALL,ALL Subjects,137,241,101
2018-19,634,Coffee County,SCHOOL_ALL,SCHOOL_ALL,Art: Studio 2-D Design,TFS,,
2018-19,634,Coffee County,SCHOOL_ALL,SCHOOL_ALL,Biology,14,14,11
2018-19,634,Coffee County,SCHOOL_ALL,SCHOOL_ALL,Calculus A,TFS,,
2018-19,634,Coffee County,SCHOOL_ALL,SCHOOL_ALL,Calculus BC,17,17,10
2018-19,634,Coffee County,SCHOOL_ALL,SCHOOL_ALL,Chemistry,15,15,9
2018-19,634,Coffee County,SCHOOL_ALL,SCHOOL_ALL,Computer Science A,TFS,,
2018-19,634,Coffee County,SCHOOL_ALL,SCHOOL_ALL,Economics: Macro,21,21,8
2018-19,634,Coffee County,SCHOOL_ALL,SCHOOL_ALL,Economics: Micro,21,21,13
2018-19,634,Coffee County,SCHOOL_ALL,SCHOOL_ALL,Eng. Language & Comp,29,29,7
2018-19,634,Coffee County,SCHOOL_ALL,SCHOOL_ALL,Eng. Literature & Comp,12,12,4
2018-19,634,Coffee County,SCHOOL_ALL,SCHOOL_ALL,Environmental Science,15,15,2
2018-19,634,Coffee County,SCHOOL_ALL,SCHOOL_ALL,European History,TFS,,
2018-19,634,Coffee County,SCHOOL_ALL,SCHOOL_ALL,French Language,TFS,,
2018-19,634,Coffee County,SCHOOL_ALL,SCHOOL_ALL,Geography: Human,TFS,,
2018-19,634,Coffee County,SCHOOL_ALL,SCHOOL_ALL,Gov. & Pol. Comp,TFS,,
2018-19,634,Coffee County,SCHOOL_ALL,SCHOOL_ALL,Gov. & Pol. U.S.,19,19,10
2018-19,634,Coffee County,SCHOOL_ALL,SCHOOL_ALL,Physics 1,TFS,,
2018-19,634,Coffee County,SCHOOL_ALL,SCHOOL_ALL,Psychology,37,37,6
2018-19,634,Coffee County,SCHOOL_ALL,SCHOOL_ALL,Statistics,TFS,,
2018-19,634,Coffee County,SCHOOL_ALL,SCHOOL_ALL,U.S. History,24,24,10
2018-19,634,Coffee County,SCHOOL_ALL,SCHOOL_ALL,World History,TFS,,
2018-19,635,Colquitt County,1554,Colquitt County High School,ALL Subjects,263,437,148
2018-19,635,Colquitt County,1554,Colquitt County High School,Art: Studio 2-D Design,11,11,8
2018-19,635,Colquitt County,1554,Colquitt County High School,Art: Studio Drawing,TFS,,
2018-19,635,Colquitt County,1554,Colquitt County High School,Biology,20,20,6
2018-19,635,Colquitt County,1554,Colquitt County High School,Calculus A,TFS,,
2018-19,635,Colquitt County,1554,Colquitt County High School,Capstone,24,24,14
2018-19,635,Colquitt County,1554,Colquitt County High School,Capstone Research,TFS,,
2018-19,635,Colquitt County,1554,Colquitt County High School,Chemistry,13,13,5
2018-19,635,Colquitt County,1554,Colquitt County High School,Computer Science Principles,23,23,8
2018-19,635,Colquitt County,1554,Colquitt County High School,Economics: Macro,11,11,5
2018-19,635,Colquitt County,1554,Colquitt County High School,Economics: Micro,11,11,4
2018-19,635,Colquitt County,1554,Colquitt County High School,Eng. Language & Comp,51,51,12
2018-19,635,Colquitt County,1554,Colquitt County High School,Eng. Literature & Comp,20,20,4
2018-19,635,Colquitt County,1554,Colquitt County High School,Environmental Science,TFS,,
2018-19,635,Colquitt County,1554,Colquitt County High School,Geography: Human,14,14,4
2018-19,635,Colquitt County,1554,Colquitt County High School,Gov. & Pol. U.S.,29,29,9
2018-19,635,Colquitt County,1554,Colquitt County High School,Music Theory,TFS,,
2018-19,635,Colquitt County,1554,Colquitt County High School,Physics 1,23,23,2
2018-19,635,Colquitt County,1554,Colquitt County High School,Psychology,86,86,28
2018-19,635,Colquitt County,1554,Colquitt County High School,Spanish Language,TFS,,
2018-19,635,Colquitt County,1554,Colquitt County High School,Statistics,11,11,3
2018-19,635,Colquitt County,1554,Colquitt County High School,U.S. History,44,44,14
2018-19,635,Colquitt County,1554,Colquitt County High School,World History,TFS,,
2018-19,635,Colquitt County,SCHOOL_ALL,SCHOOL_ALL,ALL Subjects,263,437,148
2018-19,635,Colquitt County,SCHOOL_ALL,SCHOOL_ALL,Art: Studio 2-D Design,11,11,8
2018-19,635,Colquitt County,SCHOOL_ALL,SCHOOL_ALL,Art: Studio Drawing,TFS,,
2018-19,635,Colquitt County,SCHOOL_ALL,SCHOOL_ALL,Biology,20,20,6
2018-19,635,Colquitt County,SCHOOL_ALL,SCHOOL_ALL,Calculus A,TFS,,
2018-19,635,Colquitt County,SCHOOL_ALL,SCHOOL_ALL,Capstone,24,24,14
2018-19,635,Colquitt County,SCHOOL_ALL,SCHOOL_ALL,Capstone Research,TFS,,
2018-19,635,Colquitt County,SCHOOL_ALL,SCHOOL_ALL,Chemistry,13,13,5
2018-19,635,Colquitt County,SCHOOL_ALL,SCHOOL_ALL,Computer Science Principles,23,23,8
2018-19,635,Colquitt County,SCHOOL_ALL,SCHOOL_ALL,Economics: Macro,11,11,5
2018-19,635,Colquitt County,SCHOOL_ALL,SCHOOL_ALL,Economics: Micro,11,11,4
2018-19,635,Colquitt County,SCHOOL_ALL,SCHOOL_ALL,Eng. Language & Comp,51,51,12
2018-19,635,Colquitt County,SCHOOL_ALL,SCHOOL_ALL,Eng. Literature & Comp,20,20,4
2018-19,635,Colquitt County,SCHOOL_ALL,SCHOOL_ALL,Environmental Science,TFS,,
2018-19,635,Colquitt County,SCHOOL_ALL,SCHOOL_ALL,Geography: Human,14,14,4
2018-19,635,Colquitt County,SCHOOL_ALL,SCHOOL_ALL,Gov. & Pol. U.S.,29,29,9
2018-19,635,Colquitt County,SCHOOL_ALL,SCHOOL_ALL,Music Theory,TFS,,
2018-19,635,Colquitt County,SCHOOL_ALL,SCHOOL_ALL,Physics 1,23,23,2
2018-19,635,Colquitt County,SCHOOL_ALL,SCHOOL_ALL,Psychology,86,86,28
2018-19,635,Colquitt County,SCHOOL_ALL,SCHOOL_ALL,Spanish Language,TFS,,
2018-19,635,Colquitt County,SCHOOL_ALL,SCHOOL_ALL,Statistics,11,11,3
2018-19,635,Colquitt County,SCHOOL_ALL,SCHOOL_ALL,U.S. History,44,44,14
2018-19,635,Colquitt County,SCHOOL_ALL,SCHOOL_ALL,World History,TFS,,
2018-19,636,Columbia County,112,Grovetown High School,ALL Subjects,470,822,363
2018-19,636,Columbia County,112,Grovetown High School,Art: Studio 2-D Design,TFS,,
2018-19,636,Columbia County,112,Grovetown High School,Biology,64,64,40
2018-19,636,Columbia County,112,Grovetown High School,Calculus A,TFS,,
2018-19,636,Columbia County,112,Grovetown High School,Calculus BC,21,21,5
2018-19,636,Columbia County,112,Grovetown High School,Capstone,37,37,30
2018-19,636,Columbia County,112,Grovetown High School,Chemistry,39,39,11
2018-19,636,Columbia County,112,Grovetown High School,Computer Science A,15,15,12
2018-19,636,Columbia County,112,Grovetown High School,Eng. Language & Comp,101,101,43
2018-19,636,Columbia County,112,Grovetown High School,Eng. Literature & Comp,53,53,16
2018-19,636,Columbia County,112,Grovetown High School,Environmental Science,28,28,12
2018-19,636,Columbia County,112,Grovetown High School,European History,20,20,11
2018-19,636,Columbia County,112,Grovetown High School,Geography: Human,59,59,26
2018-19,636,Columbia County,112,Grovetown High School,Gov. & Pol. U.S.,31,31,11
2018-19,636,Columbia County,112,Grovetown High School,Physics 1,38,38,4
2018-19,636,Columbia County,112,Grovetown High School,Physics C: Elec & Magnetism,TFS,,
2018-19,636,Columbia County,112,Grovetown High School,Physics C: Mechanics,TFS,,
2018-19,636,Columbia County,112,Grovetown High School,Psychology,29,29,19
2018-19,636,Columbia County,112,Grovetown High School,Spanish Language,14,14,12
2018-19,636,Columbia County,112,Grovetown High School,Statistics,43,43,36
2018-19,636,Columbia County,112,Grovetown High School,U.S. History,75,75,28
2018-19,636,Columbia County,112,Grovetown High School,World History,135,135,41
2018-19,636,Columbia County,183,Harlem High School,ALL Subjects,226,327,98
2018-19,636,Columbia County,183,Harlem High School,Biology,28,28,24
2018-19,636,Columbia County,183,Harlem High School,Calculus A,12,12,4
2018-19,636,Columbia County,183,Harlem High School,Capstone,10,10,9
2018-19,636,Columbia County,183,Harlem High School,Chemistry,10,10,2
2018-19,636,Columbia County,183,Harlem High School,Computer Science Principles,20,20,3
2018-19,636,Columbia County,183,Harlem High School,Eng. Language & Comp,24,24,6
2018-19,636,Columbia County,183,Harlem High School,Eng. Literature & Comp,TFS,,
