LONG_SCHOOL_YEAR,SCHOOL_DSTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,LABEL_SORT_ORDER,COMPLETER_TYPE,LABEL_LVL_1_DESC,LABEL_LVL_5_CD,PROGRAM_TOTAL,PROGRAM_PERCENT
2019-20,642,Dawson County,198,Dawson County High School,2,Graduates,Diplomas with College Prep Endorsements,Asian,,
2019-20,642,Dawson County,198,Dawson County High School,2,Graduates,Diplomas with College Prep Endorsements,Multi,,
2019-20,642,Dawson County,198,Dawson County High School,2,Graduates,Diplomas with College Prep Endorsements,Native American/ Alaskan Native,,
2019-20,642,Dawson County,198,Dawson County High School,3,Graduates,Diplomas with Vocational Endorsements,Male,,
2019-20,642,Dawson County,198,Dawson County High School,3,Graduates,Diplomas with Vocational Endorsements,Female,,
2019-20,642,Dawson County,198,Dawson County High School,3,Graduates,Diplomas with Vocational Endorsements,Total,,
2019-20,642,Dawson County,198,Dawson County High School,3,Graduates,Diplomas with Vocational Endorsements,Black,,
2019-20,642,Dawson County,198,Dawson County High School,3,Graduates,Diplomas with Vocational Endorsements,White,,
2019-20,642,Dawson County,198,Dawson County High School,3,Graduates,Diplomas with Vocational Endorsements,Hispanic,,
2019-20,642,Dawson County,198,Dawson County High School,3,Graduates,Diplomas with Vocational Endorsements,Asian,,
2019-20,642,Dawson County,198,Dawson County High School,3,Graduates,Diplomas with Vocational Endorsements,Multi,,
2019-20,642,Dawson County,198,Dawson County High School,3,Graduates,Diplomas with Vocational Endorsements,Native American/ Alaskan Native,,
2019-20,642,Dawson County,198,Dawson County High School,4,Other Completers,Special Education Diplomas,Male,,
2019-20,642,Dawson County,198,Dawson County High School,4,Other Completers,Special Education Diplomas,Female,,
2019-20,642,Dawson County,198,Dawson County High School,4,Other Completers,Special Education Diplomas,Total,,
2019-20,642,Dawson County,198,Dawson County High School,4,Other Completers,Special Education Diplomas,Black,,
2019-20,642,Dawson County,198,Dawson County High School,4,Other Completers,Special Education Diplomas,White,,
2019-20,642,Dawson County,198,Dawson County High School,4,Other Completers,Special Education Diplomas,Hispanic,,
2019-20,642,Dawson County,198,Dawson County High School,4,Other Completers,Special Education Diplomas,Asian,,
2019-20,642,Dawson County,198,Dawson County High School,4,Other Completers,Special Education Diplomas,Multi,,
2019-20,642,Dawson County,198,Dawson County High School,4,Other Completers,Special Education Diplomas,Native American/ Alaskan Native,,
2019-20,642,Dawson County,198,Dawson County High School,5,Other Completers,Certificates Of Attendance,Male,,
2019-20,642,Dawson County,198,Dawson County High School,5,Other Completers,Certificates Of Attendance,Female,,
2019-20,642,Dawson County,198,Dawson County High School,5,Other Completers,Certificates Of Attendance,Total,,
2019-20,642,Dawson County,198,Dawson County High School,5,Other Completers,Certificates Of Attendance,Black,,
2019-20,642,Dawson County,198,Dawson County High School,5,Other Completers,Certificates Of Attendance,White,,
2019-20,642,Dawson County,198,Dawson County High School,5,Other Completers,Certificates Of Attendance,Hispanic,,
2019-20,642,Dawson County,198,Dawson County High School,5,Other Completers,Certificates Of Attendance,Asian,,
2019-20,642,Dawson County,198,Dawson County High School,5,Other Completers,Certificates Of Attendance,Multi,,
2019-20,642,Dawson County,198,Dawson County High School,5,Other Completers,Certificates Of Attendance,Native American/ Alaskan Native,,
2019-20,642,Dawson County,ALL,All Column Values,0,Graduates,General Education Diplomas,Male,136,51.7
2019-20,642,Dawson County,ALL,All Column Values,0,Graduates,General Education Diplomas,Female,127,48.3
2019-20,642,Dawson County,ALL,All Column Values,0,Graduates,General Education Diplomas,Total,263,100
2019-20,642,Dawson County,ALL,All Column Values,0,Graduates,General Education Diplomas,Black,TFS,1.1
2019-20,642,Dawson County,ALL,All Column Values,0,Graduates,General Education Diplomas,White,232,88.2
2019-20,642,Dawson County,ALL,All Column Values,0,Graduates,General Education Diplomas,Hispanic,20,7.6
2019-20,642,Dawson County,ALL,All Column Values,0,Graduates,General Education Diplomas,Asian,TFS,1.5
2019-20,642,Dawson County,ALL,All Column Values,0,Graduates,General Education Diplomas,Multi,TFS,1.1
2019-20,642,Dawson County,ALL,All Column Values,0,Graduates,General Education Diplomas,Native American/ Alaskan Native,TFS,0.4
2019-20,642,Dawson County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Male,,
2019-20,642,Dawson County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Female,,
2019-20,642,Dawson County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Total,,
2019-20,642,Dawson County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Black,,
2019-20,642,Dawson County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,White,,
2019-20,642,Dawson County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Hispanic,,
2019-20,642,Dawson County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Asian,,
2019-20,642,Dawson County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Multi,,
2019-20,642,Dawson County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Native American/ Alaskan Native,,
2019-20,642,Dawson County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Male,,
2019-20,642,Dawson County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Female,,
2019-20,642,Dawson County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Total,,
2019-20,642,Dawson County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Black,,
2019-20,642,Dawson County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,White,,
2019-20,642,Dawson County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Hispanic,,
2019-20,642,Dawson County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Asian,,
2019-20,642,Dawson County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Multi,,
2019-20,642,Dawson County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Native American/ Alaskan Native,,
2019-20,642,Dawson County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Male,,
2019-20,642,Dawson County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Female,,
2019-20,642,Dawson County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Total,,
2019-20,642,Dawson County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Black,,
2019-20,642,Dawson County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,White,,
2019-20,642,Dawson County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Hispanic,,
2019-20,642,Dawson County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Asian,,
2019-20,642,Dawson County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Multi,,
2019-20,642,Dawson County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Native American/ Alaskan Native,,
2019-20,642,Dawson County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Male,,
2019-20,642,Dawson County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Female,,
2019-20,642,Dawson County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Total,,
2019-20,642,Dawson County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Black,,
2019-20,642,Dawson County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,White,,
2019-20,642,Dawson County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Hispanic,,
2019-20,642,Dawson County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Asian,,
2019-20,642,Dawson County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Multi,,
2019-20,642,Dawson County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Native American/ Alaskan Native,,
2019-20,642,Dawson County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Male,,
2019-20,642,Dawson County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Female,,
2019-20,642,Dawson County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Total,,
2019-20,642,Dawson County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Black,,
2019-20,642,Dawson County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,White,,
2019-20,642,Dawson County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Hispanic,,
2019-20,642,Dawson County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Asian,,
2019-20,642,Dawson County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Multi,,
2019-20,642,Dawson County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Native American/ Alaskan Native,,
2019-20,643,Decatur County,116,New Beginning Learning Center,0,Graduates,General Education Diplomas,Male,28,59.6
2019-20,643,Decatur County,116,New Beginning Learning Center,0,Graduates,General Education Diplomas,Female,19,40.4
2019-20,643,Decatur County,116,New Beginning Learning Center,0,Graduates,General Education Diplomas,Total,47,100
2019-20,643,Decatur County,116,New Beginning Learning Center,0,Graduates,General Education Diplomas,Black,29,61.7
2019-20,643,Decatur County,116,New Beginning Learning Center,0,Graduates,General Education Diplomas,White,14,29.8
2019-20,643,Decatur County,116,New Beginning Learning Center,0,Graduates,General Education Diplomas,Hispanic,TFS,8.5
2019-20,643,Decatur County,116,New Beginning Learning Center,0,Graduates,General Education Diplomas,Asian,TFS,0
2019-20,643,Decatur County,116,New Beginning Learning Center,0,Graduates,General Education Diplomas,Multi,TFS,0
2019-20,643,Decatur County,116,New Beginning Learning Center,0,Graduates,General Education Diplomas,Native American/ Alaskan Native,TFS,0
2019-20,643,Decatur County,116,New Beginning Learning Center,1,Graduates,Diplomas with Both College Prep. & Voc.,Male,,
2019-20,643,Decatur County,116,New Beginning Learning Center,1,Graduates,Diplomas with Both College Prep. & Voc.,Female,,
2019-20,643,Decatur County,116,New Beginning Learning Center,1,Graduates,Diplomas with Both College Prep. & Voc.,Total,,
2019-20,643,Decatur County,116,New Beginning Learning Center,1,Graduates,Diplomas with Both College Prep. & Voc.,Black,,
2019-20,643,Decatur County,116,New Beginning Learning Center,1,Graduates,Diplomas with Both College Prep. & Voc.,White,,
2019-20,643,Decatur County,116,New Beginning Learning Center,1,Graduates,Diplomas with Both College Prep. & Voc.,Hispanic,,
2019-20,643,Decatur County,116,New Beginning Learning Center,1,Graduates,Diplomas with Both College Prep. & Voc.,Asian,,
2019-20,643,Decatur County,116,New Beginning Learning Center,1,Graduates,Diplomas with Both College Prep. & Voc.,Multi,,
2019-20,643,Decatur County,116,New Beginning Learning Center,1,Graduates,Diplomas with Both College Prep. & Voc.,Native American/ Alaskan Native,,
2019-20,643,Decatur County,116,New Beginning Learning Center,2,Graduates,Diplomas with College Prep Endorsements,Male,,
2019-20,643,Decatur County,116,New Beginning Learning Center,2,Graduates,Diplomas with College Prep Endorsements,Female,,
2019-20,643,Decatur County,116,New Beginning Learning Center,2,Graduates,Diplomas with College Prep Endorsements,Total,,
2019-20,643,Decatur County,116,New Beginning Learning Center,2,Graduates,Diplomas with College Prep Endorsements,Black,,
2019-20,643,Decatur County,116,New Beginning Learning Center,2,Graduates,Diplomas with College Prep Endorsements,White,,
2019-20,643,Decatur County,116,New Beginning Learning Center,2,Graduates,Diplomas with College Prep Endorsements,Hispanic,,
2019-20,643,Decatur County,116,New Beginning Learning Center,2,Graduates,Diplomas with College Prep Endorsements,Asian,,
2019-20,643,Decatur County,116,New Beginning Learning Center,2,Graduates,Diplomas with College Prep Endorsements,Multi,,
2019-20,643,Decatur County,116,New Beginning Learning Center,2,Graduates,Diplomas with College Prep Endorsements,Native American/ Alaskan Native,,
2019-20,643,Decatur County,116,New Beginning Learning Center,3,Graduates,Diplomas with Vocational Endorsements,Male,,
2019-20,643,Decatur County,116,New Beginning Learning Center,3,Graduates,Diplomas with Vocational Endorsements,Female,,
2019-20,643,Decatur County,116,New Beginning Learning Center,3,Graduates,Diplomas with Vocational Endorsements,Total,,
2019-20,643,Decatur County,116,New Beginning Learning Center,3,Graduates,Diplomas with Vocational Endorsements,Black,,
2019-20,643,Decatur County,116,New Beginning Learning Center,3,Graduates,Diplomas with Vocational Endorsements,White,,
2019-20,643,Decatur County,116,New Beginning Learning Center,3,Graduates,Diplomas with Vocational Endorsements,Hispanic,,
2019-20,643,Decatur County,116,New Beginning Learning Center,3,Graduates,Diplomas with Vocational Endorsements,Asian,,
2019-20,643,Decatur County,116,New Beginning Learning Center,3,Graduates,Diplomas with Vocational Endorsements,Multi,,
2019-20,643,Decatur County,116,New Beginning Learning Center,3,Graduates,Diplomas with Vocational Endorsements,Native American/ Alaskan Native,,
2019-20,643,Decatur County,116,New Beginning Learning Center,4,Other Completers,Special Education Diplomas,Male,,
2019-20,643,Decatur County,116,New Beginning Learning Center,4,Other Completers,Special Education Diplomas,Female,,
2019-20,643,Decatur County,116,New Beginning Learning Center,4,Other Completers,Special Education Diplomas,Total,,
2019-20,643,Decatur County,116,New Beginning Learning Center,4,Other Completers,Special Education Diplomas,Black,,
2019-20,643,Decatur County,116,New Beginning Learning Center,4,Other Completers,Special Education Diplomas,White,,
2019-20,643,Decatur County,116,New Beginning Learning Center,4,Other Completers,Special Education Diplomas,Hispanic,,
2019-20,643,Decatur County,116,New Beginning Learning Center,4,Other Completers,Special Education Diplomas,Asian,,
2019-20,643,Decatur County,116,New Beginning Learning Center,4,Other Completers,Special Education Diplomas,Multi,,
2019-20,643,Decatur County,116,New Beginning Learning Center,4,Other Completers,Special Education Diplomas,Native American/ Alaskan Native,,
2019-20,643,Decatur County,116,New Beginning Learning Center,5,Other Completers,Certificates Of Attendance,Male,,
2019-20,643,Decatur County,116,New Beginning Learning Center,5,Other Completers,Certificates Of Attendance,Female,,
2019-20,643,Decatur County,116,New Beginning Learning Center,5,Other Completers,Certificates Of Attendance,Total,,
2019-20,643,Decatur County,116,New Beginning Learning Center,5,Other Completers,Certificates Of Attendance,Black,,
2019-20,643,Decatur County,116,New Beginning Learning Center,5,Other Completers,Certificates Of Attendance,White,,
2019-20,643,Decatur County,116,New Beginning Learning Center,5,Other Completers,Certificates Of Attendance,Hispanic,,
2019-20,643,Decatur County,116,New Beginning Learning Center,5,Other Completers,Certificates Of Attendance,Asian,,
2019-20,643,Decatur County,116,New Beginning Learning Center,5,Other Completers,Certificates Of Attendance,Multi,,
2019-20,643,Decatur County,116,New Beginning Learning Center,5,Other Completers,Certificates Of Attendance,Native American/ Alaskan Native,,
2019-20,643,Decatur County,3050,Bainbridge High School,0,Graduates,General Education Diplomas,Male,134,45
2019-20,643,Decatur County,3050,Bainbridge High School,0,Graduates,General Education Diplomas,Female,164,55
2019-20,643,Decatur County,3050,Bainbridge High School,0,Graduates,General Education Diplomas,Total,298,100
2019-20,643,Decatur County,3050,Bainbridge High School,0,Graduates,General Education Diplomas,Black,135,45.3
2019-20,643,Decatur County,3050,Bainbridge High School,0,Graduates,General Education Diplomas,White,121,40.6
2019-20,643,Decatur County,3050,Bainbridge High School,0,Graduates,General Education Diplomas,Hispanic,37,12.4
2019-20,643,Decatur County,3050,Bainbridge High School,0,Graduates,General Education Diplomas,Asian,TFS,0.3
2019-20,643,Decatur County,3050,Bainbridge High School,0,Graduates,General Education Diplomas,Multi,TFS,1
2019-20,643,Decatur County,3050,Bainbridge High School,0,Graduates,General Education Diplomas,Native American/ Alaskan Native,TFS,0.3
2019-20,643,Decatur County,3050,Bainbridge High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Male,,
2019-20,643,Decatur County,3050,Bainbridge High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Female,,
2019-20,643,Decatur County,3050,Bainbridge High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Total,,
2019-20,643,Decatur County,3050,Bainbridge High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Black,,
2019-20,643,Decatur County,3050,Bainbridge High School,1,Graduates,Diplomas with Both College Prep. & Voc.,White,,
2019-20,643,Decatur County,3050,Bainbridge High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Hispanic,,
2019-20,643,Decatur County,3050,Bainbridge High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Asian,,
2019-20,643,Decatur County,3050,Bainbridge High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Multi,,
2019-20,643,Decatur County,3050,Bainbridge High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Native American/ Alaskan Native,,
2019-20,643,Decatur County,3050,Bainbridge High School,2,Graduates,Diplomas with College Prep Endorsements,Male,,
2019-20,643,Decatur County,3050,Bainbridge High School,2,Graduates,Diplomas with College Prep Endorsements,Female,,
2019-20,643,Decatur County,3050,Bainbridge High School,2,Graduates,Diplomas with College Prep Endorsements,Total,,
2019-20,643,Decatur County,3050,Bainbridge High School,2,Graduates,Diplomas with College Prep Endorsements,Black,,
2019-20,643,Decatur County,3050,Bainbridge High School,2,Graduates,Diplomas with College Prep Endorsements,White,,
2019-20,643,Decatur County,3050,Bainbridge High School,2,Graduates,Diplomas with College Prep Endorsements,Hispanic,,
2019-20,643,Decatur County,3050,Bainbridge High School,2,Graduates,Diplomas with College Prep Endorsements,Asian,,
2019-20,643,Decatur County,3050,Bainbridge High School,2,Graduates,Diplomas with College Prep Endorsements,Multi,,
2019-20,643,Decatur County,3050,Bainbridge High School,2,Graduates,Diplomas with College Prep Endorsements,Native American/ Alaskan Native,,
2019-20,643,Decatur County,3050,Bainbridge High School,3,Graduates,Diplomas with Vocational Endorsements,Male,,
2019-20,643,Decatur County,3050,Bainbridge High School,3,Graduates,Diplomas with Vocational Endorsements,Female,,
2019-20,643,Decatur County,3050,Bainbridge High School,3,Graduates,Diplomas with Vocational Endorsements,Total,,
2019-20,643,Decatur County,3050,Bainbridge High School,3,Graduates,Diplomas with Vocational Endorsements,Black,,
2019-20,643,Decatur County,3050,Bainbridge High School,3,Graduates,Diplomas with Vocational Endorsements,White,,
2019-20,643,Decatur County,3050,Bainbridge High School,3,Graduates,Diplomas with Vocational Endorsements,Hispanic,,
2019-20,643,Decatur County,3050,Bainbridge High School,3,Graduates,Diplomas with Vocational Endorsements,Asian,,
2019-20,643,Decatur County,3050,Bainbridge High School,3,Graduates,Diplomas with Vocational Endorsements,Multi,,
2019-20,643,Decatur County,3050,Bainbridge High School,3,Graduates,Diplomas with Vocational Endorsements,Native American/ Alaskan Native,,
2019-20,643,Decatur County,3050,Bainbridge High School,4,Other Completers,Special Education Diplomas,Male,,
2019-20,643,Decatur County,3050,Bainbridge High School,4,Other Completers,Special Education Diplomas,Female,,
2019-20,643,Decatur County,3050,Bainbridge High School,4,Other Completers,Special Education Diplomas,Total,,
2019-20,643,Decatur County,3050,Bainbridge High School,4,Other Completers,Special Education Diplomas,Black,,
2019-20,643,Decatur County,3050,Bainbridge High School,4,Other Completers,Special Education Diplomas,White,,
2019-20,643,Decatur County,3050,Bainbridge High School,4,Other Completers,Special Education Diplomas,Hispanic,,
2019-20,643,Decatur County,3050,Bainbridge High School,4,Other Completers,Special Education Diplomas,Asian,,
2019-20,643,Decatur County,3050,Bainbridge High School,4,Other Completers,Special Education Diplomas,Multi,,
2019-20,643,Decatur County,3050,Bainbridge High School,4,Other Completers,Special Education Diplomas,Native American/ Alaskan Native,,
2019-20,643,Decatur County,3050,Bainbridge High School,5,Other Completers,Certificates Of Attendance,Male,,
2019-20,643,Decatur County,3050,Bainbridge High School,5,Other Completers,Certificates Of Attendance,Female,,
2019-20,643,Decatur County,3050,Bainbridge High School,5,Other Completers,Certificates Of Attendance,Total,,
2019-20,643,Decatur County,3050,Bainbridge High School,5,Other Completers,Certificates Of Attendance,Black,,
2019-20,643,Decatur County,3050,Bainbridge High School,5,Other Completers,Certificates Of Attendance,White,,
2019-20,643,Decatur County,3050,Bainbridge High School,5,Other Completers,Certificates Of Attendance,Hispanic,,
2019-20,643,Decatur County,3050,Bainbridge High School,5,Other Completers,Certificates Of Attendance,Asian,,
2019-20,643,Decatur County,3050,Bainbridge High School,5,Other Completers,Certificates Of Attendance,Multi,,
2019-20,643,Decatur County,3050,Bainbridge High School,5,Other Completers,Certificates Of Attendance,Native American/ Alaskan Native,,
2019-20,643,Decatur County,ALL,All Column Values,0,Graduates,General Education Diplomas,Male,162,47
2019-20,643,Decatur County,ALL,All Column Values,0,Graduates,General Education Diplomas,Female,183,53
2019-20,643,Decatur County,ALL,All Column Values,0,Graduates,General Education Diplomas,Total,345,100
2019-20,643,Decatur County,ALL,All Column Values,0,Graduates,General Education Diplomas,Black,164,47.5
2019-20,643,Decatur County,ALL,All Column Values,0,Graduates,General Education Diplomas,White,135,39.1
2019-20,643,Decatur County,ALL,All Column Values,0,Graduates,General Education Diplomas,Hispanic,41,11.9
2019-20,643,Decatur County,ALL,All Column Values,0,Graduates,General Education Diplomas,Asian,TFS,0.3
2019-20,643,Decatur County,ALL,All Column Values,0,Graduates,General Education Diplomas,Multi,TFS,0.9
2019-20,643,Decatur County,ALL,All Column Values,0,Graduates,General Education Diplomas,Native American/ Alaskan Native,TFS,0.3
2019-20,643,Decatur County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Male,,
2019-20,643,Decatur County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Female,,
2019-20,643,Decatur County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Total,,
2019-20,643,Decatur County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Black,,
2019-20,643,Decatur County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,White,,
2019-20,643,Decatur County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Hispanic,,
2019-20,643,Decatur County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Asian,,
2019-20,643,Decatur County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Multi,,
2019-20,643,Decatur County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Native American/ Alaskan Native,,
2019-20,643,Decatur County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Male,,
2019-20,643,Decatur County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Female,,
2019-20,643,Decatur County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Total,,
2019-20,643,Decatur County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Black,,
2019-20,643,Decatur County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,White,,
2019-20,643,Decatur County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Hispanic,,
2019-20,643,Decatur County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Asian,,
2019-20,643,Decatur County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Multi,,
2019-20,643,Decatur County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Native American/ Alaskan Native,,
2019-20,643,Decatur County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Male,,
2019-20,643,Decatur County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Female,,
2019-20,643,Decatur County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Total,,
2019-20,643,Decatur County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Black,,
2019-20,643,Decatur County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,White,,
2019-20,643,Decatur County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Hispanic,,
2019-20,643,Decatur County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Asian,,
2019-20,643,Decatur County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Multi,,
2019-20,643,Decatur County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Native American/ Alaskan Native,,
2019-20,643,Decatur County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Male,,
2019-20,643,Decatur County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Female,,
2019-20,643,Decatur County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Total,,
2019-20,643,Decatur County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Black,,
2019-20,643,Decatur County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,White,,
2019-20,643,Decatur County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Hispanic,,
2019-20,643,Decatur County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Asian,,
2019-20,643,Decatur County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Multi,,
2019-20,643,Decatur County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Native American/ Alaskan Native,,
2019-20,643,Decatur County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Male,,
2019-20,643,Decatur County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Female,,
2019-20,643,Decatur County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Total,,
2019-20,643,Decatur County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Black,,
2019-20,643,Decatur County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,White,,
2019-20,643,Decatur County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Hispanic,,
2019-20,643,Decatur County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Asian,,
2019-20,643,Decatur County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Multi,,
2019-20,643,Decatur County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Native American/ Alaskan Native,,
2019-20,644,DeKalb County,103,"Martin Luther King, Jr. High School",0,Graduates,General Education Diplomas,Male,156,51.5
2019-20,644,DeKalb County,103,"Martin Luther King, Jr. High School",0,Graduates,General Education Diplomas,Female,147,48.5
2019-20,644,DeKalb County,103,"Martin Luther King, Jr. High School",0,Graduates,General Education Diplomas,Total,303,100
2019-20,644,DeKalb County,103,"Martin Luther King, Jr. High School",0,Graduates,General Education Diplomas,Black,286,94.4
2019-20,644,DeKalb County,103,"Martin Luther King, Jr. High School",0,Graduates,General Education Diplomas,White,TFS,0.3
2019-20,644,DeKalb County,103,"Martin Luther King, Jr. High School",0,Graduates,General Education Diplomas,Hispanic,TFS,2.3
2019-20,644,DeKalb County,103,"Martin Luther King, Jr. High School",0,Graduates,General Education Diplomas,Asian,TFS,0
2019-20,644,DeKalb County,103,"Martin Luther King, Jr. High School",0,Graduates,General Education Diplomas,Multi,TFS,2.6
2019-20,644,DeKalb County,103,"Martin Luther King, Jr. High School",0,Graduates,General Education Diplomas,Native American/ Alaskan Native,TFS,0.3
2019-20,644,DeKalb County,103,"Martin Luther King, Jr. High School",1,Graduates,Diplomas with Both College Prep. & Voc.,Male,,
2019-20,644,DeKalb County,103,"Martin Luther King, Jr. High School",1,Graduates,Diplomas with Both College Prep. & Voc.,Female,,
2019-20,644,DeKalb County,103,"Martin Luther King, Jr. High School",1,Graduates,Diplomas with Both College Prep. & Voc.,Total,,
2019-20,644,DeKalb County,103,"Martin Luther King, Jr. High School",1,Graduates,Diplomas with Both College Prep. & Voc.,Black,,
2019-20,644,DeKalb County,103,"Martin Luther King, Jr. High School",1,Graduates,Diplomas with Both College Prep. & Voc.,White,,
2019-20,644,DeKalb County,103,"Martin Luther King, Jr. High School",1,Graduates,Diplomas with Both College Prep. & Voc.,Hispanic,,
2019-20,644,DeKalb County,103,"Martin Luther King, Jr. High School",1,Graduates,Diplomas with Both College Prep. & Voc.,Asian,,
2019-20,644,DeKalb County,103,"Martin Luther King, Jr. High School",1,Graduates,Diplomas with Both College Prep. & Voc.,Multi,,
