"LONG_SCHOOL_YEAR","SCHOOL_DISTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","TEST_CMPNT_TYP_NM","NUMBER_OF_STUDENTS_TESTED","NUMBER_TESTS_TAKEN","NOTESTS_3ORHIGHER"
"2019-20","625","Savannah-Chatham County","0115","Woodville-Tompkins Technical and Career High School","Psychology","TFS","TFS","TFS"
"2019-20","625","Savannah-Chatham County","0115","Woodville-Tompkins Technical and Career High School","Spanish Language","TFS","TFS","TFS"
"2019-20","625","Savannah-Chatham County","0117","New Hampstead High School","ALL Subjects","27","29","24"
"2019-20","625","Savannah-Chatham County","0117","New Hampstead High School","Art: Studio 2-D Design","10","10","10"
"2019-20","625","Savannah-Chatham County","0117","New Hampstead High School","Art: Studio Drawing","TFS","TFS","TFS"
"2019-20","625","Savannah-Chatham County","0117","New Hampstead High School","Eng. Language & Comp","11","11","6"
"2019-20","625","Savannah-Chatham County","0117","New Hampstead High School","Psychology","TFS","TFS","TFS"
"2019-20","625","Savannah-Chatham County","0210","The School of Liberal Studies at Savannah High","ALL Subjects","TFS","TFS","TFS"
"2019-20","625","Savannah-Chatham County","0210","The School of Liberal Studies at Savannah High","Chemistry","TFS","TFS","TFS"
"2019-20","625","Savannah-Chatham County","0210","The School of Liberal Studies at Savannah High","Eng. Language & Comp","TFS","TFS","TFS"
"2019-20","625","Savannah-Chatham County","0210","The School of Liberal Studies at Savannah High","Gov. & Pol. U.S.","TFS","TFS","TFS"
"2019-20","625","Savannah-Chatham County","0411","Islands High School","ALL Subjects","134","193","88"
"2019-20","625","Savannah-Chatham County","0411","Islands High School","Art History","15","15","4"
"2019-20","625","Savannah-Chatham County","0411","Islands High School","Calculus A","TFS","TFS","TFS"
"2019-20","625","Savannah-Chatham County","0411","Islands High School","Eng. Language & Comp","36","36","15"
"2019-20","625","Savannah-Chatham County","0411","Islands High School","Eng. Literature & Comp","12","12","8"
"2019-20","625","Savannah-Chatham County","0411","Islands High School","Environmental Science","16","16","10"
"2019-20","625","Savannah-Chatham County","0411","Islands High School","Geography: Human","14","14","8"
"2019-20","625","Savannah-Chatham County","0411","Islands High School","Gov. & Pol. U.S.","32","32","11"
"2019-20","625","Savannah-Chatham County","0411","Islands High School","Psychology","17","17","9"
"2019-20","625","Savannah-Chatham County","0411","Islands High School","Spanish Language","TFS","TFS","TFS"
"2019-20","625","Savannah-Chatham County","0411","Islands High School","Statistics","23","23","10"
"2019-20","625","Savannah-Chatham County","0411","Islands High School","U.S. History","10","10","4"
"2019-20","625","Savannah-Chatham County","0411","Islands High School","World History","10","10","5"
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","ALL Subjects","482","932","672"
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","Art: Studio 2-D Design","22","22","21"
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","Art: Studio Drawing","32","32","32"
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","Biology","23","23","17"
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","Calculus A","41","41","28"
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","Calculus BC","23","23","21"
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","Capstone","16","16","14"
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","Capstone Research","TFS","TFS","TFS"
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","Chemistry","16","16","11"
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","Computer Science A","28","28","25"
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","Computer Science Principles","36","36","24"
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","Economics: Macro","TFS","TFS","TFS"
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","Economics: Micro","87","87","40"
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","Eng. Language & Comp","132","132","92"
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","Eng. Literature & Comp","21","21","17"
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","Environmental Science","21","21","19"
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","European History","21","21","18"
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","French Language","TFS","TFS","TFS"
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","Gov. & Pol. U.S.","95","95","67"
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","Music Theory","16","16","14"
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","Physics 1","27","27","22"
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","Physics C: Mechanics","TFS","TFS","TFS"
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","Psychology","TFS","TFS","TFS"
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","Spanish Language","15","15","13"
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","Statistics","61","61","42"
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","U.S. History","136","136","88"
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","World History","51","51","35"
"2019-20","625","Savannah-Chatham County","5060","Jenkins High School","ALL Subjects","191","288","161"
"2019-20","625","Savannah-Chatham County","5060","Jenkins High School","Calculus A","24","24","5"
"2019-20","625","Savannah-Chatham County","5060","Jenkins High School","Calculus BC","10","10","5"
"2019-20","625","Savannah-Chatham County","5060","Jenkins High School","Chemistry","13","13","1"
"2019-20","625","Savannah-Chatham County","5060","Jenkins High School","Computer Science A","33","33","29"
"2019-20","625","Savannah-Chatham County","5060","Jenkins High School","Eng. Language & Comp","31","31","13"
"2019-20","625","Savannah-Chatham County","5060","Jenkins High School","European History","TFS","TFS","TFS"
"2019-20","625","Savannah-Chatham County","5060","Jenkins High School","Geography: Human","57","57","40"
"2019-20","625","Savannah-Chatham County","5060","Jenkins High School","Gov. & Pol. Comp","30","30","16"
"2019-20","625","Savannah-Chatham County","5060","Jenkins High School","Gov. & Pol. U.S.","48","48","33"
"2019-20","625","Savannah-Chatham County","5060","Jenkins High School","Physics 1","34","34","16"
"2019-20","625","Savannah-Chatham County","5070","Windsor Forest High School","ALL Subjects","24","27","4"
"2019-20","625","Savannah-Chatham County","5070","Windsor Forest High School","Eng. Language & Comp","13","13","2"
"2019-20","625","Savannah-Chatham County","5070","Windsor Forest High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2019-20","625","Savannah-Chatham County","5070","Windsor Forest High School","Psychology","TFS","TFS","TFS"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","898","1519","960"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","Art History","15","15","4"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","Art: Studio 2-D Design","32","32","31"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","Art: Studio Drawing","35","35","35"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","Biology","23","23","17"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","Calculus A","69","69","34"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","Calculus BC","33","33","26"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","Capstone","16","16","14"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","Capstone Research","TFS","TFS","TFS"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","Chemistry","37","37","13"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","Computer Science A","61","61","54"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","Computer Science Principles","36","36","24"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","Economics: Macro","13","13","2"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","Economics: Micro","87","87","40"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","Eng. Language & Comp","238","238","131"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","Eng. Literature & Comp","41","41","25"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","Environmental Science","37","37","29"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","European History","29","29","21"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","French Language","TFS","TFS","TFS"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","Geography: Human","71","71","48"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","Gov. & Pol. Comp","30","30","16"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","Gov. & Pol. U.S.","176","176","111"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","Music Theory","16","16","14"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","Physics 1","61","61","38"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","Physics C: Mechanics","TFS","TFS","TFS"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","Psychology","39","39","20"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","Spanish Language","26","26","22"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","Statistics","84","84","52"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","U.S. History","146","146","92"
"2019-20","625","Savannah-Chatham County","SCHOOL_ALL","SCHOOL_ALL","World History","61","61","40"
"2019-20","626","Chattahoochee County","0206","Chattahoochee County High School","ALL Subjects","TFS","TFS","TFS"
"2019-20","626","Chattahoochee County","0206","Chattahoochee County High School","Calculus BC","TFS","TFS","TFS"
"2019-20","626","Chattahoochee County","0206","Chattahoochee County High School","Computer Science A","TFS","TFS","TFS"
"2019-20","626","Chattahoochee County","0206","Chattahoochee County High School","Economics: Macro","TFS","TFS","TFS"
"2019-20","626","Chattahoochee County","0206","Chattahoochee County High School","Economics: Micro","TFS","TFS","TFS"
"2019-20","626","Chattahoochee County","0206","Chattahoochee County High School","Physics C: Mechanics","TFS","TFS","TFS"
"2019-20","626","Chattahoochee County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","TFS","TFS","TFS"
"2019-20","626","Chattahoochee County","SCHOOL_ALL","SCHOOL_ALL","Calculus BC","TFS","TFS","TFS"
"2019-20","626","Chattahoochee County","SCHOOL_ALL","SCHOOL_ALL","Computer Science A","TFS","TFS","TFS"
"2019-20","626","Chattahoochee County","SCHOOL_ALL","SCHOOL_ALL","Economics: Macro","TFS","TFS","TFS"
"2019-20","626","Chattahoochee County","SCHOOL_ALL","SCHOOL_ALL","Economics: Micro","TFS","TFS","TFS"
"2019-20","626","Chattahoochee County","SCHOOL_ALL","SCHOOL_ALL","Physics C: Mechanics","TFS","TFS","TFS"
"2019-20","627","Chattooga County","1050","Chattooga High School","ALL Subjects","13","13","3"
"2019-20","627","Chattooga County","1050","Chattooga High School","Biology","13","13","3"
"2019-20","627","Chattooga County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","13","13","3"
"2019-20","627","Chattooga County","SCHOOL_ALL","SCHOOL_ALL","Biology","13","13","3"
"2019-20","628","Cherokee County","0106","Creekview High School","ALL Subjects","435","873","666"
"2019-20","628","Cherokee County","0106","Creekview High School","Art: Studio Drawing","TFS","TFS","TFS"
"2019-20","628","Cherokee County","0106","Creekview High School","Biology","62","62","52"
"2019-20","628","Cherokee County","0106","Creekview High School","Calculus A","73","73","64"
"2019-20","628","Cherokee County","0106","Creekview High School","Calculus BC","29","29","26"
"2019-20","628","Cherokee County","0106","Creekview High School","Chemistry","17","17","10"
"2019-20","628","Cherokee County","0106","Creekview High School","Computer Science A","20","20","18"
"2019-20","628","Cherokee County","0106","Creekview High School","Computer Science Principles","24","24","23"
"2019-20","628","Cherokee County","0106","Creekview High School","Economics: Macro","37","37","26"
"2019-20","628","Cherokee County","0106","Creekview High School","Economics: Micro","43","43","32"
"2019-20","628","Cherokee County","0106","Creekview High School","Eng. Language & Comp","48","48","37"
"2019-20","628","Cherokee County","0106","Creekview High School","Eng. Literature & Comp","68","68","55"
"2019-20","628","Cherokee County","0106","Creekview High School","Environmental Science","26","26","14"
"2019-20","628","Cherokee County","0106","Creekview High School","Geography: Human","19","19","16"
"2019-20","628","Cherokee County","0106","Creekview High School","Gov. & Pol. U.S.","38","38","19"
"2019-20","628","Cherokee County","0106","Creekview High School","Music Theory","TFS","TFS","TFS"
"2019-20","628","Cherokee County","0106","Creekview High School","Physics 1","13","13","8"
"2019-20","628","Cherokee County","0106","Creekview High School","Physics C: Mechanics","29","29","17"
"2019-20","628","Cherokee County","0106","Creekview High School","Psychology","38","38","31"
"2019-20","628","Cherokee County","0106","Creekview High School","Spanish Language","TFS","TFS","TFS"
"2019-20","628","Cherokee County","0106","Creekview High School","Statistics","66","66","58"
"2019-20","628","Cherokee County","0106","Creekview High School","U.S. History","100","100","61"
"2019-20","628","Cherokee County","0106","Creekview High School","World History","106","106","82"
"2019-20","628","Cherokee County","0115","River Ridge High School","ALL Subjects","368","671","484"
"2019-20","628","Cherokee County","0115","River Ridge High School","Art: Studio Drawing","TFS","TFS","TFS"
"2019-20","628","Cherokee County","0115","River Ridge High School","Biology","51","51","32"
"2019-20","628","Cherokee County","0115","River Ridge High School","Calculus A","32","32","24"
"2019-20","628","Cherokee County","0115","River Ridge High School","Calculus BC","11","11","11"
"2019-20","628","Cherokee County","0115","River Ridge High School","Chemistry","26","26","18"
"2019-20","628","Cherokee County","0115","River Ridge High School","Computer Science A","TFS","TFS","TFS"
"2019-20","628","Cherokee County","0115","River Ridge High School","Computer Science Principles","24","24","20"
"2019-20","628","Cherokee County","0115","River Ridge High School","Economics: Macro","20","20","12"
"2019-20","628","Cherokee County","0115","River Ridge High School","Economics: Micro","30","30","17"
"2019-20","628","Cherokee County","0115","River Ridge High School","Eng. Language & Comp","62","62","48"
"2019-20","628","Cherokee County","0115","River Ridge High School","Eng. Literature & Comp","20","20","15"
"2019-20","628","Cherokee County","0115","River Ridge High School","Environmental Science","TFS","TFS","TFS"
"2019-20","628","Cherokee County","0115","River Ridge High School","Geography: Human","22","22","16"
"2019-20","628","Cherokee County","0115","River Ridge High School","Gov. & Pol. U.S.","18","18","9"
"2019-20","628","Cherokee County","0115","River Ridge High School","Physics 1","16","16",""
"2019-20","628","Cherokee County","0115","River Ridge High School","Physics 2","TFS","TFS","TFS"
"2019-20","628","Cherokee County","0115","River Ridge High School","Physics C: Mechanics","30","30","19"
"2019-20","628","Cherokee County","0115","River Ridge High School","Psychology","85","85","67"
"2019-20","628","Cherokee County","0115","River Ridge High School","Spanish Language","23","23","22"
"2019-20","628","Cherokee County","0115","River Ridge High School","Statistics","22","22","12"
"2019-20","628","Cherokee County","0115","River Ridge High School","U.S. History","56","56","45"
"2019-20","628","Cherokee County","0115","River Ridge High School","World History","96","96","78"
"2019-20","628","Cherokee County","0176","Etowah High School","ALL Subjects","468","985","739"
"2019-20","628","Cherokee County","0176","Etowah High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2019-20","628","Cherokee County","0176","Etowah High School","Art: Studio Drawing","TFS","TFS","TFS"
"2019-20","628","Cherokee County","0176","Etowah High School","Biology","26","26","21"
"2019-20","628","Cherokee County","0176","Etowah High School","Calculus A","23","23","16"
"2019-20","628","Cherokee County","0176","Etowah High School","Calculus BC","30","30","30"
"2019-20","628","Cherokee County","0176","Etowah High School","Capstone","25","25","25"
"2019-20","628","Cherokee County","0176","Etowah High School","Capstone Research","24","24","23"
"2019-20","628","Cherokee County","0176","Etowah High School","Chemistry","20","20","10"
"2019-20","628","Cherokee County","0176","Etowah High School","Chinese Lang. & Culture","TFS","TFS","TFS"
"2019-20","628","Cherokee County","0176","Etowah High School","Computer Science A","11","11","5"
"2019-20","628","Cherokee County","0176","Etowah High School","Computer Science Principles","27","27","17"
"2019-20","628","Cherokee County","0176","Etowah High School","Economics: Micro","82","82","53"
"2019-20","628","Cherokee County","0176","Etowah High School","Eng. Language & Comp","135","135","102"
"2019-20","628","Cherokee County","0176","Etowah High School","Eng. Literature & Comp","37","37","30"
"2019-20","628","Cherokee County","0176","Etowah High School","Environmental Science","82","82","55"
"2019-20","628","Cherokee County","0176","Etowah High School","Geography: Human","33","33","16"
"2019-20","628","Cherokee County","0176","Etowah High School","Gov. & Pol. U.S.","81","81","63"
"2019-20","628","Cherokee County","0176","Etowah High School","Music Theory","TFS","TFS","TFS"
"2019-20","628","Cherokee County","0176","Etowah High School","Physics 1","13","13","7"
"2019-20","628","Cherokee County","0176","Etowah High School","Physics 2","14","14","11"
"2019-20","628","Cherokee County","0176","Etowah High School","Physics C: Elec & Magnetism","TFS","TFS","TFS"
"2019-20","628","Cherokee County","0176","Etowah High School","Physics C: Mechanics","20","20","15"
"2019-20","628","Cherokee County","0176","Etowah High School","Psychology","41","41","31"
"2019-20","628","Cherokee County","0176","Etowah High School","Spanish Language","14","14","14"
"2019-20","628","Cherokee County","0176","Etowah High School","Spanish Literature","TFS","TFS","TFS"
"2019-20","628","Cherokee County","0176","Etowah High School","Statistics","39","39","22"
"2019-20","628","Cherokee County","0176","Etowah High School","U.S. History","93","93","78"
"2019-20","628","Cherokee County","0176","Etowah High School","World History","89","89","76"
"2019-20","628","Cherokee County","0191","Sequoyah High School","ALL Subjects","329","645","507"
"2019-20","628","Cherokee County","0191","Sequoyah High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2019-20","628","Cherokee County","0191","Sequoyah High School","Art: Studio Drawing","TFS","TFS","TFS"
"2019-20","628","Cherokee County","0191","Sequoyah High School","Biology","22","22","20"
"2019-20","628","Cherokee County","0191","Sequoyah High School","Calculus A","24","24","13"
"2019-20","628","Cherokee County","0191","Sequoyah High School","Calculus BC","26","26","23"
"2019-20","628","Cherokee County","0191","Sequoyah High School","Chemistry","47","47","38"
"2019-20","628","Cherokee County","0191","Sequoyah High School","Computer Science A","13","13","9"
"2019-20","628","Cherokee County","0191","Sequoyah High School","Economics: Macro","49","49","34"
"2019-20","628","Cherokee County","0191","Sequoyah High School","Eng. Language & Comp","49","49","35"
"2019-20","628","Cherokee County","0191","Sequoyah High School","Eng. Literature & Comp","48","48","28"
"2019-20","628","Cherokee County","0191","Sequoyah High School","Environmental Science","40","40","38"
"2019-20","628","Cherokee County","0191","Sequoyah High School","Geography: Human","31","31","23"
"2019-20","628","Cherokee County","0191","Sequoyah High School","Gov. & Pol. U.S.","54","54","35"
"2019-20","628","Cherokee County","0191","Sequoyah High School","Latin: Vergil","TFS","TFS","TFS"
"2019-20","628","Cherokee County","0191","Sequoyah High School","Music Theory","TFS","TFS","TFS"
"2019-20","628","Cherokee County","0191","Sequoyah High School","Physics C: Elec & Magnetism","TFS","TFS","TFS"
"2019-20","628","Cherokee County","0191","Sequoyah High School","Physics C: Mechanics","TFS","TFS","TFS"
"2019-20","628","Cherokee County","0191","Sequoyah High School","Psychology","77","77","70"
"2019-20","628","Cherokee County","0191","Sequoyah High School","Spanish Language","TFS","TFS","TFS"
"2019-20","628","Cherokee County","0191","Sequoyah High School","Statistics","18","18","11"
"2019-20","628","Cherokee County","0191","Sequoyah High School","U.S. History","52","52","45"
"2019-20","628","Cherokee County","0191","Sequoyah High School","World History","66","66","57"
"2019-20","628","Cherokee County","0197","Woodstock High School","ALL Subjects","461","888","607"
"2019-20","628","Cherokee County","0197","Woodstock High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2019-20","628","Cherokee County","0197","Woodstock High School","Art: Studio Drawing","TFS","TFS","TFS"
"2019-20","628","Cherokee County","0197","Woodstock High School","Biology","62","62","46"
"2019-20","628","Cherokee County","0197","Woodstock High School","Calculus A","27","27","5"
"2019-20","628","Cherokee County","0197","Woodstock High School","Calculus BC","31","31","22"
"2019-20","628","Cherokee County","0197","Woodstock High School","Chemistry","20","20","14"
"2019-20","628","Cherokee County","0197","Woodstock High School","Computer Science A","16","16","12"
"2019-20","628","Cherokee County","0197","Woodstock High School","Computer Science Principles","TFS","TFS","TFS"
"2019-20","628","Cherokee County","0197","Woodstock High School","Economics: Macro","34","34","26"
"2019-20","628","Cherokee County","0197","Woodstock High School","Economics: Micro","56","56","37"
"2019-20","628","Cherokee County","0197","Woodstock High School","Eng. Language & Comp","97","97","71"
"2019-20","628","Cherokee County","0197","Woodstock High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2019-20","628","Cherokee County","0197","Woodstock High School","Environmental Science","64","64","36"
"2019-20","628","Cherokee County","0197","Woodstock High School","European History","11","11","8"
"2019-20","628","Cherokee County","0197","Woodstock High School","Geography: Human","90","90","54"
"2019-20","628","Cherokee County","0197","Woodstock High School","Gov. & Pol. Comp","TFS","TFS","TFS"
"2019-20","628","Cherokee County","0197","Woodstock High School","Gov. & Pol. U.S.","43","43","30"
"2019-20","628","Cherokee County","0197","Woodstock High School","Music Theory","TFS","TFS","TFS"
"2019-20","628","Cherokee County","0197","Woodstock High School","Physics 1","36","36","19"
"2019-20","628","Cherokee County","0197","Woodstock High School","Physics C: Elec & Magnetism","TFS","TFS","TFS"
"2019-20","628","Cherokee County","0197","Woodstock High School","Physics C: Mechanics","15","15","10"
"2019-20","628","Cherokee County","0197","Woodstock High School","Psychology","35","35","22"
"2019-20","628","Cherokee County","0197","Woodstock High School","Spanish Language","16","16","16"
"2019-20","628","Cherokee County","0197","Woodstock High School","Statistics","29","29","23"
"2019-20","628","Cherokee County","0197","Woodstock High School","U.S. History","86","86","61"
"2019-20","628","Cherokee County","0197","Woodstock High School","World History","83","83","66"
"2019-20","628","Cherokee County","5050","Cherokee High School","ALL Subjects","345","576","407"
"2019-20","628","Cherokee County","5050","Cherokee High School","Art: Studio Drawing","TFS","TFS","TFS"
"2019-20","628","Cherokee County","5050","Cherokee High School","Biology","22","22","21"
"2019-20","628","Cherokee County","5050","Cherokee High School","Calculus A","28","28","21"
"2019-20","628","Cherokee County","5050","Cherokee High School","Calculus BC","TFS","TFS","TFS"
"2019-20","628","Cherokee County","5050","Cherokee High School","Chemistry","14","14","10"
"2019-20","628","Cherokee County","5050","Cherokee High School","Computer Science A","TFS","TFS","TFS"
"2019-20","628","Cherokee County","5050","Cherokee High School","Computer Science Principles","25","25","20"
"2019-20","628","Cherokee County","5050","Cherokee High School","Economics: Macro","TFS","TFS","TFS"
"2019-20","628","Cherokee County","5050","Cherokee High School","Economics: Micro","28","28","17"
"2019-20","628","Cherokee County","5050","Cherokee High School","Eng. Language & Comp","24","24","22"
"2019-20","628","Cherokee County","5050","Cherokee High School","Eng. Literature & Comp","26","26","23"
"2019-20","628","Cherokee County","5050","Cherokee High School","Environmental Science","21","21","12"
"2019-20","628","Cherokee County","5050","Cherokee High School","European History","TFS","TFS","TFS"
"2019-20","628","Cherokee County","5050","Cherokee High School","French Language","TFS","TFS","TFS"
"2019-20","628","Cherokee County","5050","Cherokee High School","Geography: Human","72","72","47"
"2019-20","628","Cherokee County","5050","Cherokee High School","Gov. & Pol. U.S.","37","37","28"
"2019-20","628","Cherokee County","5050","Cherokee High School","Music Theory","10","10","8"
"2019-20","628","Cherokee County","5050","Cherokee High School","Physics 1","42","42","17"
"2019-20","628","Cherokee County","5050","Cherokee High School","Physics 2","TFS","TFS","TFS"
"2019-20","628","Cherokee County","5050","Cherokee High School","Physics C: Mechanics","18","18","15"
"2019-20","628","Cherokee County","5050","Cherokee High School","Psychology","57","57","41"
"2019-20","628","Cherokee County","5050","Cherokee High School","Statistics","TFS","TFS","TFS"
"2019-20","628","Cherokee County","5050","Cherokee High School","U.S. History","52","52","42"
"2019-20","628","Cherokee County","5050","Cherokee High School","World History","69","69","44"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","2406","4638","3410"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Art: Studio 2-D Design","TFS","TFS","TFS"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Art: Studio Drawing","27","27","26"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Biology","245","245","192"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Calculus A","207","207","143"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Calculus BC","133","133","118"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Capstone","25","25","25"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Capstone Research","24","24","23"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Chemistry","144","144","100"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Chinese Lang. & Culture","TFS","TFS","TFS"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Computer Science A","75","75","57"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Computer Science Principles","109","109","86"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Economics: Macro","144","144","99"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Economics: Micro","239","239","156"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Eng. Language & Comp","415","415","315"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Eng. Literature & Comp","208","208","158"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Environmental Science","241","241","160"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","European History","14","14","11"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","French Language","TFS","TFS","TFS"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Geography: Human","267","267","172"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Gov. & Pol. Comp","TFS","TFS","TFS"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Gov. & Pol. U.S.","271","271","184"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Latin: Vergil","TFS","TFS","TFS"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Music Theory","23","23","19"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Physics 1","120","120","51"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Physics 2","18","18","12"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Physics C: Elec & Magnetism","17","17","13"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Physics C: Mechanics","120","120","84"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Psychology","333","333","262"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Spanish Language","68","68","67"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Spanish Literature","TFS","TFS","TFS"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","Statistics","183","183","126"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","U.S. History","439","439","332"
"2019-20","628","Cherokee County","SCHOOL_ALL","SCHOOL_ALL","World History","509","509","403"
