"LONG_SCHOOL_YEAR","SCHOOL_DISTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","SUBGRP_DESC","TEST_CMPNT_TYP_CD","NATIONAL_NUM_TESTED_CNT","STATE_NUM_TESTED_CNT","DSTRCT_NUM_TESTED_CNT","INSTN_NUM_TESTED_CNT","NATIONAL_AVG_SCORE_VAL","STATE_AVG_SCORE_VAL","DSTRCT_AVG_SCORE_VAL","INSTN_AVG_SCORE_VAL"
"2020-21","669","Hall County","4752","Johnson High School","All Students","Reading",1295349,12574,"93","18",20.9,23.8,22.9,20.8
"2020-21","608","Bartow County","0114","Cass High School","All Students","Science",1295349,12574,"68","31",20.4,22.7,21.8,21.6
"2020-21","761","Atlanta Public Schools","0106","Early College High School at Carver","All Students","English",1295349,12575,"303","TFS",19.6,22.5,19.8,
"2020-21","611","Bibb County","0204","Rutland High School","All Students","Mathematics",1295349,12574,"24","TFS",19.9,22,17.4,
"2020-21","707","Newton County","0295","Eastside High School","All Students","Composite",1295349,12574,"84","34",20.3,22.9,19.5,20.9
"2020-21","785","Rome City","0193","Rome High School","All Students","English",1295349,12575,"56","56",19.6,22.5,21.1,21.1
"2020-21","625","Savannah-Chatham County","2052","Beach High School","All Students","Reading",1295349,12574,"76","TFS",20.9,23.8,23.2,
"2020-21","648","Douglas County","0175","Lithia Springs Comprehensive High School","All Students","Science",1295349,12574,"196","17",20.4,22.7,20.2,18.1
"2020-21","644","DeKalb County","0172","Cedar Grove High School","All Students","Composite",1295349,12574,"448","TFS",20.3,22.9,22.4,
"2020-21","628","Cherokee County","0191","Sequoyah High School","All Students","English",1295349,12575,"549","98",19.6,22.5,23.2,23.7
"2020-21","628","Cherokee County","0191","Sequoyah High School","All Students","Science",1295349,12574,"549","98",20.4,22.7,23.8,24.1
"2020-21","636","Columbia County","0183","Harlem High School","All Students","Mathematics",1295349,12574,"174","12",19.9,22,23,20.6
"2020-21","636","Columbia County","0183","Harlem High School","All Students","Reading",1295349,12574,"174","12",20.9,23.8,24.9,24.1
"2020-21","664","Gordon County","0286","Gordon Central High School","All Students","English",1295349,12575,"25","10",19.6,22.5,20.1,17.8
"2020-21","664","Gordon County","0286","Gordon Central High School","All Students","Mathematics",1295349,12574,"25","10",19.9,22,19,17.5
"2020-21","793","Vidalia City","0273","Vidalia Comprehensive High School","All Students","Writing Subscore",463733,2516,"TFS","TFS",6.4,6.9,,
"2020-21","710","Paulding County","0106","South Paulding High School","All Students","Writing Subscore",463733,2516,"28","TFS",6.4,6.9,6.5,
"2020-21","673","Hart County","3050","Hart County High School","All Students","Mathematics",1295349,12574,"11","11",19.9,22,22.1,22.1
"2020-21","687","Laurens County","0110","West Laurens High School","All Students","Mathematics",1295349,12574,"37","28",19.9,22,19.8,20.5
"2020-21","687","Laurens County","0110","West Laurens High School","All Students","Science",1295349,12574,"37","28",20.4,22.7,21.1,21.8
"2020-21","615","Bryan County","0182","Richmond Hill High School","All Students","Writing Subscore",463733,2516,"19","16",6.4,6.9,6.4,6.6
"2020-21","615","Bryan County","0182","Richmond Hill High School","All Students","Reading",1295349,12574,"59","56",20.9,23.8,23.6,23.7
"2020-21","667","Gwinnett County","4052","Dacula High School","All Students","Reading",1295349,12574,"1292","36",20.9,23.8,24,22.6
"2020-21","667","Gwinnett County","1018","Lanier High School","All Students","English",1295349,12575,"1292","51",19.6,22.5,22.8,21.9
"2020-21","667","Gwinnett County","1018","Lanier High School","All Students","Writing Subscore",463733,2516,"244","TFS",6.4,6.9,7.4,
"2020-21","669","Hall County","1552","East Hall High School","All Students","Writing Subscore",463733,2516,"17","TFS",6.4,6.9,7.8,
"2020-21","633","Cobb County","0209","Allatoona High School","All Students","Writing Subscore",463733,2516,"211","10",6.4,6.9,7.1,7.1
"2020-21","667","Gwinnett County","0805","Peachtree Ridge High School","All Students","Composite",1295349,12574,"1292","94",20.3,22.9,23.5,24.6
"2020-21","676","Houston County","4056","Warner Robins High School","All Students","English",1295349,12575,"173","22",19.6,22.5,21.6,21
"2020-21","706","Muscogee County","0203","Northside High School","All Students","Reading",1295349,12574,"224","64",20.9,23.8,24.3,21.9
"2020-21","667","Gwinnett County","0103","Norcross High School","All Students","Writing Subscore",463733,2516,"244","13",6.4,6.9,7.4,7.6
"2020-21","631","Clayton County","2052","North Clayton High School","All Students","Writing Subscore",463733,2516,"60","TFS",6.4,6.9,6.7,
"2020-21","631","Clayton County","2052","North Clayton High School","All Students","English",1295349,12575,"159","TFS",19.6,22.5,18.5,
"2020-21","631","Clayton County","2052","North Clayton High School","All Students","Composite",1295349,12574,"159","TFS",20.3,22.9,19.2,
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","All Students","English",1295349,12575,"448","29",19.6,22.5,22.5,26.3
"2020-21","623","Catoosa County","1052","Lakeview-Fort Oglethorpe High School","All Students","Science",1295349,12574,"204","29",20.4,22.7,22.2,21.1
"2020-21","633","Cobb County","3056","South Cobb High School","All Students","Reading",1295349,12574,"1219","44",20.9,23.8,25.3,20.8
"2020-21","667","Gwinnett County","4556","North Gwinnett High School","All Students","English",1295349,12575,"1292","189",19.6,22.5,22.8,25.7
"2020-21","727","Stephens County","5050","Stephens County High School","All Students","Reading",1295349,12574,"11","11",20.9,23.8,22.4,22.4
"2020-21","746","Walker County","0198","LaFayette High School","All Students","English",1295349,12575,"81","50",19.6,22.5,18.4,19.4
"2020-21","643","Decatur County","3050","Bainbridge High School","All Students","Writing Subscore",463733,2516,"TFS","TFS",6.4,6.9,,
"2020-21","692","Lowndes County","5050","Lowndes High School","All Students","Writing Subscore",463733,2516,"16","16",6.4,6.9,6.6,6.6
"2020-21","685","Lamar County","0175","Lamar County High School","All Students","Reading",1295349,12574,"TFS","TFS",20.9,23.8,,
"2020-21","730","Talbot County","0190","Central Elementary/High School","All Students","Reading",1295349,12574,"TFS","TFS",20.9,23.8,,
"2020-21","730","Talbot County","0190","Central Elementary/High School","All Students","Composite",1295349,12574,"TFS","TFS",20.3,22.9,,
"2020-21","676","Houston County","0192","Houston County High School","All Students","Science",1295349,12574,"173","53",20.4,22.7,23.1,23.2
"2020-21","676","Houston County","0192","Houston County High School","All Students","Mathematics",1295349,12574,"173","53",19.9,22,22,21.5
"2020-21","686","Lanier County","0201","Lanier County High School","All Students","Mathematics",1295349,12574,"TFS","TFS",19.9,22,,
"2020-21","686","Lanier County","0201","Lanier County High School","All Students","English",1295349,12575,"TFS","TFS",19.6,22.5,,
"2020-21","686","Lanier County","0201","Lanier County High School","All Students","Reading",1295349,12574,"TFS","TFS",20.9,23.8,,
"2020-21","706","Muscogee County","5052","Carver High School","All Students","Composite",1295349,12574,"224","TFS",20.3,22.9,23.2,
"2020-21","722","Rockdale County","0176","Heritage High School","All Students","Science",1295349,12574,"103","40",20.4,22.7,21.4,19.2
"2020-21","722","Rockdale County","0176","Heritage High School","All Students","English",1295349,12575,"103","40",19.6,22.5,20.7,19
"2020-21","726","Griffin-Spalding County","0187","Griffin High School","All Students","Reading",1295349,12574,"24","11",20.9,23.8,20.5,17.4
"2020-21","726","Griffin-Spalding County","0187","Griffin High School","All Students","Science",1295349,12574,"24","11",20.4,22.7,18.8,16.1
"2020-21","628","Cherokee County","5050","Cherokee High School","All Students","Composite",1295349,12574,"549","107",20.3,22.9,23.8,24.1
"2020-21","779","Jefferson City","0174","Jefferson High School","All Students","Mathematics",1295349,12574,"62","62",19.9,22,21.1,21.1
"2020-21","709","Oglethorpe County","2050","Oglethorpe County High School","All Students","Composite",1295349,12574,"10","10",20.3,22.9,23.6,23.6
"2020-21","755","Whitfield County","0112","Coahulla Creek High School","All Students","Writing Subscore",463733,2516,"14","TFS",6.4,6.9,6.7,
"2020-21","755","Whitfield County","0112","Coahulla Creek High School","All Students","Composite",1295349,12574,"80","24",20.3,22.9,20.4,21.5
"2020-21","722","Rockdale County","0192","Salem High School","All Students","Writing Subscore",463733,2516,"30","TFS",6.4,6.9,7.1,
"2020-21","722","Rockdale County","0192","Salem High School","All Students","Composite",1295349,12574,"103","TFS",20.3,22.9,21.2,
"2020-21","744","Union County","3050","Woody Gap High/Elementary School","All Students","Mathematics",1295349,12574,"12","TFS",19.9,22,21.8,
"2020-21","745","Thomaston-Upson County","0195","Upson-Lee High School","All Students","Writing Subscore",463733,2516,"TFS","TFS",6.4,6.9,,
"2020-21","745","Thomaston-Upson County","0195","Upson-Lee High School","All Students","Composite",1295349,12574,"16","16",20.3,22.9,21.3,21.3
"2020-21","636","Columbia County","4050","Evans High School","All Students","Writing Subscore",463733,2516,"57","13",6.4,6.9,6.9,7.2
"2020-21","644","DeKalb County","1070","Tucker High School","All Students","English",1295349,12575,"448","35",19.6,22.5,22.5,19.3
"2020-21","644","DeKalb County","1070","Tucker High School","All Students","Composite",1295349,12574,"448","35",20.3,22.9,22.4,20.4
"2020-21","772","Dalton Public Schools","4050","Dalton High School","All Students","Reading",1295349,12574,"36","36",20.9,23.8,24.9,24.9
"2020-21","772","Dalton Public Schools","4050","Dalton High School","All Students","English",1295349,12575,"36","36",19.6,22.5,22.6,22.6
"2020-21","622","Carroll County","2052","Central High School","All Students","Mathematics",1295349,12574,"80","41",19.9,22,19.1,19.3
"2020-21","622","Carroll County","2052","Central High School","All Students","Reading",1295349,12574,"80","41",20.9,23.8,21,21.6
"2020-21","712","Pickens County","0198","Pickens County High School","All Students","Reading",1295349,12574,"18","18",20.9,23.8,26.2,26.2
"2020-21","644","DeKalb County","2054","Columbia High School","All Students","Science",1295349,12574,"448","TFS",20.4,22.7,22.1,
"2020-21","667","Gwinnett County","1710","Archer High School","All Students","Writing Subscore",463733,2516,"244","12",6.4,6.9,7.4,7.3
"2020-21","607","Barrow County","3052","Winder-Barrow High School","All Students","Mathematics",1295349,12574,"53","33",19.9,22,19.6,19.6
"2020-21","620","Camden County","0295","Camden County High School","All Students","Composite",1295349,12574,"81","81",20.3,22.9,21.7,21.7
"2020-21","648","Douglas County","4050","Douglas County High School","All Students","Writing Subscore",463733,2516,"45","10",6.4,6.9,6.2,6.4
"2020-21","774","Dublin City","0211","Dublin High School","All Students","Reading",1295349,12574,"14","14",20.9,23.8,17.6,17.6
"2020-21","625","Savannah-Chatham County","0101","Johnson High School","All Students","Mathematics",1295349,12574,"76","TFS",19.9,22,20.9,
"2020-21","625","Savannah-Chatham County","0101","Johnson High School","All Students","English",1295349,12575,"76","TFS",19.6,22.5,21.9,
"2020-21","625","Savannah-Chatham County","0101","Johnson High School","All Students","Writing Subscore",463733,2516,"19","TFS",6.4,6.9,6.6,
"2020-21","648","Douglas County","0100","Chapel Hill High School","All Students","Mathematics",1295349,12574,"196","29",19.9,22,19,20.2
"2020-21","680","Jeff Davis County","0199","Jeff Davis High School","All Students","Science",1295349,12574,"TFS","TFS",20.4,22.7,,
"2020-21","680","Jeff Davis County","0199","Jeff Davis High School","All Students","English",1295349,12575,"TFS","TFS",19.6,22.5,,
"2020-21","634","Coffee County","0114","Wiregrass Regional College and Career Academy","All Students","Reading",1295349,12574,"30","TFS",20.9,23.8,20,
"2020-21","634","Coffee County","0114","Wiregrass Regional College and Career Academy","All Students","Mathematics",1295349,12574,"30","TFS",19.9,22,20,
"2020-21","629","Clarke County","5556","Clarke Central High School","All Students","Reading",1295349,12574,"67","54",20.9,23.8,23.6,24.2
"2020-21","629","Clarke County","5556","Clarke Central High School","All Students","Science",1295349,12574,"67","54",20.4,22.7,22.1,22.4
"2020-21","639","Crawford County","0193","Crawford County High School","All Students","Reading",1295349,12574,"TFS","TFS",20.9,23.8,,
"2020-21","639","Crawford County","0193","Crawford County High School","All Students","English",1295349,12575,"TFS","TFS",19.6,22.5,,
"2020-21","623","Catoosa County","4052","Ringgold High School","All Students","Composite",1295349,12574,"204","82",20.3,22.9,21.7,21.6
"2020-21","623","Catoosa County","4052","Ringgold High School","All Students","Writing Subscore",463733,2516,"37","10",6.4,6.9,6.6,6.1
"2020-21","676","Houston County","0111","Veterans High School","All Students","English",1295349,12575,"173","40",19.6,22.5,21.6,23.3
"2020-21","710","Paulding County","0292","East Paulding High School","All Students","Writing Subscore",463733,2516,"28","TFS",6.4,6.9,6.5,
"2020-21","710","Paulding County","0292","East Paulding High School","All Students","Composite",1295349,12574,"164","25",20.3,22.9,20.9,19.6
"2020-21","627","Chattooga County","1050","Chattooga High School","All Students","Science",1295349,12574,"13","13",20.4,22.7,21.3,21.3
"2020-21","660","Fulton County","1110","Langston Hughes High School","All Students","Mathematics",1295349,12574,"1314","27",19.9,22,24.5,15.9
"2020-21","660","Fulton County","1110","Langston Hughes High School","All Students","Reading",1295349,12574,"1314","27",20.9,23.8,26.1,18.9
"2020-21","674","Heard County","0110","Heard County High School","All Students","Composite",1295349,12574,"14","14",20.3,22.9,20.7,20.7
"2020-21","713","Pierce County","0182","Pierce County High School","All Students","Reading",1295349,12574,"13","13",20.9,23.8,22.5,22.5
"2020-21","664","Gordon County","0106","Sonoraville High School","All Students","Reading",1295349,12574,"25","15",20.9,23.8,21.2,22.5
"2020-21","664","Gordon County","0106","Sonoraville High School","All Students","Composite",1295349,12574,"25","15",20.3,22.9,20.2,21.5
"2020-21","721","Richmond County","2574","Westside High School","All Students","Reading",1295349,12574,"67","TFS",20.9,23.8,21.8,
"2020-21","721","Richmond County","2574","Westside High School","All Students","English",1295349,12575,"67","TFS",19.6,22.5,20.6,
"2020-21","656","Fayette County","0398","Fayette County High School","All Students","Mathematics",1295349,12574,"403","53",19.9,22,23.5,19.8
"2020-21","633","Cobb County","0381","Lassiter High School","All Students","Writing Subscore",463733,2516,"211","25",6.4,6.9,7.1,7
"2020-21","623","Catoosa County","0109","Heritage High School","All Students","Reading",1295349,12574,"204","93",20.9,23.8,22.7,22.5
"2020-21","644","DeKalb County","4069","Towers High School","All Students","Mathematics",1295349,12574,"448","TFS",19.9,22,21.2,
"2020-21","672","Harris County","0299","Harris County High School","All Students","English",1295349,12575,"63","63",19.6,22.5,22.4,22.4
"2020-21","644","DeKalb County","5055","Dunwoody High School","All Students","Writing Subscore",463733,2516,"101","10",6.4,6.9,7,7.8
"2020-21","644","DeKalb County","5055","Dunwoody High School","All Students","Mathematics",1295349,12574,"448","107",19.9,22,21.2,24.4
"2020-21","644","DeKalb County","5055","Dunwoody High School","All Students","Composite",1295349,12574,"448","107",20.3,22.9,22.4,25.7
"2020-21","645","Dodge County","0103","Dodge County High School","All Students","Mathematics",1295349,12574,"TFS","TFS",19.9,22,,
"2020-21","654","Evans County","2050","Claxton High School","All Students","Reading",1295349,12574,"TFS","TFS",20.9,23.8,,
"2020-21","654","Evans County","2050","Claxton High School","All Students","Science",1295349,12574,"TFS","TFS",20.4,22.7,,
"2020-21","654","Evans County","2050","Claxton High School","All Students","Composite",1295349,12574,"TFS","TFS",20.3,22.9,,
"2020-21","705","Murray County","0112","North Murray High School","All Students","Reading",1295349,12574,"27","TFS",20.9,23.8,19,
"2020-21","669","Hall County","0102","Chestatee High School","All Students","Reading",1295349,12574,"93","11",20.9,23.8,22.9,25.2
"2020-21","761","Atlanta Public Schools","0186","Maynard H. Jackson, Jr. High School","All Students","English",1295349,12575,"303","17",19.6,22.5,19.8,20.9
"2020-21","761","Atlanta Public Schools","0186","Maynard H. Jackson, Jr. High School","All Students","Mathematics",1295349,12574,"303","17",19.9,22,19.1,18.4
"2020-21","676","Houston County","1054","Perry High School","All Students","Science",1295349,12574,"173","27",20.4,22.7,23.1,23.1
"2020-21","699","Meriwether County","4050","Manchester High School","All Students","Science",1295349,12574,"21","15",20.4,22.7,16.5,16.1
"2020-21","625","Savannah-Chatham County","0499","Savannah Arts Academy","All Students","Science",1295349,12574,"76","26",20.4,22.7,21.7,26.1
"2020-21","638","Coweta County","0389","East Coweta High School","All Students","Composite",1295349,12574,"271","115",20.3,22.9,22.6,21.9
"2020-21","660","Fulton County","0691","Tri-Cities High School","All Students","Science",1295349,12574,"1314","16",20.4,22.7,24.7,16.8
"2020-21","694","Macon County","2060","Macon County High School","All Students","Mathematics",1295349,12574,"TFS","TFS",19.9,22,,
"2020-21","708","Oconee County","0293","Oconee County High School","All Students","Science",1295349,12574,"81","41",20.4,22.7,25.1,25.1
"2020-21","747","Walton County","0111","Walnut Grove High School","All Students","Writing Subscore",463733,2516,"13","TFS",6.4,6.9,6.4,
"2020-21","675","Henry County","0408","Woodland High School","All Students","Writing Subscore",463733,2516,"105","16",6.4,6.9,6.4,6.2
"2020-21","675","Henry County","0408","Woodland High School","All Students","English",1295349,12575,"408","45",19.6,22.5,19.8,19.6
"2020-21","667","Gwinnett County","0182","Brookwood High School","All Students","Mathematics",1295349,12574,"1292","120",19.9,22,23.2,23.2
"2020-21","633","Cobb County","0186","Oakwood High School","All Students","English",1295349,12575,"1219","TFS",19.6,22.5,24.2,
"2020-21","653","Emanuel County","0189","Swainsboro High School","All Students","Mathematics",1295349,12574,"18","12",19.9,22,19.4,20.2
"2020-21","644","DeKalb County","0276","Stone Mountain High School","All Students","English",1295349,12575,"448","TFS",19.6,22.5,22.5,
"2020-21","644","DeKalb County","0276","Stone Mountain High School","All Students","Science",1295349,12574,"448","TFS",20.4,22.7,22.1,
"2020-21","644","DeKalb County","0276","Stone Mountain High School","All Students","Mathematics",1295349,12574,"448","TFS",19.9,22,21.2,
"2020-21","660","Fulton County","0106","Milton High School","All Students","Reading",1295349,12574,"1314","156",20.9,23.8,26.1,27.6
"2020-21","667","Gwinnett County","0187","Meadowcreek High School","All Students","Mathematics",1295349,12574,"1292","12",19.9,22,23.2,17.5
"2020-21","602","Atkinson County","0103","Atkinson County High School","All Students","Composite",1295349,12574,"TFS","TFS",20.3,22.9,,
"2020-21","675","Henry County","0214","Locust Grove High","All Students","Mathematics",1295349,12574,"408","38",19.9,22,19.6,18.1
"2020-21","633","Cobb County","4066","Pebblebrook High School","All Students","Writing Subscore",463733,2516,"211","16",6.4,6.9,7.1,6.8
"2020-21","656","Fayette County","0192","Sandy Creek High School","All Students","Composite",1295349,12574,"403","36",20.3,22.9,24.6,21.7
"2020-21","699","Meriwether County","0300","Greenville High School","All Students","Reading",1295349,12574,"21","TFS",20.9,23.8,17,
"2020-21","699","Meriwether County","0300","Greenville High School","All Students","Composite",1295349,12574,"21","TFS",20.3,22.9,16,
"2020-21","702","Monroe County","0184","Mary Persons High School","All Students","Science",1295349,12574,"27","27",20.4,22.7,22.9,22.9
"2020-21","704","Morgan County","1050","Morgan County High School","All Students","Science",1295349,12574,"45","45",20.4,22.7,21,21
"2020-21","721","Richmond County","4562","Davidson Magnet School","All Students","Composite",1295349,12574,"67","21",20.3,22.9,21.1,26.7
"2020-21","658","Forsyth County","0195","North Forsyth High School","All Students","Science",1295349,12574,"928","85",20.4,22.7,24.9,22.9
"2020-21","658","Forsyth County","0195","North Forsyth High School","All Students","Mathematics",1295349,12574,"928","85",19.9,22,24.7,21.8
"2020-21","660","Fulton County","0205","Alpharetta High School","All Students","Mathematics",1295349,12574,"1314","164",19.9,22,24.5,26
"2020-21","741","Troup County","0201","Callaway High School","All Students","Composite",1295349,12574,"58","12",20.3,22.9,23,22.3
"2020-21","652","Elbert County","0176","Elbert County High School","All Students","Science",1295349,12574,"TFS","TFS",20.4,22.7,,
"2020-21","652","Elbert County","0176","Elbert County High School","All Students","Composite",1295349,12574,"TFS","TFS",20.3,22.9,,
"2020-21","638","Coweta County","0196","Northgate High School","All Students","Writing Subscore",463733,2516,"58","16",6.4,6.9,6.7,7.4
"2020-21","644","DeKalb County","3070","McNair High School","All Students","Science",1295349,12574,"448","TFS",20.4,22.7,22.1,
"2020-21","644","DeKalb County","3070","McNair High School","All Students","Mathematics",1295349,12574,"448","TFS",19.9,22,21.2,
"2020-21","648","Douglas County","0187","Alexander High School","All Students","English",1295349,12575,"196","72",19.6,22.5,19.3,21.2
"2020-21","667","Gwinnett County","5550","Duluth High School","All Students","Writing Subscore",463733,2516,"244","11",6.4,6.9,7.4,7.1
"2020-21","658","Forsyth County","0190","South Forsyth High School","All Students","Writing Subscore",463733,2516,"134","37",6.4,6.9,7.6,7.7
"2020-21","667","Gwinnett County","0101","Grayson High School","All Students","English",1295349,12575,"1292","104",19.6,22.5,22.8,21.7
"2020-21","667","Gwinnett County","0101","Grayson High School","All Students","Mathematics",1295349,12574,"1292","104",19.9,22,23.2,22
"2020-21","644","DeKalb County","0176","Redan High School","All Students","Composite",1295349,12574,"448","TFS",20.3,22.9,22.4,
"2020-21","656","Fayette County","0182","McIntosh High School","All Students","Reading",1295349,12574,"403","124",20.9,23.8,25.8,27.7
"2020-21","660","Fulton County","0291","Creekside High School","All Students","Mathematics",1295349,12574,"1314","24",19.9,22,24.5,17.4
"2020-21","660","Fulton County","0291","Creekside High School","All Students","English",1295349,12575,"1314","24",19.6,22.5,25.5,17.5
"2020-21","644","DeKalb County","0105","Miller Grove High School","All Students","Composite",1295349,12574,"448","TFS",20.3,22.9,22.4,
"2020-21","644","DeKalb County","0105","Miller Grove High School","All Students","Writing Subscore",463733,2516,"101","TFS",6.4,6.9,7,
"2020-21","608","Bartow County","0198","Woodland High School","All Students","Science",1295349,12574,"68","19",20.4,22.7,21.8,22.3
"2020-21","631","Clayton County","0215","Martha Ellen Stilwell School for the Performing Arts","All Students","Reading",1295349,12574,"159","21",20.9,23.8,20.2,22.7
"2020-21","705","Murray County","0190","Murray County High School","All Students","Science",1295349,12574,"27","19",20.4,22.7,19.7,19.8
"2020-21","631","Clayton County","0114","Elite Scholars Academy School","All Students","English",1295349,12575,"159","11",19.6,22.5,18.5,25.2
"2020-21","616","Bulloch County","2054","Statesboro High School","All Students","English",1295349,12575,"40","19",19.6,22.5,20.3,18.6
"2020-21","617","Burke County","0288","Burke County High School","All Students","Mathematics",1295349,12574,"16","16",19.9,22,20.1,20.1
"2020-21","706","Muscogee County","3054","Columbus High School","All Students","Mathematics",1295349,12574,"224","116",19.9,22,22.4,26.1
"2020-21","706","Muscogee County","3054","Columbus High School","All Students","Writing Subscore",463733,2516,"44","21",6.4,6.9,7.4,8.2
"2020-21","631","Clayton County","1056","Jonesboro High School","All Students","Writing Subscore",463733,2516,"60","TFS",6.4,6.9,6.7,
"2020-21","631","Clayton County","1056","Jonesboro High School","All Students","Composite",1295349,12574,"159","19",20.3,22.9,19.2,19.8
"2020-21","609","Ben Hill County","0291","Fitzgerald High School","All Students","Composite",1295349,12574,"TFS","TFS",20.3,22.9,,
"2020-21","624","Charlton County","0287","Charlton County High School","All Students","Mathematics",1295349,12574,"TFS","TFS",19.9,22,,
"2020-21","631","Clayton County","0115","Charles R. Drew High School","All Students","Mathematics",1295349,12574,"159","TFS",19.9,22,18.3,
"2020-21","631","Clayton County","0115","Charles R. Drew High School","All Students","Writing Subscore",463733,2516,"60","TFS",6.4,6.9,6.7,
"2020-21","610","Berrien County","0101","Berrien High School","All Students","Composite",1295349,12574,"10","10",20.3,22.9,20,20
"2020-21","610","Berrien County","0101","Berrien High School","All Students","Mathematics",1295349,12574,"10","10",19.9,22,19.8,19.8
"2020-21","629","Clarke County","0102","Cedar Shoals High School","All Students","Mathematics",1295349,12574,"67","13",19.9,22,21.7,20.5
"2020-21","737","Tift County","3052","Northeast Middle School","All Students","Writing Subscore",463733,2516,"TFS","TFS",6.4,6.9,,
"2020-21","737","Tift County","3052","Northeast Middle School","All Students","Mathematics",1295349,12574,"34","34",19.9,22,20.2,20.2
"2020-21","717","Putnam County","0114","Putnam County High School","All Students","Reading",1295349,12574,"27","27",20.9,23.8,19.7,19.7
"2020-21","717","Putnam County","0114","Putnam County High School","All Students","Science",1295349,12574,"27","27",20.4,22.7,19.8,19.8
"2020-21","690","Lincoln County","0110","Lincoln County High School","All Students","Composite",1295349,12574,"TFS","TFS",20.3,22.9,,
"2020-21","721","Richmond County","4060","Academy of Richmond County High School","All Students","English",1295349,12575,"67","21",19.6,22.5,20.6,21.3
"2020-21","606","Banks County","0199","Banks County High School","All Students","Writing Subscore",463733,2516,"TFS","TFS",6.4,6.9,,
"2020-21","756","Wilcox County","0201","Wilcox County High School","All Students","Mathematics",1295349,12574,"TFS","TFS",19.9,22,,
"2020-21","660","Fulton County","0203","Northview High School","All Students","Composite",1295349,12574,"1314","72",20.3,22.9,25.3,28.5
"2020-21","660","Fulton County","0203","Northview High School","All Students","Writing Subscore",463733,2516,"232","24",6.4,6.9,7.5,8
"2020-21","660","Fulton County","0910","Johns Creek High School","All Students","Mathematics",1295349,12574,"1314","154",19.9,22,24.5,26.1
"2020-21","660","Fulton County","0910","Johns Creek High School","All Students","Science",1295349,12574,"1314","154",20.4,22.7,24.7,26.2
"2020-21","721","Richmond County","2056","Hephzibah High School","All Students","Composite",1295349,12574,"67","TFS",20.3,22.9,21.1,
"2020-21","761","Atlanta Public Schools","0121","Old Coretta Scott King Young Women's Academy High School","All Students","Science",1295349,12574,"303","TFS",20.4,22.7,19.6,
"2020-21","633","Cobb County","0192","Harrison High School","All Students","English",1295349,12575,"1219","117",19.6,22.5,24.2,25.3
"2020-21","792","Valdosta City","0273","Valdosta High School","All Students","Writing Subscore",463733,2516,"TFS","TFS",6.4,6.9,,
"2020-21","792","Valdosta City","0273","Valdosta High School","All Students","Science",1295349,12574,"29","29",20.4,22.7,22,22
"2020-21","792","Valdosta City","0273","Valdosta High School","All Students","Composite",1295349,12574,"29","29",20.3,22.9,22.2,22.2
"2020-21","644","DeKalb County","0202","Lithonia High School","All Students","Composite",1295349,12574,"448","10",20.3,22.9,22.4,16.9
"2020-21","741","Troup County","0387","Troup County High School","All Students","Composite",1295349,12574,"58","15",20.3,22.9,23,22.3
"2020-21","741","Troup County","0387","Troup County High School","All Students","Writing Subscore",463733,2516,"TFS","TFS",6.4,6.9,,
"2020-21","613","Brantley County","1050","Brantley County High School","All Students","Mathematics",1295349,12574,"10","10",19.9,22,19.1,19.1
"2020-21","658","Forsyth County","0214","Lambert High School","All Students","Reading",1295349,12574,"928","263",20.9,23.8,26.3,26.9
"2020-21","711","Peach County","2052","Peach County High School","All Students","Mathematics",1295349,12574,"12","12",19.9,22,19.3,19.3
"2020-21","764","Buford City","0191","Buford High School","All Students","Composite",1295349,12574,"46","46",20.3,22.9,25.2,25.2
"2020-21","633","Cobb County","1069","Wheeler High School","All Students","Science",1295349,12574,"1219","45",20.4,22.7,23.9,24
"2020-21","633","Cobb County","1069","Wheeler High School","All Students","Reading",1295349,12574,"1219","45",20.9,23.8,25.3,25
"2020-21","789","Thomasville City","4052","Thomasville High School","All Students","Science",1295349,12574,"39","39",20.4,22.7,21.4,21.4
"2020-21","761","Atlanta Public Schools","0315","Booker T. Washington High School","All Students","Mathematics",1295349,12574,"303","12",19.9,22,19.1,15.2
"2020-21","761","Atlanta Public Schools","0315","Booker T. Washington High School","All Students","Writing Subscore",463733,2516,"150","TFS",6.4,6.9,6,
"2020-21","706","Muscogee County","2062","Hardaway High School","All Students","Writing Subscore",463733,2516,"44","TFS",6.4,6.9,7.4,
"2020-21","631","Clayton County","0290","Mount Zion High School","All Students","Composite",1295349,12574,"159","TFS",20.3,22.9,19.2,
"2020-21","644","DeKalb County","5067","Southwest DeKalb High School","All Students","Reading",1295349,12574,"448","27",20.9,23.8,23.3,22.1
"2020-21","670","Hancock County","0288","Hancock Central High School","All Students","Science",1295349,12574,"TFS","TFS",20.4,22.7,,
"2020-21","695","Madison County","5050","Madison County High School","All Students","Reading",1295349,12574,"13","13",20.9,23.8,25.1,25.1
"2020-21","628","Cherokee County","0115","River Ridge High School","All Students","Mathematics",1295349,12574,"549","76",19.9,22,23.1,23
"2020-21","628","Cherokee County","0115","River Ridge High School","All Students","Writing Subscore",463733,2516,"89","11",6.4,6.9,6.8,6.9
"2020-21","658","Forsyth County","0219","Forsyth Virtual Academy","All Students","Science",1295349,12574,"928","TFS",20.4,22.7,24.9,
