"LONG_SCHOOL_YEAR","SCHOOL_DISTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","TEST_CMPNT_TYP_NM","NUMBER_OF_STUDENTS_TESTED","NUMBER_TESTS_TAKEN","NOTESTS_3ORHIGHER"
"2020-21","668","Habersham County","SCHOOL_ALL","SCHOOL_ALL","Capstone","11","11","11"
"2020-21","668","Habersham County","SCHOOL_ALL","SCHOOL_ALL","Capstone Research","16","16","15"
"2020-21","668","Habersham County","SCHOOL_ALL","SCHOOL_ALL","Chemistry","10","10","4"
"2020-21","668","Habersham County","SCHOOL_ALL","SCHOOL_ALL","Economics: Micro","22","22","4"
"2020-21","668","Habersham County","SCHOOL_ALL","SCHOOL_ALL","Eng. Language & Comp","37","37","32"
"2020-21","668","Habersham County","SCHOOL_ALL","SCHOOL_ALL","Eng. Literature & Comp","27","27","12"
"2020-21","668","Habersham County","SCHOOL_ALL","SCHOOL_ALL","Geography: Human","39","39","24"
"2020-21","668","Habersham County","SCHOOL_ALL","SCHOOL_ALL","Gov. & Pol. U.S.","75","75","28"
"2020-21","668","Habersham County","SCHOOL_ALL","SCHOOL_ALL","Statistics","15","15","13"
"2020-21","668","Habersham County","SCHOOL_ALL","SCHOOL_ALL","U.S. History","68","68","33"
"2020-21","669","Hall County","0102","Chestatee High School","ALL Subjects","167","281","172"
"2020-21","669","Hall County","0102","Chestatee High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2020-21","669","Hall County","0102","Chestatee High School","Art: Studio Drawing","TFS","TFS","TFS"
"2020-21","669","Hall County","0102","Chestatee High School","Biology","12","12","8"
"2020-21","669","Hall County","0102","Chestatee High School","Calculus A","TFS","TFS","TFS"
"2020-21","669","Hall County","0102","Chestatee High School","Calculus BC","TFS","TFS","TFS"
"2020-21","669","Hall County","0102","Chestatee High School","Capstone","27","27","20"
"2020-21","669","Hall County","0102","Chestatee High School","Capstone Research","16","16","14"
"2020-21","669","Hall County","0102","Chestatee High School","Computer Science A","15","15","6"
"2020-21","669","Hall County","0102","Chestatee High School","Computer Science Principles","21","21","11"
"2020-21","669","Hall County","0102","Chestatee High School","Economics: Macro","TFS","TFS","TFS"
"2020-21","669","Hall County","0102","Chestatee High School","Eng. Language & Comp","43","43","27"
"2020-21","669","Hall County","0102","Chestatee High School","Eng. Literature & Comp","11","11","4"
"2020-21","669","Hall County","0102","Chestatee High School","Environmental Science","TFS","TFS","TFS"
"2020-21","669","Hall County","0102","Chestatee High School","European History","TFS","TFS","TFS"
"2020-21","669","Hall County","0102","Chestatee High School","Geography: Human","22","22","11"
"2020-21","669","Hall County","0102","Chestatee High School","Psychology","25","25","14"
"2020-21","669","Hall County","0102","Chestatee High School","Spanish Language","17","17","17"
"2020-21","669","Hall County","0102","Chestatee High School","Statistics","TFS","TFS","TFS"
"2020-21","669","Hall County","0102","Chestatee High School","U.S. History","16","16","8"
"2020-21","669","Hall County","0102","Chestatee High School","World History","26","26","17"
"2020-21","669","Hall County","0189","West Hall High School","ALL Subjects","53","78","44"
"2020-21","669","Hall County","0189","West Hall High School","Economics: Macro","TFS","TFS","TFS"
"2020-21","669","Hall County","0189","West Hall High School","Eng. Language & Comp","23","23","10"
"2020-21","669","Hall County","0189","West Hall High School","Environmental Science","TFS","TFS","TFS"
"2020-21","669","Hall County","0189","West Hall High School","Gov. & Pol. U.S.","17","17","5"
"2020-21","669","Hall County","0189","West Hall High School","Spanish Language","25","25","25"
"2020-21","669","Hall County","0189","West Hall High School","U.S. History","TFS","TFS","TFS"
"2020-21","669","Hall County","0202","Flowery Branch High","ALL Subjects","281","489","305"
"2020-21","669","Hall County","0202","Flowery Branch High","Art History","TFS","TFS","TFS"
"2020-21","669","Hall County","0202","Flowery Branch High","Art: Studio 2-D Design","TFS","TFS","TFS"
"2020-21","669","Hall County","0202","Flowery Branch High","Biology","39","39","18"
"2020-21","669","Hall County","0202","Flowery Branch High","Calculus A","12","12","5"
"2020-21","669","Hall County","0202","Flowery Branch High","Calculus BC","20","20","11"
"2020-21","669","Hall County","0202","Flowery Branch High","Capstone","19","19","16"
"2020-21","669","Hall County","0202","Flowery Branch High","Capstone Research","13","13","11"
"2020-21","669","Hall County","0202","Flowery Branch High","Chemistry","28","28","10"
"2020-21","669","Hall County","0202","Flowery Branch High","Computer Science A","TFS","TFS","TFS"
"2020-21","669","Hall County","0202","Flowery Branch High","Computer Science Principles","TFS","TFS","TFS"
"2020-21","669","Hall County","0202","Flowery Branch High","Economics: Macro","TFS","TFS","TFS"
"2020-21","669","Hall County","0202","Flowery Branch High","Economics: Micro","17","17","14"
"2020-21","669","Hall County","0202","Flowery Branch High","Eng. Language & Comp","27","27","16"
"2020-21","669","Hall County","0202","Flowery Branch High","Eng. Literature & Comp","15","15","8"
"2020-21","669","Hall County","0202","Flowery Branch High","Environmental Science","22","22","9"
"2020-21","669","Hall County","0202","Flowery Branch High","Geography: Human","26","26","19"
"2020-21","669","Hall County","0202","Flowery Branch High","Gov. & Pol. Comp","TFS","TFS","TFS"
"2020-21","669","Hall County","0202","Flowery Branch High","Gov. & Pol. U.S.","27","27","18"
"2020-21","669","Hall County","0202","Flowery Branch High","Music Theory","TFS","TFS","TFS"
"2020-21","669","Hall County","0202","Flowery Branch High","Physics 1","20","20","8"
"2020-21","669","Hall County","0202","Flowery Branch High","Physics C: Mechanics","TFS","TFS","TFS"
"2020-21","669","Hall County","0202","Flowery Branch High","Psychology","28","28","18"
"2020-21","669","Hall County","0202","Flowery Branch High","Spanish Language","25","25","22"
"2020-21","669","Hall County","0202","Flowery Branch High","Spanish Literature","TFS","TFS","TFS"
"2020-21","669","Hall County","0202","Flowery Branch High","Statistics","28","28","22"
"2020-21","669","Hall County","0202","Flowery Branch High","U.S. History","44","44","28"
"2020-21","669","Hall County","0202","Flowery Branch High","World History","37","37","24"
"2020-21","669","Hall County","1552","East Hall High School","ALL Subjects","101","110","31"
"2020-21","669","Hall County","1552","East Hall High School","Economics: Macro","TFS","TFS","TFS"
"2020-21","669","Hall County","1552","East Hall High School","Eng. Language & Comp","12","12","1"
"2020-21","669","Hall County","1552","East Hall High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2020-21","669","Hall County","1552","East Hall High School","Spanish Language","12","12","12"
"2020-21","669","Hall County","1552","East Hall High School","Statistics","23","23","4"
"2020-21","669","Hall County","1552","East Hall High School","U.S. History","40","40","1"
"2020-21","669","Hall County","1552","East Hall High School","World History","12","12","7"
"2020-21","669","Hall County","1556","North Hall High School","ALL Subjects","192","272","106"
"2020-21","669","Hall County","1556","North Hall High School","Biology","22","22","13"
"2020-21","669","Hall County","1556","North Hall High School","Calculus A","14","14","4"
"2020-21","669","Hall County","1556","North Hall High School","Computer Science A","TFS","TFS","TFS"
"2020-21","669","Hall County","1556","North Hall High School","Eng. Language & Comp","86","86","39"
"2020-21","669","Hall County","1556","North Hall High School","Eng. Literature & Comp","26","26","6"
"2020-21","669","Hall County","1556","North Hall High School","Environmental Science","10","10","3"
"2020-21","669","Hall County","1556","North Hall High School","European History","TFS","TFS","TFS"
"2020-21","669","Hall County","1556","North Hall High School","Gov. & Pol. U.S.","36","36","13"
"2020-21","669","Hall County","1556","North Hall High School","Physics 1","13","13","3"
"2020-21","669","Hall County","1556","North Hall High School","U.S. History","30","30","14"
"2020-21","669","Hall County","1556","North Hall High School","World History","26","26","7"
"2020-21","669","Hall County","4752","Johnson High School","ALL Subjects","93","123","71"
"2020-21","669","Hall County","4752","Johnson High School","Biology","TFS","TFS","TFS"
"2020-21","669","Hall County","4752","Johnson High School","Calculus A","TFS","TFS","TFS"
"2020-21","669","Hall County","4752","Johnson High School","Eng. Language & Comp","27","27","11"
"2020-21","669","Hall County","4752","Johnson High School","Geography: Human","54","54","28"
"2020-21","669","Hall County","4752","Johnson High School","Physics 1","TFS","TFS","TFS"
"2020-21","669","Hall County","4752","Johnson High School","Physics 2","TFS","TFS","TFS"
"2020-21","669","Hall County","4752","Johnson High School","Spanish Language","13","13","13"
"2020-21","669","Hall County","4752","Johnson High School","World History","24","24","15"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","887","1353","729"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","Art History","TFS","TFS","TFS"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","Art: Studio 2-D Design","TFS","TFS","TFS"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","Art: Studio Drawing","TFS","TFS","TFS"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","Biology","74","74","40"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","Calculus A","32","32","11"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","Calculus BC","21","21","11"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","Capstone","46","46","36"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","Capstone Research","29","29","25"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","Chemistry","28","28","10"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","Computer Science A","24","24","10"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","Computer Science Principles","26","26","14"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","Economics: Macro","19","19","10"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","Economics: Micro","17","17","14"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","Eng. Language & Comp","218","218","104"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","Eng. Literature & Comp","58","58","21"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","Environmental Science","38","38","14"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","European History","TFS","TFS","TFS"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","Geography: Human","102","102","58"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","Gov. & Pol. Comp","TFS","TFS","TFS"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","Gov. & Pol. U.S.","80","80","36"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","Music Theory","TFS","TFS","TFS"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","Physics 1","35","35","12"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","Physics 2","TFS","TFS","TFS"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","Physics C: Mechanics","TFS","TFS","TFS"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","Psychology","53","53","32"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","Spanish Language","92","92","89"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","Spanish Literature","TFS","TFS","TFS"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","Statistics","56","56","28"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","U.S. History","139","139","53"
"2020-21","669","Hall County","SCHOOL_ALL","SCHOOL_ALL","World History","125","125","70"
"2020-21","671","Haralson County","3050","Haralson County High School","ALL Subjects","15","15","5"
"2020-21","671","Haralson County","3050","Haralson County High School","Eng. Literature & Comp","11","11","4"
"2020-21","671","Haralson County","3050","Haralson County High School","French Language","TFS","TFS","TFS"
"2020-21","671","Haralson County","3050","Haralson County High School","U.S. History","TFS","TFS","TFS"
"2020-21","671","Haralson County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","15","15","5"
"2020-21","671","Haralson County","SCHOOL_ALL","SCHOOL_ALL","Eng. Literature & Comp","11","11","4"
"2020-21","671","Haralson County","SCHOOL_ALL","SCHOOL_ALL","French Language","TFS","TFS","TFS"
"2020-21","671","Haralson County","SCHOOL_ALL","SCHOOL_ALL","U.S. History","TFS","TFS","TFS"
"2020-21","672","Harris County","0299","Harris County High School","ALL Subjects","158","249","163"
"2020-21","672","Harris County","0299","Harris County High School","Biology","TFS","TFS","TFS"
"2020-21","672","Harris County","0299","Harris County High School","Calculus A","39","39","26"
"2020-21","672","Harris County","0299","Harris County High School","Chemistry","18","18","14"
"2020-21","672","Harris County","0299","Harris County High School","Computer Science Principles","16","16","13"
"2020-21","672","Harris County","0299","Harris County High School","Economics: Macro","TFS","TFS","TFS"
"2020-21","672","Harris County","0299","Harris County High School","Economics: Micro","TFS","TFS","TFS"
"2020-21","672","Harris County","0299","Harris County High School","Eng. Language & Comp","61","61","42"
"2020-21","672","Harris County","0299","Harris County High School","Environmental Science","27","27","18"
"2020-21","672","Harris County","0299","Harris County High School","European History","TFS","TFS","TFS"
"2020-21","672","Harris County","0299","Harris County High School","Gov. & Pol. U.S.","TFS","TFS","TFS"
"2020-21","672","Harris County","0299","Harris County High School","Music Theory","TFS","TFS","TFS"
"2020-21","672","Harris County","0299","Harris County High School","Psychology","TFS","TFS","TFS"
"2020-21","672","Harris County","0299","Harris County High School","Spanish Language","TFS","TFS","TFS"
"2020-21","672","Harris County","0299","Harris County High School","Statistics","45","45","20"
"2020-21","672","Harris County","0299","Harris County High School","U.S. History","25","25","20"
"2020-21","672","Harris County","0299","Harris County High School","World History","TFS","TFS","TFS"
"2020-21","672","Harris County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","158","249","163"
"2020-21","672","Harris County","SCHOOL_ALL","SCHOOL_ALL","Biology","TFS","TFS","TFS"
"2020-21","672","Harris County","SCHOOL_ALL","SCHOOL_ALL","Calculus A","39","39","26"
"2020-21","672","Harris County","SCHOOL_ALL","SCHOOL_ALL","Chemistry","18","18","14"
"2020-21","672","Harris County","SCHOOL_ALL","SCHOOL_ALL","Computer Science Principles","16","16","13"
"2020-21","672","Harris County","SCHOOL_ALL","SCHOOL_ALL","Economics: Macro","TFS","TFS","TFS"
"2020-21","672","Harris County","SCHOOL_ALL","SCHOOL_ALL","Economics: Micro","TFS","TFS","TFS"
"2020-21","672","Harris County","SCHOOL_ALL","SCHOOL_ALL","Eng. Language & Comp","61","61","42"
"2020-21","672","Harris County","SCHOOL_ALL","SCHOOL_ALL","Environmental Science","27","27","18"
"2020-21","672","Harris County","SCHOOL_ALL","SCHOOL_ALL","European History","TFS","TFS","TFS"
"2020-21","672","Harris County","SCHOOL_ALL","SCHOOL_ALL","Gov. & Pol. U.S.","TFS","TFS","TFS"
"2020-21","672","Harris County","SCHOOL_ALL","SCHOOL_ALL","Music Theory","TFS","TFS","TFS"
"2020-21","672","Harris County","SCHOOL_ALL","SCHOOL_ALL","Psychology","TFS","TFS","TFS"
"2020-21","672","Harris County","SCHOOL_ALL","SCHOOL_ALL","Spanish Language","TFS","TFS","TFS"
"2020-21","672","Harris County","SCHOOL_ALL","SCHOOL_ALL","Statistics","45","45","20"
"2020-21","672","Harris County","SCHOOL_ALL","SCHOOL_ALL","U.S. History","25","25","20"
"2020-21","672","Harris County","SCHOOL_ALL","SCHOOL_ALL","World History","TFS","TFS","TFS"
"2020-21","673","Hart County","3050","Hart County High School","ALL Subjects","66","141","34"
"2020-21","673","Hart County","3050","Hart County High School","Art History","23","23","8"
"2020-21","673","Hart County","3050","Hart County High School","Biology","37","37","3"
"2020-21","673","Hart County","3050","Hart County High School","Chinese Lang. & Culture","TFS","TFS","TFS"
"2020-21","673","Hart County","3050","Hart County High School","Economics: Micro","TFS","TFS","TFS"
"2020-21","673","Hart County","3050","Hart County High School","Eng. Language & Comp","27","27","4"
"2020-21","673","Hart County","3050","Hart County High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2020-21","673","Hart County","3050","Hart County High School","Environmental Science","TFS","TFS","TFS"
"2020-21","673","Hart County","3050","Hart County High School","Geography: Human","TFS","TFS","TFS"
"2020-21","673","Hart County","3050","Hart County High School","Latin: Vergil","TFS","TFS","TFS"
"2020-21","673","Hart County","3050","Hart County High School","Physics 1","TFS","TFS","TFS"
"2020-21","673","Hart County","3050","Hart County High School","World History","39","39","8"
"2020-21","673","Hart County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","66","141","34"
"2020-21","673","Hart County","SCHOOL_ALL","SCHOOL_ALL","Art History","23","23","8"
"2020-21","673","Hart County","SCHOOL_ALL","SCHOOL_ALL","Biology","37","37","3"
"2020-21","673","Hart County","SCHOOL_ALL","SCHOOL_ALL","Chinese Lang. & Culture","TFS","TFS","TFS"
"2020-21","673","Hart County","SCHOOL_ALL","SCHOOL_ALL","Economics: Micro","TFS","TFS","TFS"
"2020-21","673","Hart County","SCHOOL_ALL","SCHOOL_ALL","Eng. Language & Comp","27","27","4"
"2020-21","673","Hart County","SCHOOL_ALL","SCHOOL_ALL","Eng. Literature & Comp","TFS","TFS","TFS"
"2020-21","673","Hart County","SCHOOL_ALL","SCHOOL_ALL","Environmental Science","TFS","TFS","TFS"
"2020-21","673","Hart County","SCHOOL_ALL","SCHOOL_ALL","Geography: Human","TFS","TFS","TFS"
"2020-21","673","Hart County","SCHOOL_ALL","SCHOOL_ALL","Latin: Vergil","TFS","TFS","TFS"
"2020-21","673","Hart County","SCHOOL_ALL","SCHOOL_ALL","Physics 1","TFS","TFS","TFS"
"2020-21","673","Hart County","SCHOOL_ALL","SCHOOL_ALL","World History","39","39","8"
"2020-21","674","Heard County","0110","Heard County High School","ALL Subjects","TFS","TFS","TFS"
"2020-21","674","Heard County","0110","Heard County High School","Art: Studio Drawing","TFS","TFS","TFS"
"2020-21","674","Heard County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","TFS","TFS","TFS"
"2020-21","674","Heard County","SCHOOL_ALL","SCHOOL_ALL","Art: Studio Drawing","TFS","TFS","TFS"
"2020-21","675","Henry County","0101","Union Grove High","ALL Subjects","235","436","225"
"2020-21","675","Henry County","0101","Union Grove High","Art: Studio 2-D Design","TFS","TFS","TFS"
"2020-21","675","Henry County","0101","Union Grove High","Art: Studio Drawing","TFS","TFS","TFS"
"2020-21","675","Henry County","0101","Union Grove High","Biology","11","11","8"
"2020-21","675","Henry County","0101","Union Grove High","Calculus A","21","21","15"
"2020-21","675","Henry County","0101","Union Grove High","Chemistry","37","37","4"
"2020-21","675","Henry County","0101","Union Grove High","Computer Science Principles","TFS","TFS","TFS"
"2020-21","675","Henry County","0101","Union Grove High","Eng. Language & Comp","61","61","35"
"2020-21","675","Henry County","0101","Union Grove High","Eng. Literature & Comp","35","35","17"
"2020-21","675","Henry County","0101","Union Grove High","Environmental Science","21","21","6"
"2020-21","675","Henry County","0101","Union Grove High","European History","TFS","TFS","TFS"
"2020-21","675","Henry County","0101","Union Grove High","Geography: Human","30","30","21"
"2020-21","675","Henry County","0101","Union Grove High","Gov. & Pol. U.S.","30","30","16"
"2020-21","675","Henry County","0101","Union Grove High","Music Theory","TFS","TFS","TFS"
"2020-21","675","Henry County","0101","Union Grove High","Physics 1","15","15","8"
"2020-21","675","Henry County","0101","Union Grove High","Psychology","24","24","17"
"2020-21","675","Henry County","0101","Union Grove High","Spanish Language","10","10","4"
"2020-21","675","Henry County","0101","Union Grove High","Statistics","54","54","22"
"2020-21","675","Henry County","0101","Union Grove High","U.S. History","41","41","21"
"2020-21","675","Henry County","0101","Union Grove High","World History","34","34","25"
"2020-21","675","Henry County","0104","Luella High School","ALL Subjects","120","217","115"
"2020-21","675","Henry County","0104","Luella High School","Art: Studio Drawing","TFS","TFS","TFS"
"2020-21","675","Henry County","0104","Luella High School","Biology","16","16","12"
"2020-21","675","Henry County","0104","Luella High School","Calculus A","TFS","TFS","TFS"
"2020-21","675","Henry County","0104","Luella High School","Calculus BC","TFS","TFS","TFS"
"2020-21","675","Henry County","0104","Luella High School","Capstone","TFS","TFS","TFS"
"2020-21","675","Henry County","0104","Luella High School","Capstone Research","12","12","12"
"2020-21","675","Henry County","0104","Luella High School","Economics: Micro","TFS","TFS","TFS"
"2020-21","675","Henry County","0104","Luella High School","Eng. Language & Comp","33","33","20"
"2020-21","675","Henry County","0104","Luella High School","Eng. Literature & Comp","11","11","6"
"2020-21","675","Henry County","0104","Luella High School","Environmental Science","TFS","TFS","TFS"
"2020-21","675","Henry County","0104","Luella High School","Geography: Human","25","25","8"
"2020-21","675","Henry County","0104","Luella High School","Gov. & Pol. U.S.","TFS","TFS","TFS"
"2020-21","675","Henry County","0104","Luella High School","Psychology","11","11","6"
"2020-21","675","Henry County","0104","Luella High School","Spanish Language","11","11","8"
"2020-21","675","Henry County","0104","Luella High School","Statistics","10","10","3"
"2020-21","675","Henry County","0104","Luella High School","U.S. History","32","32","13"
"2020-21","675","Henry County","0104","Luella High School","World History","21","21","6"
"2020-21","675","Henry County","0105","Dutchtown High","ALL Subjects","67","102","43"
"2020-21","675","Henry County","0105","Dutchtown High","Art: Studio Drawing","TFS","TFS","TFS"
"2020-21","675","Henry County","0105","Dutchtown High","Biology","TFS","TFS","TFS"
"2020-21","675","Henry County","0105","Dutchtown High","Calculus A","12","12","8"
"2020-21","675","Henry County","0105","Dutchtown High","Chemistry","TFS","TFS","TFS"
"2020-21","675","Henry County","0105","Dutchtown High","Computer Science A","TFS","TFS","TFS"
"2020-21","675","Henry County","0105","Dutchtown High","Economics: Micro","TFS","TFS","TFS"
"2020-21","675","Henry County","0105","Dutchtown High","Eng. Language & Comp","TFS","TFS","TFS"
"2020-21","675","Henry County","0105","Dutchtown High","Eng. Literature & Comp","TFS","TFS","TFS"
"2020-21","675","Henry County","0105","Dutchtown High","Environmental Science","TFS","TFS","TFS"
"2020-21","675","Henry County","0105","Dutchtown High","Gov. & Pol. U.S.","TFS","TFS","TFS"
"2020-21","675","Henry County","0105","Dutchtown High","Physics 1","TFS","TFS","TFS"
"2020-21","675","Henry County","0105","Dutchtown High","Psychology","12","12","4"
"2020-21","675","Henry County","0105","Dutchtown High","Spanish Language","TFS","TFS","TFS"
"2020-21","675","Henry County","0105","Dutchtown High","Statistics","TFS","TFS","TFS"
"2020-21","675","Henry County","0105","Dutchtown High","U.S. History","20","20","8"
"2020-21","675","Henry County","0105","Dutchtown High","World History","21","21","12"
"2020-21","675","Henry County","0214","Locust Grove High","ALL Subjects","67","89","33"
"2020-21","675","Henry County","0214","Locust Grove High","Art: Studio 2-D Design","TFS","TFS","TFS"
"2020-21","675","Henry County","0214","Locust Grove High","Art: Studio Drawing","TFS","TFS","TFS"
"2020-21","675","Henry County","0214","Locust Grove High","Calculus A","TFS","TFS","TFS"
"2020-21","675","Henry County","0214","Locust Grove High","Chemistry","TFS","TFS","TFS"
"2020-21","675","Henry County","0214","Locust Grove High","Eng. Language & Comp","TFS","TFS","TFS"
"2020-21","675","Henry County","0214","Locust Grove High","Eng. Literature & Comp","16","16","3"
"2020-21","675","Henry County","0214","Locust Grove High","Geography: Human","11","11","3"
"2020-21","675","Henry County","0214","Locust Grove High","Gov. & Pol. U.S.","TFS","TFS","TFS"
"2020-21","675","Henry County","0214","Locust Grove High","Physics 1","TFS","TFS","TFS"
"2020-21","675","Henry County","0214","Locust Grove High","Psychology","TFS","TFS","TFS"
"2020-21","675","Henry County","0214","Locust Grove High","U.S. History","TFS","TFS","TFS"
"2020-21","675","Henry County","0214","Locust Grove High","World History","16","16","5"
"2020-21","675","Henry County","0295","Stockbridge High School","ALL Subjects","51","56","12"
"2020-21","675","Henry County","0295","Stockbridge High School","Biology","TFS","TFS","TFS"
"2020-21","675","Henry County","0295","Stockbridge High School","Calculus A","TFS","TFS","TFS"
"2020-21","675","Henry County","0295","Stockbridge High School","Chemistry","TFS","TFS","TFS"
"2020-21","675","Henry County","0295","Stockbridge High School","Computer Science Principles","TFS","TFS","TFS"
"2020-21","675","Henry County","0295","Stockbridge High School","Eng. Language & Comp","TFS","TFS","TFS"
"2020-21","675","Henry County","0295","Stockbridge High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2020-21","675","Henry County","0295","Stockbridge High School","Environmental Science","11","11",""
"2020-21","675","Henry County","0295","Stockbridge High School","Geography: Human","TFS","TFS","TFS"
"2020-21","675","Henry County","0295","Stockbridge High School","Spanish Language","TFS","TFS","TFS"
"2020-21","675","Henry County","0295","Stockbridge High School","Statistics","TFS","TFS","TFS"
"2020-21","675","Henry County","0295","Stockbridge High School","U.S. History","TFS","TFS","TFS"
"2020-21","675","Henry County","0295","Stockbridge High School","World History","TFS","TFS","TFS"
"2020-21","675","Henry County","0307","Ola High School","ALL Subjects","233","440","192"
"2020-21","675","Henry County","0307","Ola High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2020-21","675","Henry County","0307","Ola High School","Art: Studio Drawing","TFS","TFS","TFS"
"2020-21","675","Henry County","0307","Ola High School","Biology","16","16","7"
"2020-21","675","Henry County","0307","Ola High School","Calculus A","19","19","8"
"2020-21","675","Henry County","0307","Ola High School","Calculus BC","TFS","TFS","TFS"
"2020-21","675","Henry County","0307","Ola High School","Chemistry","19","19","10"
"2020-21","675","Henry County","0307","Ola High School","Computer Science Principles","10","10","5"
"2020-21","675","Henry County","0307","Ola High School","Economics: Micro","22","22","6"
"2020-21","675","Henry County","0307","Ola High School","Eng. Language & Comp","61","61","27"
"2020-21","675","Henry County","0307","Ola High School","Eng. Literature & Comp","20","20","11"
"2020-21","675","Henry County","0307","Ola High School","Environmental Science","TFS","TFS","TFS"
"2020-21","675","Henry County","0307","Ola High School","European History","TFS","TFS","TFS"
"2020-21","675","Henry County","0307","Ola High School","Geography: Human","24","24","17"
"2020-21","675","Henry County","0307","Ola High School","Gov. & Pol. U.S.","33","33","16"
"2020-21","675","Henry County","0307","Ola High School","Music Theory","TFS","TFS","TFS"
"2020-21","675","Henry County","0307","Ola High School","Physics 1","13","13","3"
"2020-21","675","Henry County","0307","Ola High School","Physics 2","TFS","TFS","TFS"
"2020-21","675","Henry County","0307","Ola High School","Physics C: Elec & Magnetism","TFS","TFS","TFS"
"2020-21","675","Henry County","0307","Ola High School","Physics C: Mechanics","TFS","TFS","TFS"
"2020-21","675","Henry County","0307","Ola High School","Psychology","28","28","10"
"2020-21","675","Henry County","0307","Ola High School","Spanish Language","TFS","TFS","TFS"
"2020-21","675","Henry County","0307","Ola High School","Statistics","12","12","5"
"2020-21","675","Henry County","0307","Ola High School","U.S. History","70","70","22"
"2020-21","675","Henry County","0307","Ola High School","World History","58","58","23"
"2020-21","675","Henry County","0315","Hampton High School","ALL Subjects","34","43","11"
"2020-21","675","Henry County","0315","Hampton High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2020-21","675","Henry County","0315","Hampton High School","Art: Studio Drawing","TFS","TFS","TFS"
"2020-21","675","Henry County","0315","Hampton High School","Calculus A","TFS","TFS","TFS"
"2020-21","675","Henry County","0315","Hampton High School","Eng. Language & Comp","TFS","TFS","TFS"
"2020-21","675","Henry County","0315","Hampton High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2020-21","675","Henry County","0315","Hampton High School","Environmental Science","TFS","TFS","TFS"
"2020-21","675","Henry County","0315","Hampton High School","Geography: Human","TFS","TFS","TFS"
"2020-21","675","Henry County","0315","Hampton High School","Physics 1","TFS","TFS","TFS"
"2020-21","675","Henry County","0315","Hampton High School","Psychology","TFS","TFS","TFS"
"2020-21","675","Henry County","0315","Hampton High School","Spanish Language","TFS","TFS","TFS"
"2020-21","675","Henry County","0315","Hampton High School","U.S. History","12","12","3"
"2020-21","675","Henry County","0315","Hampton High School","World History","13","13","1"
"2020-21","675","Henry County","0391","Eagle's Landing High School","ALL Subjects","133","198","84"
"2020-21","675","Henry County","0391","Eagle's Landing High School","Art: Studio Drawing","TFS","TFS","TFS"
"2020-21","675","Henry County","0391","Eagle's Landing High School","Biology","TFS","TFS","TFS"
