"LONG_SCHOOL_YEAR","SCHOOL_DISTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","TEST_CMPNT_TYP_NM","NUMBER_OF_STUDENTS_TESTED","NUMBER_TESTS_TAKEN","NOTESTS_3ORHIGHER"
"2020-21","643","Decatur County","3050","Bainbridge High School","Gov. & Pol. Comp","TFS","TFS","TFS"
"2020-21","643","Decatur County","3050","Bainbridge High School","Gov. & Pol. U.S.","11","11","4"
"2020-21","643","Decatur County","3050","Bainbridge High School","Physics C: Mechanics","TFS","TFS","TFS"
"2020-21","643","Decatur County","3050","Bainbridge High School","Psychology","10","10","6"
"2020-21","643","Decatur County","3050","Bainbridge High School","Statistics","TFS","TFS","TFS"
"2020-21","643","Decatur County","3050","Bainbridge High School","U.S. History","TFS","TFS","TFS"
"2020-21","643","Decatur County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","61","92","34"
"2020-21","643","Decatur County","SCHOOL_ALL","SCHOOL_ALL","Calculus A","TFS","TFS","TFS"
"2020-21","643","Decatur County","SCHOOL_ALL","SCHOOL_ALL","Calculus BC","TFS","TFS","TFS"
"2020-21","643","Decatur County","SCHOOL_ALL","SCHOOL_ALL","Chemistry","TFS","TFS","TFS"
"2020-21","643","Decatur County","SCHOOL_ALL","SCHOOL_ALL","Economics: Micro","TFS","TFS","TFS"
"2020-21","643","Decatur County","SCHOOL_ALL","SCHOOL_ALL","Eng. Language & Comp","19","19","10"
"2020-21","643","Decatur County","SCHOOL_ALL","SCHOOL_ALL","Eng. Literature & Comp","15","15","3"
"2020-21","643","Decatur County","SCHOOL_ALL","SCHOOL_ALL","Gov. & Pol. Comp","TFS","TFS","TFS"
"2020-21","643","Decatur County","SCHOOL_ALL","SCHOOL_ALL","Gov. & Pol. U.S.","11","11","4"
"2020-21","643","Decatur County","SCHOOL_ALL","SCHOOL_ALL","Physics C: Mechanics","TFS","TFS","TFS"
"2020-21","643","Decatur County","SCHOOL_ALL","SCHOOL_ALL","Psychology","10","10","6"
"2020-21","643","Decatur County","SCHOOL_ALL","SCHOOL_ALL","Statistics","TFS","TFS","TFS"
"2020-21","643","Decatur County","SCHOOL_ALL","SCHOOL_ALL","U.S. History","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0103","Martin Luther King, Jr. High School","ALL Subjects","37","38","3"
"2020-21","644","DeKalb County","0103","Martin Luther King, Jr. High School","U.S. History","18","18",""
"2020-21","644","DeKalb County","0103","Martin Luther King, Jr. High School","World History","20","20","3"
"2020-21","644","DeKalb County","0105","Miller Grove High School","ALL Subjects","43","60","8"
"2020-21","644","DeKalb County","0105","Miller Grove High School","Biology","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0105","Miller Grove High School","Eng. Language & Comp","26","26","2"
"2020-21","644","DeKalb County","0105","Miller Grove High School","U.S. History","17","17","1"
"2020-21","644","DeKalb County","0105","Miller Grove High School","World History","12","12","4"
"2020-21","644","DeKalb County","0172","Cedar Grove High School","ALL Subjects","105","145","7"
"2020-21","644","DeKalb County","0172","Cedar Grove High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0172","Cedar Grove High School","Art: Studio Drawing","10","10",""
"2020-21","644","DeKalb County","0172","Cedar Grove High School","Biology","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0172","Cedar Grove High School","Calculus A","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0172","Cedar Grove High School","Economics: Micro","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0172","Cedar Grove High School","Eng. Language & Comp","16","16","3"
"2020-21","644","DeKalb County","0172","Cedar Grove High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0172","Cedar Grove High School","Environmental Science","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0172","Cedar Grove High School","Physics C: Elec & Magnetism","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0172","Cedar Grove High School","Physics C: Mechanics","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0172","Cedar Grove High School","Psychology","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0172","Cedar Grove High School","Statistics","23","23","3"
"2020-21","644","DeKalb County","0172","Cedar Grove High School","U.S. History","53","53",""
"2020-21","644","DeKalb County","0172","Cedar Grove High School","World History","15","15",""
"2020-21","644","DeKalb County","0176","Redan High School","ALL Subjects","34","43","2"
"2020-21","644","DeKalb County","0176","Redan High School","Eng. Language & Comp","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0176","Redan High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0176","Redan High School","Psychology","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0176","Redan High School","Spanish Language","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0176","Redan High School","Statistics","10","10",""
"2020-21","644","DeKalb County","0176","Redan High School","U.S. History","13","13","1"
"2020-21","644","DeKalb County","0202","Lithonia High School","ALL Subjects","47","55","3"
"2020-21","644","DeKalb County","0202","Lithonia High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0202","Lithonia High School","Art: Studio Drawing","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0202","Lithonia High School","Computer Science A","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0202","Lithonia High School","Economics: Micro","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0202","Lithonia High School","Eng. Language & Comp","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0202","Lithonia High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0202","Lithonia High School","Statistics","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0202","Lithonia High School","U.S. History","21","21","1"
"2020-21","644","DeKalb County","0202","Lithonia High School","World History","13","13","1"
"2020-21","644","DeKalb County","0276","Stone Mountain High School","ALL Subjects","24","31","10"
"2020-21","644","DeKalb County","0276","Stone Mountain High School","Eng. Language & Comp","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0276","Stone Mountain High School","Geography: Human","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0276","Stone Mountain High School","U.S. History","12","12","4"
"2020-21","644","DeKalb County","0276","Stone Mountain High School","World History","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0407","Dekalb Early College Academy","ALL Subjects","33","43","19"
"2020-21","644","DeKalb County","0407","Dekalb Early College Academy","Eng. Language & Comp","14","14","4"
"2020-21","644","DeKalb County","0407","Dekalb Early College Academy","Environmental Science","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0407","Dekalb Early College Academy","European History","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0407","Dekalb Early College Academy","Statistics","13","13","7"
"2020-21","644","DeKalb County","0407","Dekalb Early College Academy","U.S. History","10","10","4"
"2020-21","644","DeKalb County","0407","Dekalb Early College Academy","World History","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0410","DeKalb School of the Arts","ALL Subjects","162","278","146"
"2020-21","644","DeKalb County","0410","DeKalb School of the Arts","Art: Studio 2-D Design","13","13","13"
"2020-21","644","DeKalb County","0410","DeKalb School of the Arts","Art: Studio 3-D Design","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0410","DeKalb School of the Arts","Art: Studio Drawing","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0410","DeKalb School of the Arts","Calculus A","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0410","DeKalb School of the Arts","Chemistry","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0410","DeKalb School of the Arts","Economics: Macro","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0410","DeKalb School of the Arts","Economics: Micro","11","11","7"
"2020-21","644","DeKalb County","0410","DeKalb School of the Arts","Eng. Language & Comp","68","68","31"
"2020-21","644","DeKalb County","0410","DeKalb School of the Arts","Eng. Literature & Comp","29","29","14"
"2020-21","644","DeKalb County","0410","DeKalb School of the Arts","Environmental Science","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0410","DeKalb School of the Arts","Music Theory","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0410","DeKalb School of the Arts","Physics C: Elec & Magnetism","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0410","DeKalb School of the Arts","Physics C: Mechanics","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0410","DeKalb School of the Arts","Psychology","38","38","19"
"2020-21","644","DeKalb County","0410","DeKalb School of the Arts","Statistics","18","18","8"
"2020-21","644","DeKalb County","0410","DeKalb School of the Arts","U.S. History","20","20","12"
"2020-21","644","DeKalb County","0410","DeKalb School of the Arts","World History","48","48","22"
"2020-21","644","DeKalb County","0497","Stephenson High School","ALL Subjects","116","149","20"
"2020-21","644","DeKalb County","0497","Stephenson High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0497","Stephenson High School","Biology","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0497","Stephenson High School","Calculus A","18","18","2"
"2020-21","644","DeKalb County","0497","Stephenson High School","Eng. Language & Comp","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0497","Stephenson High School","Environmental Science","26","26","1"
"2020-21","644","DeKalb County","0497","Stephenson High School","Geography: Human","17","17",""
"2020-21","644","DeKalb County","0497","Stephenson High School","Gov. & Pol. U.S.","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0497","Stephenson High School","Psychology","23","23","3"
"2020-21","644","DeKalb County","0497","Stephenson High School","Statistics","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0497","Stephenson High School","U.S. History","24","24","2"
"2020-21","644","DeKalb County","0497","Stephenson High School","World History","11","11","2"
"2020-21","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","ALL Subjects","126","166","46"
"2020-21","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Art: Studio 2-D Design","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Biology","16","16","1"
"2020-21","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Calculus A","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Chemistry","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Computer Science A","14","14","1"
"2020-21","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Computer Science Principles","14","14","6"
"2020-21","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Economics: Micro","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Eng. Language & Comp","10","10","4"
"2020-21","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Environmental Science","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Geography: Human","15","15","5"
"2020-21","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Physics 1","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Psychology","17","17","4"
"2020-21","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Spanish Language","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Statistics","TFS","TFS","TFS"
"2020-21","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","U.S. History","30","30","9"
"2020-21","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","World History","26","26","10"
"2020-21","644","DeKalb County","1070","Tucker High School","ALL Subjects","183","276","104"
"2020-21","644","DeKalb County","1070","Tucker High School","Art: Studio Drawing","TFS","TFS","TFS"
"2020-21","644","DeKalb County","1070","Tucker High School","Biology","TFS","TFS","TFS"
"2020-21","644","DeKalb County","1070","Tucker High School","Calculus A","10","10","2"
"2020-21","644","DeKalb County","1070","Tucker High School","Chemistry","28","28","6"
"2020-21","644","DeKalb County","1070","Tucker High School","Economics: Micro","18","18","8"
"2020-21","644","DeKalb County","1070","Tucker High School","Eng. Language & Comp","16","16","6"
"2020-21","644","DeKalb County","1070","Tucker High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2020-21","644","DeKalb County","1070","Tucker High School","Environmental Science","41","41","17"
"2020-21","644","DeKalb County","1070","Tucker High School","Geography: Human","30","30","7"
"2020-21","644","DeKalb County","1070","Tucker High School","Gov. & Pol. U.S.","TFS","TFS","TFS"
"2020-21","644","DeKalb County","1070","Tucker High School","Physics 1","TFS","TFS","TFS"
"2020-21","644","DeKalb County","1070","Tucker High School","Physics C: Elec & Magnetism","TFS","TFS","TFS"
"2020-21","644","DeKalb County","1070","Tucker High School","Physics C: Mechanics","TFS","TFS","TFS"
"2020-21","644","DeKalb County","1070","Tucker High School","Psychology","TFS","TFS","TFS"
"2020-21","644","DeKalb County","1070","Tucker High School","Spanish Language","TFS","TFS","TFS"
"2020-21","644","DeKalb County","1070","Tucker High School","Statistics","15","15","4"
"2020-21","644","DeKalb County","1070","Tucker High School","U.S. History","28","28","10"
"2020-21","644","DeKalb County","1070","Tucker High School","World History","57","57","28"
"2020-21","644","DeKalb County","2054","Columbia High School","ALL Subjects","96","113","1"
"2020-21","644","DeKalb County","2054","Columbia High School","Eng. Language & Comp","30","30","1"
"2020-21","644","DeKalb County","2054","Columbia High School","Eng. Literature & Comp","27","27",""
"2020-21","644","DeKalb County","2054","Columbia High School","Geography: Human","TFS","TFS","TFS"
"2020-21","644","DeKalb County","2054","Columbia High School","Gov. & Pol. U.S.","13","13",""
"2020-21","644","DeKalb County","2054","Columbia High School","U.S. History","26","26",""
"2020-21","644","DeKalb County","2054","Columbia High School","World History","16","16",""
"2020-21","644","DeKalb County","2055","Druid Hills High School","ALL Subjects","317","485","182"
"2020-21","644","DeKalb County","2055","Druid Hills High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2020-21","644","DeKalb County","2055","Druid Hills High School","Art: Studio 3-D Design","TFS","TFS","TFS"
"2020-21","644","DeKalb County","2055","Druid Hills High School","Art: Studio Drawing","TFS","TFS","TFS"
"2020-21","644","DeKalb County","2055","Druid Hills High School","Biology","TFS","TFS","TFS"
"2020-21","644","DeKalb County","2055","Druid Hills High School","Calculus A","32","32","7"
"2020-21","644","DeKalb County","2055","Druid Hills High School","Calculus BC","TFS","TFS","TFS"
"2020-21","644","DeKalb County","2055","Druid Hills High School","Chemistry","18","18","4"
"2020-21","644","DeKalb County","2055","Druid Hills High School","Chinese Lang. & Culture","TFS","TFS","TFS"
"2020-21","644","DeKalb County","2055","Druid Hills High School","Computer Science Principles","TFS","TFS","TFS"
"2020-21","644","DeKalb County","2055","Druid Hills High School","Economics: Micro","57","57","30"
"2020-21","644","DeKalb County","2055","Druid Hills High School","Eng. Language & Comp","28","28","7"
"2020-21","644","DeKalb County","2055","Druid Hills High School","Eng. Literature & Comp","15","15","3"
"2020-21","644","DeKalb County","2055","Druid Hills High School","Environmental Science","21","21","5"
"2020-21","644","DeKalb County","2055","Druid Hills High School","French Language","TFS","TFS","TFS"
"2020-21","644","DeKalb County","2055","Druid Hills High School","Geography: Human","94","94","54"
"2020-21","644","DeKalb County","2055","Druid Hills High School","Physics 1","TFS","TFS","TFS"
"2020-21","644","DeKalb County","2055","Druid Hills High School","Physics C: Mechanics","TFS","TFS","TFS"
"2020-21","644","DeKalb County","2055","Druid Hills High School","Psychology","65","65","9"
"2020-21","644","DeKalb County","2055","Druid Hills High School","Statistics","11","11","3"
"2020-21","644","DeKalb County","2055","Druid Hills High School","U.S. History","31","31","4"
"2020-21","644","DeKalb County","2055","Druid Hills High School","World History","83","83","38"
"2020-21","644","DeKalb County","3060","Lakeside High School","ALL Subjects","550","1057","507"
"2020-21","644","DeKalb County","3060","Lakeside High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2020-21","644","DeKalb County","3060","Lakeside High School","Art: Studio 3-D Design","TFS","TFS","TFS"
"2020-21","644","DeKalb County","3060","Lakeside High School","Art: Studio Drawing","TFS","TFS","TFS"
"2020-21","644","DeKalb County","3060","Lakeside High School","Biology","10","10","9"
"2020-21","644","DeKalb County","3060","Lakeside High School","Calculus A","14","14","6"
"2020-21","644","DeKalb County","3060","Lakeside High School","Calculus BC","17","17","14"
"2020-21","644","DeKalb County","3060","Lakeside High School","Chemistry","14","14","10"
"2020-21","644","DeKalb County","3060","Lakeside High School","Computer Science A","18","18","15"
"2020-21","644","DeKalb County","3060","Lakeside High School","Computer Science Principles","18","18","13"
"2020-21","644","DeKalb County","3060","Lakeside High School","Economics: Macro","43","43","23"
"2020-21","644","DeKalb County","3060","Lakeside High School","Eng. Language & Comp","77","77","44"
"2020-21","644","DeKalb County","3060","Lakeside High School","Eng. Literature & Comp","42","42","21"
"2020-21","644","DeKalb County","3060","Lakeside High School","Environmental Science","110","110","39"
"2020-21","644","DeKalb County","3060","Lakeside High School","European History","TFS","TFS","TFS"
"2020-21","644","DeKalb County","3060","Lakeside High School","French Language","TFS","TFS","TFS"
"2020-21","644","DeKalb County","3060","Lakeside High School","Geography: Human","67","67","43"
"2020-21","644","DeKalb County","3060","Lakeside High School","Gov. & Pol. Comp","13","13","11"
"2020-21","644","DeKalb County","3060","Lakeside High School","Gov. & Pol. U.S.","112","112","56"
"2020-21","644","DeKalb County","3060","Lakeside High School","Physics 1","31","31","13"
"2020-21","644","DeKalb County","3060","Lakeside High School","Physics C: Elec & Magnetism","TFS","TFS","TFS"
"2020-21","644","DeKalb County","3060","Lakeside High School","Physics C: Mechanics","TFS","TFS","TFS"
"2020-21","644","DeKalb County","3060","Lakeside High School","Psychology","83","83","39"
"2020-21","644","DeKalb County","3060","Lakeside High School","Spanish Language","16","16","14"
"2020-21","644","DeKalb County","3060","Lakeside High School","Statistics","18","18","12"
"2020-21","644","DeKalb County","3060","Lakeside High School","U.S. History","166","166","50"
"2020-21","644","DeKalb County","3060","Lakeside High School","World History","169","169","61"
"2020-21","644","DeKalb County","3070","McNair High School","ALL Subjects","49","63","5"
"2020-21","644","DeKalb County","3070","McNair High School","Calculus A","TFS","TFS","TFS"
"2020-21","644","DeKalb County","3070","McNair High School","Economics: Micro","TFS","TFS","TFS"
"2020-21","644","DeKalb County","3070","McNair High School","Eng. Language & Comp","TFS","TFS","TFS"
"2020-21","644","DeKalb County","3070","McNair High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2020-21","644","DeKalb County","3070","McNair High School","Geography: Human","10","10","4"
"2020-21","644","DeKalb County","3070","McNair High School","U.S. History","13","13",""
"2020-21","644","DeKalb County","3070","McNair High School","World History","16","16",""
"2020-21","644","DeKalb County","4053","Clarkston High School","ALL Subjects","44","58","4"
"2020-21","644","DeKalb County","4053","Clarkston High School","Calculus A","TFS","TFS","TFS"
"2020-21","644","DeKalb County","4053","Clarkston High School","Economics: Micro","TFS","TFS","TFS"
"2020-21","644","DeKalb County","4053","Clarkston High School","Eng. Language & Comp","TFS","TFS","TFS"
"2020-21","644","DeKalb County","4053","Clarkston High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2020-21","644","DeKalb County","4053","Clarkston High School","Environmental Science","TFS","TFS","TFS"
"2020-21","644","DeKalb County","4053","Clarkston High School","Physics 1","TFS","TFS","TFS"
"2020-21","644","DeKalb County","4053","Clarkston High School","Psychology","TFS","TFS","TFS"
"2020-21","644","DeKalb County","4053","Clarkston High School","Statistics","TFS","TFS","TFS"
"2020-21","644","DeKalb County","4053","Clarkston High School","U.S. History","TFS","TFS","TFS"
"2020-21","644","DeKalb County","4053","Clarkston High School","World History","TFS","TFS","TFS"
"2020-21","644","DeKalb County","4054","Cross Keys High School","ALL Subjects","87","110","52"
"2020-21","644","DeKalb County","4054","Cross Keys High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2020-21","644","DeKalb County","4054","Cross Keys High School","Biology","TFS","TFS","TFS"
"2020-21","644","DeKalb County","4054","Cross Keys High School","Calculus A","14","14","12"
"2020-21","644","DeKalb County","4054","Cross Keys High School","Eng. Language & Comp","23","23","2"
"2020-21","644","DeKalb County","4054","Cross Keys High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2020-21","644","DeKalb County","4054","Cross Keys High School","European History","TFS","TFS","TFS"
"2020-21","644","DeKalb County","4054","Cross Keys High School","Geography: Human","15","15","6"
"2020-21","644","DeKalb County","4054","Cross Keys High School","Psychology","14","14","5"
"2020-21","644","DeKalb County","4054","Cross Keys High School","Spanish Language","21","21","19"
"2020-21","644","DeKalb County","4054","Cross Keys High School","Statistics","TFS","TFS","TFS"
"2020-21","644","DeKalb County","4069","Towers High School","ALL Subjects","49","54","1"
"2020-21","644","DeKalb County","4069","Towers High School","Calculus A","TFS","TFS","TFS"
"2020-21","644","DeKalb County","4069","Towers High School","Eng. Language & Comp","TFS","TFS","TFS"
"2020-21","644","DeKalb County","4069","Towers High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2020-21","644","DeKalb County","4069","Towers High School","Geography: Human","17","17",""
"2020-21","644","DeKalb County","4069","Towers High School","U.S. History","TFS","TFS","TFS"
"2020-21","644","DeKalb County","4069","Towers High School","World History","TFS","TFS","TFS"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","ALL Subjects","613","1232","804"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Art History","13","13","10"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Art: Studio 2-D Design","11","11","11"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Art: Studio Drawing","17","17","16"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Biology","30","30","25"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Calculus A","45","45","32"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Calculus BC","24","24","20"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Capstone","24","24","20"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Capstone Research","64","64","48"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Chemistry","32","32","19"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Chinese Lang. & Culture","TFS","TFS","TFS"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Computer Science A","21","21","10"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Computer Science Principles","TFS","TFS","TFS"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Economics: Macro","11","11","7"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Economics: Micro","56","56","33"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Eng. Language & Comp","124","124","98"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Eng. Literature & Comp","42","42","18"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Environmental Science","49","49","34"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","European History","10","10","10"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","French Language","TFS","TFS","TFS"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Geography: Human","119","119","83"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","German Language","39","39","20"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Gov. & Pol. Comp","TFS","TFS","TFS"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Gov. & Pol. U.S.","78","78","39"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Music Theory","TFS","TFS","TFS"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Physics 1","79","79","27"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Physics 2","TFS","TFS","TFS"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Physics C: Elec & Magnetism","TFS","TFS","TFS"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Physics C: Mechanics","TFS","TFS","TFS"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Psychology","53","53","30"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Spanish Language","13","13","10"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","Statistics","18","18","12"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","U.S. History","71","71","49"
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","World History","167","167","108"
"2020-21","644","DeKalb County","5055","Dunwoody High School","ALL Subjects","574","1285","800"
"2020-21","644","DeKalb County","5055","Dunwoody High School","Art: Studio 2-D Design","10","10","10"
"2020-21","644","DeKalb County","5055","Dunwoody High School","Art: Studio Drawing","TFS","TFS","TFS"
"2020-21","644","DeKalb County","5055","Dunwoody High School","Biology","13","13","12"
"2020-21","644","DeKalb County","5055","Dunwoody High School","Calculus A","32","32","7"
"2020-21","644","DeKalb County","5055","Dunwoody High School","Calculus BC","27","27","19"
"2020-21","644","DeKalb County","5055","Dunwoody High School","Chemistry","61","61","33"
"2020-21","644","DeKalb County","5055","Dunwoody High School","Chinese Lang. & Culture","TFS","TFS","TFS"
"2020-21","644","DeKalb County","5055","Dunwoody High School","Computer Science A","19","19","7"
"2020-21","644","DeKalb County","5055","Dunwoody High School","Economics: Micro","101","101","60"
"2020-21","644","DeKalb County","5055","Dunwoody High School","Eng. Language & Comp","96","96","76"
"2020-21","644","DeKalb County","5055","Dunwoody High School","Eng. Literature & Comp","29","29","18"
"2020-21","644","DeKalb County","5055","Dunwoody High School","Environmental Science","111","111","56"
"2020-21","644","DeKalb County","5055","Dunwoody High School","European History","15","15","10"
"2020-21","644","DeKalb County","5055","Dunwoody High School","French Language","10","10","4"
"2020-21","644","DeKalb County","5055","Dunwoody High School","Geography: Human","164","164","109"
"2020-21","644","DeKalb County","5055","Dunwoody High School","Gov. & Pol. Comp","51","51","36"
"2020-21","644","DeKalb County","5055","Dunwoody High School","Gov. & Pol. U.S.","130","130","55"
"2020-21","644","DeKalb County","5055","Dunwoody High School","Japanese Lang. & Culture","TFS","TFS","TFS"
"2020-21","644","DeKalb County","5055","Dunwoody High School","Latin: Vergil","TFS","TFS","TFS"
"2020-21","644","DeKalb County","5055","Dunwoody High School","Music Theory","TFS","TFS","TFS"
"2020-21","644","DeKalb County","5055","Dunwoody High School","Physics 1","38","38","25"
"2020-21","644","DeKalb County","5055","Dunwoody High School","Physics 2","12","12","11"
"2020-21","644","DeKalb County","5055","Dunwoody High School","Psychology","120","120","68"
"2020-21","644","DeKalb County","5055","Dunwoody High School","Spanish Language","57","57","53"
"2020-21","644","DeKalb County","5055","Dunwoody High School","Spanish Literature","TFS","TFS","TFS"
"2020-21","644","DeKalb County","5055","Dunwoody High School","Statistics","28","28","21"
"2020-21","644","DeKalb County","5055","Dunwoody High School","U.S. History","102","102","64"
"2020-21","644","DeKalb County","5055","Dunwoody High School","World History","38","38","32"
"2020-21","644","DeKalb County","5067","Southwest DeKalb High School","ALL Subjects","166","226","56"
"2020-21","644","DeKalb County","5067","Southwest DeKalb High School","Biology","30","30","6"
"2020-21","644","DeKalb County","5067","Southwest DeKalb High School","Chemistry","TFS","TFS","TFS"
"2020-21","644","DeKalb County","5067","Southwest DeKalb High School","Economics: Micro","TFS","TFS","TFS"
"2020-21","644","DeKalb County","5067","Southwest DeKalb High School","Eng. Language & Comp","TFS","TFS","TFS"
"2020-21","644","DeKalb County","5067","Southwest DeKalb High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2020-21","644","DeKalb County","5067","Southwest DeKalb High School","Environmental Science","TFS","TFS","TFS"
"2020-21","644","DeKalb County","5067","Southwest DeKalb High School","Geography: Human","36","36","9"
