LONG_SCHOOL_YEAR,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,NUMBER_OF_GRADUATES,HOPE_ELIGIBLE,HOPE_ELIGIBLE_PCT
2018-19,765,Calhoun City,ALL,All Schools,252,155,61.51
2018-19,766,Carrollton City,1050,Carrollton High School,388,211,54.38
2018-19,766,Carrollton City,ALL,All Schools,388,211,54.38
2018-19,767,Cartersville City,2050,Cartersville High School,282,162,57.45
2018-19,767,Cartersville City,ALL,All Schools,282,162,57.45
2018-19,769,Chickamauga City,211,Gordon Lee High School,104,76,73.08
2018-19,769,Chickamauga City,ALL,All Schools,104,76,73.08
2018-19,771,Commerce City,112,Commerce High School,117,65,55.56
2018-19,771,Commerce City,ALL,All Schools,117,65,55.56
2018-19,772,Dalton Public Schools,110,Morris Innovative High School,104,28,26.92
2018-19,772,Dalton Public Schools,4050,Dalton High School,459,217,47.28
2018-19,772,Dalton Public Schools,ALL,All Schools,563,245,43.52
2018-19,773,Decatur City,3050,Decatur High School,314,206,65.61
2018-19,773,Decatur City,ALL,All Schools,314,206,65.61
2018-19,774,Dublin City,211,Dublin High School,125,33,26.4
2018-19,774,Dublin City,412,Moore Street Facility,43,,
2018-19,774,Dublin City,ALL,All Schools,168,33,19.64
2018-19,776,Gainesville City,3050,Gainesville High School,454,176,38.77
2018-19,776,Gainesville City,ALL,All Schools,454,176,38.77
2018-19,779,Jefferson City,174,Jefferson High School,236,135,57.2
2018-19,779,Jefferson City,ALL,All Schools,236,135,57.2
2018-19,781,Marietta City,101,Marietta High School,530,172,32.45
2018-19,781,Marietta City,ALL,All Schools,530,172,32.45
2018-19,7820108,State Charter Schools- Mountain Education Center School,108,Mountain Education Center School,336,62,18.45
2018-19,7820108,State Charter Schools- Mountain Education Center School,ALL,All Schools,336,62,18.45
2018-19,7820120,State Charter Schools- Georgia Cyber Academy,120,Georgia Cyber Academy,803,311,38.73
2018-19,7820120,State Charter Schools- Georgia Cyber Academy,ALL,All Schools,803,311,38.73
2018-19,7820412,State Charter Schools- Georgia Connections Academy,412,Georgia Connections Academy,335,113,33.73
2018-19,7820412,State Charter Schools- Georgia Connections Academy,ALL,All Schools,335,113,33.73
2018-19,7820613,State Charter Schools- Foothills Charter High School (Madison Campus),613,Foothills Charter High School (Madison Campus),347,36,10.37
2018-19,7820613,State Charter Schools- Foothills Charter High School (Madison Campus),ALL,All Schools,347,36,10.37
2018-19,7820618,State Charter Schools- Coastal Plains Charter High School - Candler Campus,618,Coastal Plains Charter High School - Candler Campus,113,16,14.16
2018-19,7820618,State Charter Schools- Coastal Plains Charter High School - Candler Campus,ALL,All Schools,113,16,14.16
2018-19,7830103,Commission Charter Schools- CCAT School,103,CCAT School,18,11,61.11
2018-19,7830103,Commission Charter Schools- CCAT School,ALL,All Schools,18,11,61.11
2018-19,7830210,Commission Charter Schools- Pataula Charter Academy,210,Pataula Charter Academy,41,20,48.78
2018-19,7830210,Commission Charter Schools- Pataula Charter Academy,ALL,All Schools,41,20,48.78
2018-19,7830310,Commission Charter Schools- Fulton Leadership Academy,310,Fulton Leadership Academy,19,TFS,36.84
2018-19,7830310,Commission Charter Schools- Fulton Leadership Academy,ALL,All Schools,19,TFS,36.84
2018-19,784,Pelham City,111,Pelham High School,79,28,35.44
2018-19,784,Pelham City,ALL,All Schools,79,28,35.44
2018-19,785,Rome City,193,Rome High School,460,212,46.09
2018-19,785,Rome City,ALL,All Schools,460,212,46.09
2018-19,786,Social Circle City,300,Social Circle High School,109,54,49.54
2018-19,786,Social Circle City,ALL,All Schools,109,54,49.54
2018-19,789,Thomasville City,4052,Thomasville High School,173,72,41.62
2018-19,789,Thomasville City,ALL,All Schools,173,72,41.62
2018-19,791,Trion City,301,Trion High School,104,77,74.04
2018-19,791,Trion City,ALL,All Schools,104,77,74.04
2018-19,792,Valdosta City,273,Valdosta High School,452,174,38.5
2018-19,792,Valdosta City,ALL,All Schools,452,174,38.5
2018-19,793,Vidalia City,273,Vidalia Comprehensive High School,159,59,37.11
2018-19,793,Vidalia City,ALL,All Schools,159,59,37.11
2018-19,799,State Schools,1894,Georgia Academy for the Blind,10,,
2018-19,799,State Schools,ALL,All Schools,10,,
2018-19,7991893,State Schools- Atlanta Area School for the Deaf,1893,Atlanta Area School for the Deaf,16,,
2018-19,7991893,State Schools- Atlanta Area School for the Deaf,ALL,All Schools,16,,
2018-19,7991895,State Schools- Georgia School for the Deaf,1895,Georgia School for the Deaf,,,
2018-19,7991895,State Schools- Georgia School for the Deaf,ALL,All Schools,,,
2018-19,891,Department of Juvenile Justice,104,Atlanta Youth Detention Center,,,
2018-19,891,Department of Juvenile Justice,298,Augusta Youth Development Campus,,,
2018-19,891,Department of Juvenile Justice,405,Muscogee Youth Development Center,,,
2018-19,891,Department of Juvenile Justice,598,Macon Youth Development Campus,,,
2018-19,891,Department of Juvenile Justice,898,Eastman Youth Development Campus,14,,
2018-19,891,Department of Juvenile Justice,ALL,All Schools,22,,
2018-19,ALL,All Systems,ALL,All Schools,112964,50228,44.46
