SCHOOL_DSTRCT_NM,slope,intercept,r2,p-value,std error
Appling County,-66.5,3618.5,-0.970725343394151,0.1544209583112665,16.454482671904337
Atkinson County,-31.5,1729.1666666666667,-0.9929779956112498,0.07548838457067525,3.752776749732557
Atlanta Public Schools,-2835.5,58871.166666666664,-0.9543836304551918,0.19302802813223932,887.0986886098603
Bacon County,-56.5,2214.5,-0.986081943733035,0.10633822731705041,9.52627944162881
Baker County,4.5,289.1666666666667,0.3148059294967767,0.7961211296001115,13.567731325956204
Baldwin County,-89.5,5179.5,-0.8684410242701257,0.3302446802823285,51.095498823281886
Banks County,-23.5,2946.1666666666665,-0.772118958592563,0.438393859247938,19.341234017852468
Barrow County,114.5,14566.5,0.9735958096256216,0.14661952486150803,26.846787517317612
Bartow County,-127.5,14153.833333333334,-0.836784003718802,0.368865995544996,83.42711389790091
Ben Hill County,-26.0,3116.6666666666665,-0.999015263178192,0.028254710045129673,1.154700538379218
Berrien County,-47.0,3266.6666666666665,-0.9981190970069563,0.039052281862731755,2.88675134594816
Bibb County,-1728.0,25744.0,-0.9690855949670005,0.15870872125077182,439.94090512249494
Bleckley County,-33.0,2591.3333333333335,-0.9102510293006463,0.27177705560524207,15.011106998930277
Brantley County,-34.5,3538.5,-0.9358567275868334,0.22925556759247512,12.990381056766582
Bremen City,-17.0,2318.3333333333335,-0.8786576015523941,0.31687941909774253,9.237604307034013
Brooks County,-38.0,2347.6666666666665,-0.9682248831583601,0.16091459523145982,9.814954576223647
Bryan County,78.0,9964.333333333334,0.9902549941944777,0.08894867583823879,10.969655114602784
Buford City,275.5,5096.833333333333,0.9948744555171845,0.06448382615612244,28.0014880556967
Bulloch County,100.5,11184.166666666666,0.997431609917469,0.04563715994048271,7.21687836487007
Burke County,-3.0,4221.333333333333,-0.07100053119114634,0.9547615951979811,42.14656965084268
Butts County,-52.5,3641.5,-0.8903421994360567,0.3009302328298404,26.846787517317598
Calhoun City,-2.0,4160.0,-0.08219949365267865,0.9476110671783532,24.24871130596428
Calhoun County,-30.999999999999996,557.6666666666666,-0.983095469070735,0.11722233912310312,5.773502691896281
Camden County,-99.5,9925.5,-0.901977356851139,0.2842309817183751,47.631397208144136
Candler County,30.5,2227.1666666666665,0.8938428569737911,0.2959979656552168,15.299782133525078
Carroll County,-128.5,15816.5,-0.805915908979529,0.40334663870542803,94.39676901250382
Carrollton City,33.5,5449.833333333333,0.6630955461153741,0.5384845973664849,37.816442631920495
Cartersville City,-0.5,4704.166666666667,-0.008448726774244401,0.9946213094935201,59.178402591936646
Catoosa County,-108.99999999999999,11074.666666666666,-0.9959703961190074,0.057170533236569045,9.814954576223627
Charlton County,-35.5,1773.1666666666667,-0.8475635969775529,0.35613718468125666,22.227985363800585
Chattahoochee County,1.0,979.3333333333334,0.0691163516376137,0.9559640559172247,14.433756729740644
Chattooga County,-98.0,2887.3333333333335,-0.9884712542659186,0.09676187497527985,15.011106998930142
Cherokee County,-393.0,44514.0,-0.9267192747946617,0.245232760001547,159.3486742963368
Chickamauga City,-24.5,1338.1666666666667,-0.8748140473892506,0.32196693517413094,13.567731325956213
Clarke County,-597.5,13885.5,-0.9868513716881587,0.10335044745083707,97.86087062764167
Clay County,-8.5,206.5,-0.737043474095502,0.4724425533026623,7.794228634059948
Clayton County,-4085.5,64203.5,-0.957055606911445,0.18724703449997915,1237.5503020079632
Clinch County,-35.5,1367.8333333333333,-0.895844080423392,0.2931438231104938,17.60918321028358
Cobb County,-2836.0,120507.33333333333,-0.9214508387295507,0.2540098357008174,1195.6924074917144
Coffee County,-114.5,8006.5,-0.8865320594206126,0.3062149921852136,59.75575286112627
Colquitt County,-405.0,9918.666666666666,-0.999898404957576,0.009074758070151519,5.773502691894111
Columbia County,282.0,29145.666666666668,0.9581127558622129,0.18491142373052005,84.29313930168537
Commerce City,-22.5,1802.8333333333333,-0.5677885016767978,0.6155982802035262,32.62029020921385
Cook County,-4.0,3170.0,-0.7559289460184545,0.4543710516570098,3.464101615137754
Coweta County,-186.0,23795.0,-0.9993069992237671,0.023702113041619583,6.9282032302754555
Crawford County,-30.5,1771.8333333333333,-0.9925152294864007,0.0779391420453687,3.752776749732566
Crisp County,-83.0,3927.0,-0.9991301824970474,0.026554655821053794,3.4641016151375488
Dade County,-41.5,2194.1666666666665,-0.8763912043348725,0.3198882864265009,22.805335632990232
Dalton Public Schools,-149.5,8090.166666666667,-0.9968808344441871,0.05029528633637535,11.835680518387647
Dawson County,38.5,3725.1666666666665,0.999971890767517,0.004773320897951739,0.28867513459486527
Decatur City,24.5,5733.5,0.3990736155109422,0.7386635724861905,56.29165124598851
Decatur County,-284.0,5236.0,-0.9701311797313202,0.15598797237652537,71.01408311032394
DeKalb County,-6165.0,111439.66666666667,-0.9608288435468606,0.17877478358537147,1778.238829104046
Dodge County,-96.5,3246.5,-0.9885614026263188,0.09638209345704712,14.72243186433537
Dooly County,-30.999999999999996,1274.3333333333333,-0.9916087222878418,0.08253028156501886,4.041451884327361
Dougherty County,-694.5,15277.833333333334,-0.9793213968550974,0.12969013941481086,143.47154189362203
Douglas County,-681.0,29396.0,-0.9397726344668641,0.22207324072562348,247.68326548234938
Dublin City,-29.0,2472.3333333333335,-0.6482436682537254,0.55100763884947,34.06366588218792
Early County,-120.99999999999999,2039.0,-0.999590443668829,0.018220771683641925,3.4641016151374378
Echols County,10.5,859.5,0.6286185570937122,0.5672413826152548,12.99038105676658
Effingham County,250.5,12944.5,0.9798247066106175,0.12809669783964947,51.09549882328182
Elbert County,-5.5,3041.5,-0.987829161147262,0.09942528405141164,0.8660254037844363
Emanuel County,-79.5,4245.166666666667,-0.9515443779027254,0.19899248030006728,25.692086978938345
Evans County,-27.5,1970.1666666666667,-0.9999449081342722,0.006682529041560857,0.28867513459473815
Fannin County,-73.0,3113.3333333333335,-0.9947559951931759,0.06522538195006146,7.505553499465017
Fayette County,-220.99999999999997,21233.666666666668,-0.9058492895720088,0.27846764348648395,103.3456981849431
Floyd County,-284.5,9974.166666666666,-0.9990495230175512,0.027758776984147776,12.413030787577572
Forsyth County,904.9999999999999,51012.666666666664,0.9999997965060703,0.00040613541112503556,0.5773502691625185
Franklin County,-22.0,3868.6666666666665,-0.775719389922797,0.434774438418791,17.897858344878404
Fulton County,-3322.5,102081.83333333333,-0.9778253256381538,0.13431655895423422,711.5842067762125
Gainesville City,-117.0,8465.333333333334,-0.981070992826952,0.1240642036410982,23.094010767585026
Gilmer County,-48.0,4329.666666666667,-0.9913603750133422,0.08374439349412294,6.350852961085912
Glascock County,-4.0,557.3333333333334,-0.6546536707079771,0.5456289483429901,4.618802153517007
Glynn County,-266.0,14079.333333333334,-0.9956729052974039,0.05924477413213734,24.826061575153744
Gordon County,-157.0,6808.666666666667,-0.999891831960635,0.009363722066879871,2.309401076757556
Grady County,-92.5,4771.5,-0.9964687564557906,0.05351639359671983,7.794228634059876
Greene County,-27.0,2574.3333333333335,-0.9943329476839785,0.06780770453384764,2.8867513459481406
Griffin-Spalding County,-397.5,11097.833333333334,-0.9555224044680283,0.19058501837808395,122.68693220279536
Gwinnett County,-2226.5,196283.16666666666,-0.9226804222982238,0.251987315598348,930.3999587990817
Habersham County,-86.0,7285.0,-0.9673919302191691,0.1630215098488897,22.51666049839538
Hall County,-210.0,28764.333333333332,-0.9662315303730242,0.1659130584513757,56.00297611139376
Hancock County,-27.999999999999996,842.6666666666666,-0.910679468583373,0.27111757151647686,12.701705922171769
Haralson County,-26.0,3478.3333333333335,-0.5876800553119393,0.6000827761534195,35.7957166897568
Harris County,37.0,5492.333333333333,0.8833761433287171,0.3105294819854098,19.629909152447272
Hart County,-37.5,3635.5,-0.9976086055845277,0.044035944082775426,2.5980762113533307
Heard County,3.0,2123.3333333333335,0.2923064111077339,0.8111545771424757,9.814954576223638
Henry County,-964.0,47741.333333333336,-0.9216413580161976,0.2536974533631703,405.8772392403068
Houston County,-183.0,31797.333333333332,-0.5987483510271078,0.5913299179154285,244.79651413640136
Irwin County,-33.0,1732.0,-0.9786642126699789,0.13174212485185446,6.928203230275521
Jackson County,330.0,8216.0,0.9844476222169005,0.11242373006316124,58.88972745734168
Jasper County,-13.5,2434.5,-0.5960395606792697,0.5934802716263395,18.186533479473212
Jeff Davis County,-21.5,3088.1666666666665,-0.8760320816498046,0.32036268378204785,11.835680518387333
Jefferson City,68.5,3897.1666666666665,0.8628591061068953,0.33734294500821227,40.125843708678985
Jefferson County,-96.99999999999999,2495.0,-0.9778046953007641,0.13437925844546053,20.784609690826585
Jenkins County,-8.5,1158.5,-0.32058357172200347,0.792241994528641,25.11473670974872
Johnson County,-32.0,1138.3333333333333,-0.8925696039667222,0.29780067112167025,16.165807537309515
Jones County,-73.0,5331.0,-0.9729874437227902,0.14830659295579568,17.320508075688796
Lamar County,23.5,2744.5,0.683243470439757,0.5211375316321898,25.11473670974872
Lanier County,1.0,1773.0,0.07198157507486945,0.9541354410609701,13.856406460551018
Laurens County,-79.5,6615.5,-0.9055750513394282,0.27887950552290386,37.239092362730865
Lee County,-72.5,6626.833333333333,-0.7777137710478189,0.4327586173847452,58.60105232274702
Liberty County,24.0,10970.666666666666,0.1640248577245157,0.8951045426132593,144.33756729740642
Lincoln County,-6.999999999999999,1111.3333333333333,-0.5806513267897976,0.6055959272816156,9.814954576223638
Long County,52.99999999999999,4026.0,0.9410425921026763,0.21969566955890144,19.052558883257664
