SCHOOL_DSTRCT_NM,slope,intercept,r2,p-value,std error
Appling County,491.33791174999993,62.101295483333445,0.8739691002955636,0.3230755244683512,273.21461586581177
Atkinson County,-2.2809006500000066,375.99193585,-0.060608254837849686,0.9613919250574383,37.564313913702925
Atlanta Public Schools,15.613737249999986,270.6458585166667,0.995225983773411,0.06223146072169947,1.5311690848852537
Bacon County,11.35083130000001,368.65394963333335,0.7386032804548167,0.4709714219450563,10.360166873618914
Baker County,-86.50007650000009,1888.6268918333335,-0.49574592008892354,0.66978945348557,151.53430681886198
Baldwin County,14.659980400000023,380.96766116666663,0.9184266533023128,0.25892063879779464,6.314451777168831
Banks County,-4.456019150000003,267.90144221666674,-0.9999998984508777,0.0002869017594479548,0.0020081685745062597
Barrow County,-4.01962859999999,225.6799401,-0.2727053847787637,0.824163148499026,14.18114641479606
Bartow County,7.252811399999998,150.13561703333338,0.5218896624077075,0.6504545346500925,11.85450271451317
Ben Hill County,90.87066784999996,401.3417152833334,0.9684539328037903,0.16033047675982393,23.381910434165803
Berrien County,10.266889699999993,257.1202425,0.7786392563332419,0.4318204968051417,8.273644189522498
Bibb County,-34.89817910000001,257.66434806666666,-0.7953594865385214,0.41456418613955565,26.595662955555746
Bleckley County,33.353382899999986,322.1444903,0.8066370632942759,0.4025705252320124,24.439020215240838
Brantley County,-25.57007215,281.03700928333336,-0.7895323517997817,0.4206463277854867,19.875793423358342
Bremen City,23.71265975,471.70825595,0.7312730349616164,0.47785307228851204,22.11765687391742
Brooks County,51.74289605000001,753.6131699833334,0.9757793296134472,0.14040051293276098,11.600091557476489
Bryan County,48.11050385,125.56478935000003,0.9203966879197039,0.25573173265817095,20.437412052413087
Buford City,54.345153649999986,698.50429925,0.9826922977777826,0.11861598287058947,10.2444969122503
Bulloch County,2.2840401000000057,123.94756486666665,0.15637822896307407,0.900036247099173,14.42617767955191
Burke County,28.75892545000005,670.8698377166668,0.995383521715796,0.06119525330605741,2.7730059239668616
Butts County,5.375280349999997,327.3147330833333,0.25135379331021696,0.8382484759766042,20.698746591805335
Calhoun City,1.3813993999999923,246.61710649999998,0.206785864391805,0.8673993126084798,6.535950360422572
Calhoun County,-217.57275249999998,1963.2300348333333,-0.8138999939595022,0.3946806605970989,155.3149724733477
Camden County,3.1061781499999976,117.61542451666668,0.8518746442326284,0.3509316087277074,1.9097264557976652
Candler County,-45.05108285,399.15889588333334,-0.7743996732860553,0.4361040383706261,36.80744396839224
Carroll County,27.027291799999993,131.82331006666666,0.8343371667840407,0.37170130637726684,17.85718777119075
Carrollton City,-67.94336535,410.3959960166667,-0.8625508439999049,0.3377310068079387,39.855426150514305
Cartersville City,13.470373899999997,278.1111752666667,0.9672810684106952,0.16329992415526512,3.5331308834926527
Catoosa County,18.33683880000001,178.82426506666664,0.897545199243181,0.290697250028344,9.008041122015157
Charlton County,192.1035271,392.1586004,0.8768850227940889,0.3192349048495107,105.30935801820965
Chattahoochee County,18.077267499999948,1020.4611615,0.5834559847487297,0.6034001428375494,25.16275175621072
Chattooga County,38.83831380000001,217.1727376333333,0.7457345981395217,0.46419739777216684,34.69834957344926
Cherokee County,1.0955940500000025,138.09627975,0.8936129452758804,0.2963242324189212,0.5502882166244493
Chickamauga City,12.75117769999997,614.8632963666668,0.4849537163858528,0.6776728880292778,22.994797742626965
Clarke County,24.952862300000003,212.85738200000003,0.9292925893838853,0.2408354468036593,9.91743609652567
Clay County,235.945786,1872.2139446666667,0.9123754071606425,0.2684921410798249,105.86154701625772
Clayton County,2.7484552000000093,200.5258756,0.11312801746279166,0.927825958740254,24.139124278164324
Clinch County,-46.03223815000001,552.11549825,-0.708899660484938,0.4983837882093342,45.79910179502367
Cobb County,9.695959049999999,167.13802831666666,0.9841108064320885,0.11363779031864037,1.7493659174195462
Coffee County,5.409424049999998,195.84964388333333,0.9927682426635972,0.07660888067367358,0.654114039293253
Colquitt County,27.279105749999985,221.5360110833333,0.9979265099128605,0.04100352304837313,1.7594312688075475
Columbia County,3.282579179999999,88.17539775333334,0.8575278215814035,0.34399855782801075,1.9692447098520582
Commerce City,11.13719064999998,373.11457175,0.3795857765903393,0.7521330325461586,27.14444399930247
Cook County,15.313760899999977,466.9856731333333,0.2755887207360804,0.8222544317960498,53.415630647613604
Coweta County,-2.882018434999999,96.04555058166667,-0.9511091455007229,0.19989154778127022,0.9358817812482286
Crawford County,36.03182355000004,517.1612943499999,0.9460803749152777,0.21000979504535544,12.337069938492673
Crisp County,10.091613549999977,306.79656035000005,0.9874921278808382,0.10079536308133345,1.6112813999476328
Dade County,51.25820375000001,367.63749048333335,0.9592895232985191,0.18227734644854737,15.09093274618656
Dalton Public Schools,14.042785399999998,165.98786686666665,0.9295423146239652,0.24040464157967578,5.570259577744145
Dawson County,-6.2720396999999934,292.44254323333337,-0.8485374611575845,0.3549672205993633,3.911150452629335
Decatur City,87.78028170000002,298.5463199666666,0.9129493999137606,0.2675980797248581,39.2362857388625
Decatur County,8.925316199999997,130.12157276666667,0.917988520044115,0.2596248167283848,3.8560857861754108
DeKalb County,150.56411305,183.64913045000003,0.8893610381430466,0.302299280768115,77.40248326674379
Dodge County,13.452269699999986,243.1946893,0.9963503496474931,0.05440676758721993,1.1524643453166106
Dooly County,41.38035264999996,614.9611186500001,0.9687046139464142,0.15968879738936903,10.603109718113561
Dougherty County,0.6127209999999934,329.6618977333334,0.04888082595299761,0.9688690942779612,12.520012753227311
Douglas County,-0.44238300000000663,145.43199296666668,-0.12256412942200313,0.9217765668123289,3.5821875275753166
