SCHOOL_DSTRCT_CD,SCHOOL_DSTRCT_NM,TOTAL_Grad_Rate,PERCENT_Grad_Rate,TOTAL_COUNT_Grad_Rate,Percent Direct Certified,ACT Composite,STUDENT_COUNT_ALL_Attendance,FIVE_OR_FEWER_PERCENT_ALL_Attendance,SIX_TO_FIFTEEN_PERCENT_ALL_Attendance,OVER_15_PERCENT_ALL_Attendance,CHRONIC_ABSENT_PERC_ALL_Attendance,PROGRAM_PERCENT_Dropout,Teachers_Percent_Inexp,HOPE_ELIGIBLE_PCT,Debt Services_Expenditures_Per Student,Federal_Revenues_Per Student,General Administration_Expenditures_Per Student,Instruction_Expenditures_Per Student,Instructional Support_Expenditures_Per Student,Local_Revenues_Per Student,Maintenance and Operations_Expenditures_Per Student,Media_Expenditures_Per Student,Other_Revenues_Per Student,Pupil Services_Expenditures_Per Student,Renovation and Capital Projects_Expenditures_Per Student,School Administration_Expenditures_Per Student,School food Services_Expenditures_Per Student,State Lottery_Revenues_Per Student,State Other_Revenues_Per Student,State QBE_Revenues_Per Student,Transportation_Expenditures_Per Student,Debt Services_Expenditures_Dollars per FTE,Federal_Revenues_Dollars per FTE,General Administration_Expenditures_Dollars per FTE,Instruction_Expenditures_Dollars per FTE,Instructional Support_Expenditures_Dollars per FTE,Local_Revenues_Dollars per FTE,Maintenance and Operations_Expenditures_Dollars per FTE,Media_Expenditures_Dollars per FTE,Other_Revenues_Dollars per FTE,Pupil Services_Expenditures_Dollars per FTE,Renovation and Capital Projects_Expenditures_Dollars per FTE,School Administration_Expenditures_Dollars per FTE,School food Services_Expenditures_Dollars per FTE,State Lottery_Revenues_Dollars per FTE,State Other_Revenues_Dollars per FTE,State QBE_Revenues_Dollars per FTE,Transportation_Expenditures_Dollars per FTE,SAT Combined Score
685,Lamar County,162,88.52,183,36.31723596,18.4,2739,60.6,33.6,5.8,6.2,1.7,36.61971831,47.56,0,0,383.1769222,5878.854012,339.3096495,3309.573279,897.7668091,151.7907229,0,244.9036729,0,570.9262614,4.105115005,0,236.9314312,5531.526104,451.4616247,0,0,407.74,6255.7,361.06,3521.73,955.32,161.52,0,260.6,0,607.52,4.37,0,252.12,5886.11,480.4,976
686,Lanier County,93,92.08,101,40.60568603,19.41111111,1758,62.9,32.3,4.8,4.4,1.833333333,38.04202056,29.59,0,4.77940273,458.862008,5658.805552,345.5726678,1972.071502,954.5074915,165.2695279,0,626.9868714,0,688.6869056,9.288213879,0,232.5713936,7987.676906,446.393942,0,5.16,495.2,6106.92,372.94,2128.24,1030.09,178.36,0,676.64,0,743.22,10.02,0,250.99,8620.22,481.74,1015
687,Laurens County,403,90.16,447,37.29436192,20,6579,65.1,29.3,5.6,6.2,1.1,30.49792531,46.25,12.26436845,0,395.0253048,6097.261081,159.9637133,2218.314811,678.6243335,162.4990287,0,476.594981,14.59188326,641.6576851,7.187116583,0,163.1204499,7193.645843,572.389354,12.82,0,412.85,6372.34,167.18,2318.39,709.24,169.83,0,498.1,15.25,670.61,7.51,0,170.48,7518.19,598.21,982
688,Lee County,455,91.73,496,29.24022699,19.7,6622,66.8,28.7,4.5,4.5,1.1,34.40805403,41.87,0,0,144.6225853,5672.337187,249.5991543,2966.05003,857.7457596,182.4972878,1.909903352,369.4357838,0,521.5029855,8.52269707,0,126.9291815,5827.936122,502.5701933,0,0,148.83,5837.17,256.85,3052.24,882.67,187.8,1.97,380.17,0,536.66,8.77,0,130.62,5997.29,517.17,1035
689,Liberty County,580,93.7,619,34.52579035,18.3,10828,59.8,32.5,7.7,9.2,1.6,42.15621923,31.6,0,859.8060039,236.6293175,6022.570674,484.9704793,2181.540166,797.3040007,192.2651838,0,401.1964629,0,657.193587,4.710289065,0,112.0080209,6249.421315,662.7191993,0,964.96,265.57,6759.16,544.28,2448.35,894.82,215.78,0,450.26,0,737.57,5.29,0,125.71,7013.76,743.77,971
690,Lincoln County,84,94.38,89,37.28489484,18.5,1093,57,36.1,6.9,6.7,1.833333333,35.45006165,42.53,0,260.1069442,495.9024886,7167.640897,237.4992406,4480.86946,1196.946752,241.3771912,6.500457457,375.7317292,0,863.6209424,11.59561757,0,353.4479414,6595.623971,974.0280238,0,272.58,519.68,7511.25,248.88,4695.68,1254.33,252.95,6.81,393.74,0,905.02,12.15,0,370.39,6911.81,1020.72,1005
691,Long County,214,88.43,242,31.53887983,18.1,4101,58.2,34.7,7,7.9,1.3,57.58589915,49.54,0,79.35250427,248.983921,4862.564765,467.9719654,1435.790656,551.0766228,112.9543526,0.00243843,325.3298415,0,457.3868617,7.433840527,0,136.7139088,6596.454523,577.5589393,0,86.9,272.65,5324.8,512.46,1572.28,603.46,123.69,0,356.26,0,500.87,8.14,0,149.71,7223.51,632.46,960
692,Lowndes County,622,94.1,661,26.34844869,21.3,11284,66.6,30,3.4,4,1.3,32.04065451,53.9,0,82.40718894,230.5074708,5599.047383,256.4622554,2807.577169,678.8670285,133.5658295,0,293.7437983,6.662246544,470.5661982,4.515865828,0,101.9832099,5919.828607,432.2772979,0,87.53,244.83,5946.88,272.39,2981.99,721.04,141.86,0,311.99,7.08,499.8,4.8,0,108.32,6287.59,459.13,1051
693,Lumpkin County,237,96.73,245,23.54324536,20.2,4071,52.5,38.4,9.1,9.9,1.833333333,35.6695617,46.09,5.817433063,0,198.4987865,6107.979668,514.9355711,4158.372596,860.8034095,159.3005527,0.628445099,530.4080005,0,683.4970179,35.49686809,0,57.86706706,5508.008597,575.2742643,6.13,0,209.13,6435.19,542.52,4381.14,906.92,167.83,0.66,558.82,0,720.11,37.4,0,60.97,5803.08,606.09,1047
694,Macon County,82,77.36,106,58.52119026,16.5,1202,52.9,34.6,12.5,12.6,3.3,58.54322668,19.54,0,0,995.4810732,5256.462097,557.2835691,5710.260732,1472.884309,198.7810067,0,502.6186855,0,852.3631115,10.99677205,0,122.3402329,4968.251248,589.3169717,0,0,1064.56,5621.23,595.96,6106.52,1575.1,212.58,0,537.5,0,911.51,11.76,0,130.83,5313.02,630.21,998.0346821
695,Madison County,291,95.1,306,29.49699855,20.3,5142,52.6,38.2,9.2,8.7,1,28.31205674,35.35,0,0,351.8908965,6799.660852,354.1851634,2988.41134,738.0129055,181.9700078,110.7740393,664.1890335,-4.27849086,725.3747122,7.789124854,0,241.7541501,7805.105795,511.684331,0,0,369.27,7135.48,371.68,3136,774.46,190.96,116.24,696.99,-4.49,761.2,8.17,0,253.69,8190.58,536.96,1021
781,Marietta City,528,83.68,631,24.44418978,21.8,9610,65,28.5,6.5,8.3,2.2,37.12091219,40.07,0,20.75881686,319.2981353,7161.353568,743.5467305,6516.016007,777.3646389,151.455231,1.440426639,703.2335109,0,762.9987066,3.860509886,0,158.2885765,5122.306139,503.6736826,0,21.75,334.62,7504.97,779.22,6828.67,814.66,158.72,1.51,736.98,0,799.61,4.05,0,165.88,5368.09,527.84,1046
696,Marion County,107,91.45,117,44.11990776,18,1375,65.2,29.3,5.5,5.4,1.833333333,22.74204029,52.73,0,0,408.9813091,4934.483171,775.2544509,2678.277644,1029.051942,151.7563127,39.12166545,255.0750764,43.63636364,625.8409455,3.534276364,0,110.5401309,6902.629818,785.6366909,0,0,429.93,5187.24,814.97,2815.47,1081.76,159.53,41.13,268.14,45.87,657.9,3.72,0,116.2,7256.2,825.88,985
697,McDuffie County,222,81.92,271,50.0142898,17.9,3674,58,31.6,10.3,9.7,1.2,45.750968,45.13,0,0,324.3572373,5633.49362,418.8741236,3415.968734,908.1525204,223.1240719,0,396.4724143,0,713.8799075,4.958587371,0,183.2964834,6624.583832,543.5648612,0,0,339.32,5893.35,438.2,3573.54,950.04,233.42,0,414.76,0,746.81,5.19,0,191.75,6930.16,568.64,999
698,McIntosh County,84,97.67,86,43.05003971,19.41111111,1378,46.6,41.8,11.6,11,1.833333333,54.02038505,34.09,0,0,503.9309652,5548.702025,496.8554209,5283.589028,1594.646967,229.852939,0,409.9720537,0,776.0838824,46.8248984,0,320.3323803,4842.029753,635.6968433,0,0,548.51,6039.58,540.81,5751.02,1735.72,250.19,0,446.24,0,844.74,50.97,0,348.67,5270.39,691.94,942
699,Meriwether County,152,79.17,192,47.20416125,17.4,2557,58,33.6,8.5,9.7,2.9,52.6618705,28.85,0,0,448.6471177,5503.018189,296.0068088,4495.194368,1140.145315,111.6007822,0,602.2168831,0,843.5252757,10.13958936,0,259.7675792,6563.12984,815.9672781,0,0,496.62,6091.44,327.66,4975.85,1262.06,123.53,0,666.61,0,933.72,11.22,0,287.54,7264.9,903.22,1053
700,Miller County,57,81.43,70,46.56862745,19.41111111,863,47.6,37.7,14.7,14.3,1.833333333,35.55926544,52.63,0,0,970.0022827,5822.912758,59.19677868,6004.43051,1395.28613,132.9550174,0,280.0746698,0,776.4286095,8.173580533,0,377.1246582,7090.632677,930.9073001,0,0,1013.45,6083.75,61.85,6273.39,1457.79,138.91,0,292.62,0,811.21,8.54,0,394.02,7408.25,972.61,1011
701,Mitchell County,73,79.35,92,67.95275591,17,1468,83.7,14.4,1.9,1.9,1.833333333,57.03517588,31.43,0,0,456.9514237,6364.641717,1322.151689,7971.315089,1319.287439,220.3951226,0,466.4442507,0,1003.243099,30.62385559,0,250.4393256,5294.829339,928.826376,0,0,525.3,7316.6,1519.9,9163.58,1516.61,253.36,0,536.21,0,1153.3,35.2,0,287.9,6086.77,1067.75,969
702,Monroe County,280,92.11,304,34.4337227,19.9,4158,64,30.5,5.5,5,1.833333333,34.22548121,48.56,0,16.05715248,451.7478499,6862.053086,263.2494733,5931.824656,1052.998415,170.1960197,0,392.3333838,0,587.9907095,5.007549303,0,106.1054906,4797.761664,949.6263853,0,16.83,473.5,7192.44,275.92,6217.43,1103.7,178.39,0,411.22,0,616.3,5.25,0,111.21,5028.76,995.35,1016
703,Montgomery County,49,84.48,58,47.89915966,19.41111111,911,61.4,32.4,6.3,6.5,1.833333333,53.4428795,40,0,0,365.3288804,6469.348244,532.259045,3418.458584,869.2949726,115.292876,0,488.046213,0,535.2302744,7.156673985,0,210.1321076,6288.001098,649.9008342,0,0,396.21,7016.16,577.25,3707.4,942.77,125.04,0,529.3,0,580.47,7.76,0,227.89,6819.49,704.83,998.0346821
704,Morgan County,206,91.96,224,26.68168651,20.2,3265,66.1,29.2,4.6,4.5,1.1,29.43023777,50.48,81.30883614,24.85104135,447.6216386,6982.718129,475.2756907,5162.690018,709.0722511,165.8196355,0,430.5331516,173.3051057,653.7272221,16.63533844,0,204.8705023,5367.537519,610.056245,84.28,25.76,463.96,7237.64,492.63,5351.17,734.96,171.87,0,446.25,179.63,677.59,17.24,0,212.35,5563.5,632.33,1004
705,Murray County,425,95.94,443,31.98374692,19,7346,57.4,34.2,8.4,11.7,1.833333333,36.97179044,55.66,0,0,126.9522938,5633.373176,356.5030302,2069.807893,695.8592989,140.3616662,0,273.1527974,21.22469099,534.6030888,3.271252382,0,141.4522311,6335.824666,409.426624,0,0,131.72,5845.02,369.9,2147.57,722,145.64,0,283.42,22.02,554.69,3.39,0,146.77,6573.87,424.81,974
706,Muscogee County,1875,89.37,2098,42.2701609,19.2,33878,60,31.6,8.5,9.4,2.4,41.85910478,39.84,1.779990554,43.27651485,145.9546089,5930.841862,446.6088119,3492.733544,875.5695038,159.9020146,2.203653994,290.26583,0,609.7028269,0,0,81.40121613,5145.344058,420.3163248,1.94,47.2,159.2,6468.93,487.13,3809.62,955.01,174.41,2.4,316.6,0,665.02,0,0,88.79,5612.17,458.45,1035
707,Newton County,1342,89.83,1494,36.83093735,17.7,20675,56,35.3,8.7,9.2,2,44.87366698,40.36,0,3.235894559,129.4755434,5963.480252,551.8891216,2996.425506,806.8859671,130.5662201,0.926771463,430.0459347,0,648.1093059,5.18933688,0,152.3977083,6192.972769,550.8760295,0,3.5,140.03,6449.49,596.87,3240.63,872.65,141.21,1,465.09,0,700.93,5.61,0,164.82,6697.69,595.77,976
708,Oconee County,592,97.53,607,7.0755886,23.5,8342,72.1,24.7,3.2,2.8,0.4,39.54379733,75.62,0.892071446,0.004281947,146.3306449,6826.116356,228.1921937,4697.495357,777.9114025,132.4158355,0.503476385,312.0621626,0,673.3987509,24.89938264,0,163.5421817,5277.925438,502.2447854,0.91,0,149.08,6954.5,232.48,4785.85,792.54,134.91,0.51,317.93,0,686.06,25.37,0,166.62,5377.19,511.69,1116
709,Oglethorpe County,135,96.43,140,29.96146435,20,2153,56.4,36,7.6,7.1,1.833333333,30.74238579,52.55,0,2.183910822,332.5135346,6772.046103,514.1694241,4333.662253,819.464575,180.8238783,0,371.3610497,0,754.7649094,7.21620994,0,187.9582861,7135.098932,687.1041802,0,2.23,340.1,6926.47,525.89,4432.48,838.15,184.95,0,379.83,0,771.98,7.38,0,192.24,7297.8,702.77,1043
710,Paulding County,2052,90.8,2260,17.75954476,19.8,32432,52.1,38.9,9,8.1,1.5,31.02712754,44.09,0,0,95.5497262,6238.844891,468.297327,2958.515355,592.1539267,156.1371383,0.904045387,332.8674399,0,607.9203749,4.125310804,0,105.0746174,6137.317464,485.8876606,0,0,101.4,6620.8,496.97,3139.64,628.41,165.7,0.96,353.25,0,645.14,4.38,0,111.51,6513.06,515.63,1023
711,Peach County,226,87.6,258,42.04956837,17.4,3892,58.1,33.6,8.3,9.2,3.4,44.98425551,43.56,0,0,336.5502724,5395.826138,276.9591418,3354.59713,817.5645478,142.3428931,0.385405961,404.7407862,0,635.0173047,5.878625385,0,102.7026336,5376.776208,501.1730601,0,0,360.15,5774.14,296.38,3589.8,874.89,152.32,0.41,433.12,0,679.54,6.29,0,109.9,5753.76,536.31,929
784,Pelham City,99,86.09,115,56.28698225,17.8,1438,66,29.5,4.5,5.4,1.833333333,39.51129553,34.62,0,5.799082058,351.6745202,6661.678484,291.6020584,853.4793741,762.2338039,114.0753547,62.58692629,331.4095897,0,835.5485118,8.938449235,0,307.5043463,8599.013213,358.4585049,0,6.08,368.59,6982.14,305.63,894.54,798.9,119.56,65.6,347.35,0,875.74,9.37,0,322.3,9012.67,375.7,955
712,Pickens County,295,93.95,314,24.2759595,22.9,4470,55,36.6,8.3,8.6,0.9,40.51934472,51.16,0,0,273.6021163,6957.002407,580.6131655,5396.909025,975.9388971,216.4417025,0,393.667038,0,603.815736,4.972691275,0,132.2998881,5525.266667,705.9538367,0,0,285.75,7265.84,606.39,5636.49,1019.26,226.05,0,411.14,0,630.62,5.19,0,138.17,5770.55,737.29,1062
713,Pierce County,244,85.92,284,33.03468208,20.3,3682,68.9,28,3.1,3.9,1.2,28.05031447,57.09,0,0,317.7141065,6206.87261,339.7833351,2493.043183,698.3688539,179.3712493,0,575.7167789,0,647.1531613,5.738335144,0,249.2130337,7021.454644,442.2984383,0,0,333.57,6516.6,356.74,2617.45,733.22,188.32,0,604.45,0,679.45,6.02,0,261.65,7371.83,464.37,1106
714,Pike County,251,95.44,263,18.00976801,19.5,3441,60.7,33,6.3,6.8,0.9,31.54597845,53.88,0,0,275.2375937,5350.658901,288.9211421,2781.177265,621.4182592,135.9913804,0,659.6894217,0,552.2768759,9.930273176,0,170.7340424,6295.45016,488.7062337,0,0,287.7,5592.84,302,2907.06,649.54,142.15,0,689.55,0,577.27,10.38,0,178.46,6580.39,510.83,1009
715,Polk County,514,86.82,592,37.5,19.6,8237,55.5,33.1,11.4,10.8,2.1,30.89649467,53.77,0,0,161.8483186,5972.515753,144.8720881,2187.761078,881.180068,140.4565315,4.388887945,159.7620408,0,538.9212857,5.842537332,0,220.2363761,6480.175428,325.8823904,0,0,169.63,6259.78,151.84,2292.99,923.56,147.21,4.6,167.45,0,564.84,6.12,0,230.83,6791.86,341.56,1010
716,Pulaski County,91,91,100,46.38602065,19.41111111,1341,51.7,36.1,12.2,11.4,1.833333333,52.44755245,40.22,0,0,809.7634676,5477.891663,156.4688069,2843.282066,775.1025802,140.1950336,0,449.8033632,0,752.4505817,9.232028337,0,213.0916928,7145.611484,537.1657793,0,0,854.36,5779.59,165.09,2999.88,817.79,147.92,0,474.58,0,793.89,9.74,0,224.83,7539.15,566.75,1000
717,Putnam County,167,90.27,185,39.99298984,18.5,3007,55.5,36.7,7.7,7.5,1.833333333,37.16381418,40.48,0,12.06420685,423.2638244,6852.304696,410.3573661,7747.785979,1080.791038,169.9900233,5.53168274,394.9557931,0,687.1201463,4.829378118,0,189.6939874,4545.952112,917.7047223,0,12.43,436.02,7058.88,422.73,7981.36,1113.37,175.11,5.7,406.86,0,707.83,4.97,0,195.41,4683,945.37,1049
718,Quitman County,19,73.08,26,57.09219858,19.41111111,316,60.8,31.3,7.9,7.6,1.833333333,67.30769231,36.84,2.373417722,22.33550633,2092.189399,7290.974399,510.3151582,4447.972405,1349.866741,224.2970253,0,484.2217089,0,1192.08019,25.9139557,0,424.3144937,9186.018987,911.9087025,2.62,24.68,2311.65,8055.76,563.84,4914.54,1491.46,247.82,0,535.01,0,1317.12,28.63,0,468.82,10149.59,1007.56,795
719,Rabun County,143,92.86,154,25.69857994,20.4,2287,50.7,40.5,8.8,7.6,1.6,28.69405273,53.19,0,28.05017053,423.781854,7453.056996,544.154906,9558.640656,1646.422304,184.7617009,54.65675557,399.984836,8.75E-06,930.0165107,67.98295146,0,185.3374727,3783.926979,668.751526,0,29.05,438.94,7719.72,563.62,9900.64,1705.33,191.37,56.61,414.3,0,963.29,70.42,0,191.97,3919.31,692.68,1053
720,Randolph County,55,78.57,70,71.62921348,19.41111111,768,66.3,24.7,9,8.9,1.833333333,61.79039301,14.55,0,0,851.3023438,5718.130807,984.7345573,5248.371133,1550.62487,248.0487109,0,477.4298698,0,1339.457578,18.90089844,0,255.9342839,6607.966146,775.3224349,0,0,905.54,6082.44,1047.47,5582.75,1649.42,263.85,0,507.85,0,1424.8,20.11,0,272.24,7028.97,824.72,816
721,Richmond County,1761,77.17,2282,47.68691748,17.1,33955,56.2,32.6,11.2,13.7,2.4,44.71026965,28.42,0,38.20720247,193.5796354,5017.399096,351.7724214,2934.704947,907.6583287,123.1540024,0.294507436,279.5968968,0,777.7004429,9.651630688,0,113.7652305,5185.217199,415.2629436,0,43.85,222.17,5758.32,403.72,3368.08,1041.69,141.34,0.34,320.89,0,892.54,11.08,0,130.57,5950.92,476.59,960
722,Rockdale County,1112,84.56,1315,36.29533035,19.3,17729,60.4,31.4,8.1,9.4,2.2,49.61891644,36.92,0,10.86389813,282.1439043,6233.290727,596.3485476,3599.654296,714.9604969,160.573963,0,422.7001664,4.215262564,714.9760624,5.974039709,0,112.7283693,6376.835919,515.0995984,0,11.81,306.82,6778.51,648.51,3914.51,777.5,174.62,0,459.67,4.58,777.51,6.5,0,122.59,6934.61,560.15,984
785,Rome City,411,92.99,442,39.82357658,19.3,6691,69.1,24.4,6.5,6.6,0.5,46.84540787,42.34,0,70.61384546,279.5189598,6435.609359,164.8845688,3557.849849,932.5216575,154.6123614,0,481.7839023,172.912046,655.1678254,5.064101031,0,131.8879734,5895.172321,992.4179719,0,72.85,288.35,6639.02,170.1,3670.3,962,159.5,0,497.01,178.38,675.88,5.22,0,136.06,6081.5,1023.78,1029
625,Savannah-Chatham County,1984,89.73,2211,38.13983394,19.4,39853,58.8,32.1,9.2,10.1,2.1,42.61175952,34.84,0,29.1969794,292.6900943,6464.086332,317.3042265,6971.775816,976.7651585,165.4827928,1.361601385,373.6299277,11.84621358,683.8449241,3.750567084,0,60.07071111,4116.339999,714.8674486,0,32.26,323.36,7141.44,350.55,7702.33,1079.12,182.82,1.5,412.78,13.09,755.5,4.14,0,66.37,4547.68,789.78,993
723,Schley County,86,92.47,93,26.57916325,20.1,1248,66.3,31.1,2.6,2.6,1.833333333,28.34101382,54.22,26.62586538,0,549.051266,6275.370825,276.5474439,2141.591771,714.5975481,229.4145833,77.32371795,318.6479087,0,654.67625,3.993389423,0,160.0160657,7794.60016,458.4648317,27.13,0,559.36,6393.19,281.74,2181.8,728.01,233.72,78.78,324.63,0,666.97,4.07,0,163.02,7940.95,467.07,1019
724,Screven County,123,86.62,142,43.78995434,20.8,2362,59,32.7,8.3,8.7,1.833333333,28.9981895,42.4,0,0,307.8158129,5814.566562,234.5578747,3012.517756,770.8421804,164.006884,4.105601185,409.7645428,0,695.7121253,6.81988569,0,163.9843268,6553.027942,596.4435478,0,0,331.08,6254.1,252.29,3240.24,829.11,176.4,4.42,440.74,0,748.3,7.34,0,176.38,7048.38,641.53,1055
725,Seminole County,99,92.52,107,46.70846395,19.41111111,1365,68.9,24.9,6.2,7.1,1.833333333,25.58708415,46.32,0,1255.941392,334.2449011,6616.477502,198.3084835,3815.27537,1170.517407,332.7446667,0,545.9740147,0,666.1990623,19.06172161,0,288.6171941,6444.112088,641.1215678,0,1339.34,356.44,7055.85,211.48,4068.63,1248.25,354.84,0,582.23,0,710.44,20.33,0,307.78,6872.04,683.7,1007
786,Social Circle City,103,94.5,109,24.03282532,21.3,1798,58,35.5,6.5,6.7,1.833333333,44.66608846,33.66,1112.347052,0,551.6409066,6516.254766,318.5150501,3325.861596,863.2073192,193.1683927,0,372.1724638,0,881.2091491,42.00793103,0,207.7157953,6667.160178,495.9676363,1175.78,0,583.1,6887.85,336.68,3515.52,912.43,204.18,0,393.4,0,931.46,44.4,0,219.56,7047.36,524.25,992
727,Stephens County,231,93.9,246,37.23739496,20.2,4043,49,39.9,11.1,11,0.9,30.20572967,49.36,0,0,344.4330596,6108.176968,293.5062726,2912.44631,770.413072,98.15712095,0,360.3428914,0,521.3440193,12.56126391,0,159.0611427,6475.89117,440.2428667,0,0,363.02,6437.79,309.34,3069.61,811.99,103.45,0,379.79,0,549.48,13.24,0,167.64,6825.35,464,1037
728,Stewart County,25,92.59,27,65.17412935,19.41111111,440,68,27.7,4.3,4.5,1.833333333,34.33242507,40,0,0,1291.697205,7399.701636,912.6642727,7161.690773,1345.339886,244.5305455,0,1246.04575,432.1385909,1404.550614,0,0,407.7882727,6945.392045,1282.006455,0,0,1403.33,8039.18,991.54,7780.6,1461.6,265.66,0,1353.73,469.48,1525.93,0,0,443.03,7545.61,1392.8,951
729,Sumter County,261,92.55,282,62.36481615,16.5,4371,66.5,30.2,3.3,4.2,1.833333333,44.12438625,33.95,0,0,260.4819286,5858.883702,329.8669549,3380.994582,775.2025623,160.2513132,0,329.6276596,6.938462594,612.6459986,0,0,98.47474262,6427.921528,819.3310478,0,0,271.48,6106.15,343.79,3523.68,807.92,167.01,0,343.54,7.23,638.5,0,0,102.63,6699.2,853.91,918
730,Talbot County,28,80,35,59.20745921,19.41111111,458,64,33.6,2.4,0,1.833333333,38.46153846,42.86,0,0,1198.807205,6953.826397,404.42631,7192.690284,1786.793777,240.2647817,12.94467249,717.9177074,0,1173.462293,6.266069869,0,330.8482969,5441.39738,1093.304258,0,0,1262.19,7321.5,425.81,7572.99,1881.27,252.97,13.63,755.88,0,1235.51,6.6,0,348.34,5729.1,1151.11,998.0346821
731,Taliaferro County,11,100,11,57.92682927,19.41111111,177,79.7,18.6,1.7,2.8,1.833333333,32.05128205,63.64,0,0,2091.188023,12198.40542,1314.228079,8634.650904,2058.866384,518.7673446,0,1486.484068,0,1478.931864,40.46757062,0,304.2667232,11040.0113,1105.625876,0,0,2284.82,13327.89,1435.92,9434.16,2249.5,566.8,0,1624.12,0,1615.87,44.21,0,332.44,12062.23,1208,998.0346821
732,Tattnall County,199,89.24,223,40.87346025,20.3,3844,63.4,30.8,5.7,7,1.1,36.66734157,53,27.75037201,0,329.8275052,5473.126257,425.2281191,1932.273124,713.3947581,138.5694095,196.7554631,351.3636446,0,532.989334,11.27020291,0,165.794974,6781.207076,731.8987461,29.24,0,347.55,5767.19,448.07,2036.09,751.72,146.01,207.33,370.24,0,561.63,11.88,0,174.7,7145.55,771.22,1010
733,Taylor County,94,86.24,109,45.77677225,19.3,1486,62.4,33.2,4.4,4.3,3.4,35.17474634,55.1,0,75.99002692,511.5125774,6577.909024,190.7109287,3274.952349,976.7469179,173.2976043,0,341.5611238,0,593.4583513,6.264246299,0,532.833782,6518.26245,531.9688223,0,84.78,570.65,7338.42,212.76,3653.59,1089.67,193.33,0,381.05,0,662.07,6.99,0,594.44,7271.88,593.47,963
734,Telfair County,117,89.31,131,49.30467762,19.41111111,1685,62.4,31.8,5.8,7.6,1.833333333,25.08204407,58.82,0,0,422.284095,6335.442457,251.2865401,2840.130861,794.6947537,159.2046766,0,309.0559466,76.44807122,695.7890564,9.600077151,0,4155.183128,6790.162611,669.1309555,0,0,446.39,6697.13,265.63,3002.27,840.06,168.29,0,326.7,80.81,735.51,10.15,0,4392.4,7177.81,707.33,950
735,Terrell County,85,88.54,96,74.01032702,16,1253,65.8,31.2,3,7.3,1.833333333,39.73509934,20.45,112.9124581,0,519.8479569,5539.680758,588.0997207,4256.65743,1659.441748,185.4250838,387.9273743,422.9307901,0,836.8160255,8.927964884,0,238.1750599,5725.028731,841.5867039,121.23,0,558.16,5947.92,631.44,4570.34,1781.73,199.09,416.51,454.1,0,898.48,9.59,0,255.73,6146.92,903.61,921
736,Thomas County,337,92.58,364,38.88280394,19.4,5885,58.8,33.2,8,8.5,1.833333333,32.22797927,36.78,0,0,250.948559,6118.093562,611.8437961,2718.206289,858.894085,122.4999847,0,437.8563364,0,532.7400714,7.418197111,0,139.5401138,7099.413084,527.0103076,0,0,267.4,6519.1,651.95,2896.37,915.19,130.53,0,466.56,0,567.66,7.9,0,148.69,7564.74,561.55,1009
745,Thomaston-Upson County,290,88.69,327,43.80165289,17.2,4141,61,30.7,8.4,8,2,41.94493263,48.18,0,29.18705144,305.1609853,5751.44879,282.0818474,2501.899744,839.3754576,116.340169,18.08193673,351.5786042,0,691.2374378,9.041576914,0,145.0110094,7180.836754,603.3289544,0,30.07,314.35,5924.56,290.57,2577.21,864.64,119.84,18.63,362.16,0,712.04,9.31,0,149.38,7396.98,621.49,943
789,Thomasville City,138,78.41,176,37.17899578,19.7,2819,70.9,24.1,5,5.6,4.7,40.71729958,47.59,0,34.51411848,367.2412629,6426.925928,324.227868,4744.29613,1000.177634,148.7871444,-17.18909188,647.8092586,23.35615466,847.4562611,14.7191309,0,100.3974495,5436.431004,200.9036893,0,37.15,395.29,6917.72,348.99,5106.59,1076.56,160.15,-18.5,697.28,25.14,912.17,15.84,0,108.06,5851.58,216.25,1040
737,Tift County,510,86,593,42.61333333,19.1,8028,54.3,35.3,10.4,9.2,2.2,41.89481978,40.19,0,0,132.1806901,5962.63322,209.5008881,2600.351592,627.5155543,164.3727192,0,394.4376507,0,773.5132549,7.21017439,0,173.1462431,6188.930742,285.0147646,0,0,138.22,6235.25,219.08,2719.24,656.21,171.89,0,412.47,0,808.88,7.54,0,181.06,6471.89,298.05,1002
738,Toombs County,173,95.05,182,48.14814815,17,2994,60.7,32,7.3,8.6,1.833333333,35.39232053,44.25,1.430217101,0,189.8029826,6034.047051,106.8892184,2290.686293,590.2572211,170.2278023,0,298.1932966,0,548.6689112,10.54380762,0,140.0278257,6457.97161,431.5845925,1.5,0,198.42,6307.94,111.74,2394.66,617.05,177.95,0,311.73,0,573.57,11.02,0,146.38,6751.11,451.17,922
739,Towns County,57,95,60,21.7155266,21.4,977,62.9,31.5,5.5,5.6,1.833333333,23.66504854,65.52,0,29.99752303,704.2219652,8867.189734,53.07385875,9400.703286,1185.053982,254.582436,0,1107.7687,43.8525998,936.972436,15.01761515,0,388.6018424,4508.69089,757.5764483,0,31.38,736.64,9275.42,55.52,9833.5,1239.61,266.3,0,1158.77,45.87,980.11,15.71,0,406.49,4716.26,792.45,1033
