SCHOOL_DSTRCT_CD,SCHOOL_DSTRCT_NM,TOTAL_Grad_Rate,PERCENT_Grad_Rate,TOTAL_COUNT_Grad_Rate,Percent Direct Certified,ACT Composite,STUDENT_COUNT_ALL_Attendance,FIVE_OR_FEWER_PERCENT_ALL_Attendance,SIX_TO_FIFTEEN_PERCENT_ALL_Attendance,OVER_15_PERCENT_ALL_Attendance,CHRONIC_ABSENT_PERC_ALL_Attendance,PROGRAM_PERCENT_Dropout,Teachers_Percent_Inexp,HOPE_ELIGIBLE_PCT,Debt Services_Expenditures_Per Student,Federal_Revenues_Per Student,General Administration_Expenditures_Per Student,Instruction_Expenditures_Per Student,Instructional Support_Expenditures_Per Student,Local_Revenues_Per Student,Maintenance and Operations_Expenditures_Per Student,Media_Expenditures_Per Student,Other_Revenues_Per Student,Pupil Services_Expenditures_Per Student,Renovation and Capital Projects_Expenditures_Per Student,School Administration_Expenditures_Per Student,School food Services_Expenditures_Per Student,State Lottery_Revenues_Per Student,State Other_Revenues_Per Student,State QBE_Revenues_Per Student,Transportation_Expenditures_Per Student,Debt Services_Expenditures_Dollars per FTE,Federal_Revenues_Dollars per FTE,General Administration_Expenditures_Dollars per FTE,Instruction_Expenditures_Dollars per FTE,Instructional Support_Expenditures_Dollars per FTE,Local_Revenues_Dollars per FTE,Maintenance and Operations_Expenditures_Dollars per FTE,Media_Expenditures_Dollars per FTE,Other_Revenues_Dollars per FTE,Pupil Services_Expenditures_Dollars per FTE,Renovation and Capital Projects_Expenditures_Dollars per FTE,School Administration_Expenditures_Dollars per FTE,School food Services_Expenditures_Dollars per FTE,State Lottery_Revenues_Dollars per FTE,State Other_Revenues_Dollars per FTE,State QBE_Revenues_Dollars per FTE,Transportation_Expenditures_Dollars per FTE,SAT Combined Score
614,Brooks County,132,89.8,147,54.98795181,16.8,2321,53.7,36.4,9.8,11,1.833333333,55.7415467,32,0,0,818.750698,5499.722693,125.0809177,3514.927919,905.2789703,151.9400129,0,612.3492589,63.39703145,930.9431452,9.343265834,0,216.7586514,5802.850495,660.5059156,0,0,893.85,6004.17,136.55,3837.32,988.31,165.88,0,668.51,69.21,1016.33,10.2,0,236.64,6335.1,721.09,1025
615,Bryan County,639,93.15,686,12.14814815,21.9,10055,68.9,26.8,4.3,4.5,0.8,47.95045229,47.06,0,116.9367379,197.2743839,5522.64108,416.3415942,2608.438842,724.6646494,135.7392929,23.45549378,307.1981044,0,600.5471348,2.840133267,0,121.3867648,5749.275584,443.829996,0,123.02,207.53,5809.81,437.99,2744.07,762.35,142.8,24.68,323.17,0,631.77,2.99,0,127.7,6048.23,466.91,1065
764,Buford City,320,92.75,345,10.74684772,24.1,5340,74.1,23.5,2.4,2.4,1.833333333,34.49454664,68.03,0,0,764.678779,7034.213742,68.28270974,6191.94638,885.5595674,139.4410599,0,479.104133,0,758.9230169,2.174305243,0,83.2228221,5035.840637,303.1684101,0,0,769.58,7079.29,68.72,6231.62,891.23,140.33,0,482.17,0,763.79,2.19,0,83.76,5068.11,305.11,1115
616,Bulloch County,617,83.49,739,36.71288273,19.9,11293,56.7,34.8,8.5,9.2,1.9,36.34215141,42.81,0,0,142.8895201,5847.543118,356.038136,3162.028804,812.5742726,132.8954689,0,385.8904977,0,695.4106863,6.498592934,0,122.5318295,5903.664482,513.6329735,0,0,154.95,6341.11,386.09,3428.92,881.16,144.11,0,418.46,0,754.11,7.05,0,132.87,6401.97,556.99,1039
617,Burke County,257,91.79,280,47.53194688,17.7,4267,63.7,30.6,5.7,6,1.8,30.20180932,20.16,0,0,702.8307546,7581.398662,294.4710007,14527.8985,1154.72105,169.4428849,0,405.2281603,2.812280291,965.0993625,5.047096321,0,218.1846567,2362.523787,1248.756283,0,0,741.4,7997.49,310.63,15325.23,1218.1,178.74,0,427.47,2.97,1018.07,5.32,0,230.16,2492.19,1317.29,975
618,Butts County,208,87.76,237,40.79928422,18.2,3558,58.7,33.1,8.3,9.1,1.9,43.45076784,49.52,0,0,308.7891596,5622.669317,411.7546178,3499.756925,601.0653682,139.2046768,0,480.7842608,0,770.0071051,11.37974986,0,92.4687493,5486.227656,574.6987605,0,0,324.86,5915.27,433.18,3681.89,632.34,146.45,0,505.8,0,810.08,11.97,0,97.28,5771.73,604.61,971
765,Calhoun City,266,100,266,23.78810595,20.5,4186,63.1,30.2,6.7,6.9,1.833333333,39.0736342,52.43,11.00164835,11.94151935,240.4514405,5092.902499,440.3192236,3793.905908,771.3121214,91.41068562,60.52078356,461.2245485,0,522.613698,7.767623029,0,103.6155781,5323.523172,234.4967391,10.99,11.93,240.22,5088.04,439.9,3790.28,770.58,91.32,60.46,460.78,0,522.11,7.76,0,103.52,5318.44,234.27,1033
619,Calhoun County,52,92.86,56,68.63905325,19.41111111,520,62.9,29.4,7.7,5.6,1.833333333,55.24861878,28.3,0,0,1566.315,5902.095,546.4217308,5580.420673,1256.423288,310.8903654,2.832923077,294.4524423,173.0769231,1216.295654,7.169576923,0,468.3069808,6978.788462,878.9374038,0,0,1590.79,5994.32,554.96,5667.61,1276.05,315.75,2.88,299.05,175.78,1235.3,7.28,0,475.62,7087.83,892.67,866
620,Camden County,570,95.64,596,22.27277772,20.8,9771,61,32,7,7.4,0.8,32.38666431,48.68,0,534.2016979,118.5164405,5607.970289,476.829782,2708.084705,722.6213294,175.0101924,0,356.8586337,0,627.08895,4.278293931,0,126.799085,6014.283185,406.1033722,0,577.65,128.16,6064.13,515.62,2928.36,781.4,189.25,0,385.89,0,678.1,4.63,0,137.11,6503.49,439.14,1055
621,Candler County,127,96.21,132,46.12810707,17.9,2240,68.5,27.4,4.1,5.4,1.833333333,40.03717472,43.75,0,0,396.6093884,5456.776804,251.6835804,2331.964804,607.640875,146.5770045,0,263.7173973,0,658.293692,7.462558036,0,205.8160134,6485.248661,522.6418393,0,0,422.25,5809.5,267.95,2482.7,646.92,156.05,0,280.76,0,700.84,7.94,0,219.12,6904.45,556.42,1011
622,Carroll County,946,95.08,995,30.55054777,19.9,15579,56.7,35.7,7.6,8.5,1.2,37.08142009,56.65,25.75289685,3.580776687,179.4703062,5942.093969,240.8134803,2739.858705,799.122307,153.0510713,6.080459593,300.791002,0.590538545,737.3570666,4.663278773,0,180.3597375,6232.965274,529.8494775,27.56,3.83,192.04,6358.4,257.68,2931.81,855.11,163.77,6.51,321.86,0.63,789.02,4.99,0,193,6669.65,566.97,1013
766,Carrollton City,379,90.67,418,30.57663126,20.9,5527,64.4,29.5,6,6.1,0.9,37.43640243,61.46,0,104.4843496,388.4737127,5569.474921,364.8269441,3226.220554,763.3295658,95.6411869,0,161.8818238,0,702.507941,8.694307943,0,121.6633834,5418.857789,326.0725674,0,107.28,398.87,5718.46,374.59,3312.52,783.75,98.2,0,166.21,0,721.3,8.93,0,124.92,5563.82,334.8,1039
767,Cartersville City,325,90.53,359,23.98760788,21,4772,68.4,27.2,4.4,5,0.8,33.21347464,57.41,0,0,295.6612573,5922.931077,426.2338055,3794.847919,672.1491178,67.61466262,1.436714166,459.0800524,25.14668902,516.5462531,5.315106873,0,97.59074811,5307.805323,387.7464145,0,0,303.22,6074.41,437.13,3891.9,689.34,69.34,1.47,470.82,25.79,529.76,5.45,0,100.09,5443.55,397.66,1049
623,Catoosa County,768,89.61,857,22.17649311,19.9,10977,62.1,30.8,7.1,7.2,2,24.59838677,49.36,0,0,207.5626938,6866.333976,301.2729899,3094.30455,859.5147927,166.8120115,0.892014212,443.7117163,0,760.7122256,5.3321044,0,157.8790152,7056.044092,519.0636822,0,0,217.2,7185.1,315.26,3237.96,899.42,174.56,0.93,464.31,0,796.03,5.58,0,165.21,7383.62,543.16,1056
624,Charlton County,90,90.91,99,33.85678392,19.41111111,1712,58.8,33.1,8.1,8.5,1.833333333,26.710403,41.57,0,65.33002336,462.6613551,5819.980304,300.6356834,3210.851197,935.3405257,288.0271379,87.61682243,440.7004089,0,782.3306308,4.792283879,0,232.0209871,6375.813668,580.0196145,0,69.99,495.67,6235.17,322.08,3439.91,1002.07,308.57,93.87,472.14,0,838.14,5.13,0,248.57,6830.66,621.4,966
626,Chattahoochee County,98,88.29,111,27.44444444,19.41111111,997,38.8,43.4,17.8,17.2,1.833333333,64.11251212,40.2,0,1225.27333,1067.593872,4942.27334,223.0857472,1657.668295,919.170682,112.074333,0,500.3787262,0,776.6009529,12.31149448,0,381.6106118,6876.646941,644.5444333,0,1351.32,1177.42,5450.72,246.04,1828.2,1013.73,123.6,0,551.86,0,856.49,13.58,0,420.87,7584.09,710.85,917
627,Chattooga County,175,84.54,207,48.06651199,19.1,2772,48.8,38.1,13.1,11.9,2.3,36.32101489,44.57,0,0,215.9448485,6391.845718,535.1123088,2748.039899,789.9930844,187.1741414,0,322.3295635,0,684.9821609,8.888026696,0,205.4393831,7334.329726,578.7171934,0,0,229.44,6791.18,568.54,2919.73,839.35,198.87,0,342.47,0,727.78,9.44,0,218.27,7792.55,614.87,965
628,Cherokee County,2954,90.31,3271,10.85965329,22.3,44305,64,30.6,5.4,5.1,1.6,31.19745901,59.01,221.044502,2.976592484,138.5564557,6522.218063,456.6413258,4356.027437,623.9166304,115.0355849,230.1432021,389.8191062,7.362321183,599.2702083,3.741934996,0,84.22253538,5157.98007,525.0012116,226.26,3.05,141.82,6676.07,467.41,4458.78,638.63,117.75,235.57,399.01,7.54,613.41,3.83,0,86.21,5279.65,537.39,1079
769,Chickamauga City,99,99,100,8.339828527,21,1298,72,25.1,2.9,2.2,1.833333333,17.29559748,76.24,0,0,654.1665794,5610.958783,162.5209245,2205.677982,1085.419014,160.8220724,0,429.5267643,0,650.5645763,10.14640216,0,137.3409168,6964.520031,131.1100154,0,0,652.16,5593.72,162.02,2198.9,1082.08,160.33,0,428.21,0,648.57,10.12,0,136.92,6943.12,130.71,998.0346821
629,Clarke County,586,80.94,724,39.754264,18.5,13401,60.4,30.3,9.4,10.9,2.6,44.51295287,36.3,0,2.89991717,226.3585755,7725.842273,765.8398082,6745.496756,1235.61223,149.3084404,0,478.0423662,0,719.8840385,5.478070293,0,186.3486852,5512.245355,735.1094053,0,3.07,239.32,8168.36,809.71,7131.87,1306.39,157.86,0,505.42,0,761.12,5.79,0,197.02,5827.98,777.22,967
630,Clay County,614.3370787,89.71179775,704.2752809,81.02564103,19.41111111,207,63.3,30.4,6.3,4.3,1.833333333,39.45205479,0,0,990.5716425,2230.398116,7338.741546,1469.586087,7512.775507,1771.718261,254.5851208,0,465.2896618,0,2445.011014,112.0086473,0,1057.892222,9350.937198,2097.179034,0,1051.53,2367.65,7790.36,1560.02,7975.1,1880.75,270.25,0,493.92,0,2595.47,118.9,0,1122.99,9926.38,2226.24,998.0346821
631,Clayton County,2847,76.57,3718,43.7029829,17.4,61547,56.4,32.4,11.2,13.1,4.8,43.46072043,30.71,0,10.27315775,175.400871,4894.971984,567.3170478,2659.714568,700.3254927,106.4249414,0,265.744953,0,576.1638202,4.190058492,0,66.37214568,5579.383008,424.7666379,0,11.55,197.28,5505.68,638.1,2991.55,787.7,119.7,0,298.9,0,648.05,4.71,0,74.65,6275.48,477.76,958
632,Clinch County,96,90.57,106,40.22435897,19.41111111,1312,55.6,35.6,8.8,8.2,1.833333333,34.42622951,46.39,0,0,558.9675076,5772.93971,491.853125,4786.827454,1114.771601,145.769314,0,668.8779268,0,600.2949695,12.47690549,0,201.4356555,6566.709604,468.9345503,0,0,585.76,6049.6,515.42,5016.23,1168.2,152.76,0,700.93,0,629.06,13.07,0,211.09,6881.41,491.41,946
633,Cobb County,7990,88.61,9017,15.1347168,22.5,119052,64.7,29.1,6.2,6.7,2.4,31.12120405,53.45,0,64.0379346,174.8139936,6921.09558,337.1675037,4947.915484,674.1384708,148.9891114,2.545262574,310.6076017,0.119657713,646.6792301,3.958244969,0,97.64906772,4905.727094,468.7126155,0,66.77,182.27,7216.1,351.54,5158.81,702.87,155.34,2.65,323.85,0.12,674.24,4.13,0,101.81,5114.83,488.69,1076
634,Coffee County,422,90.36,467,45.42845428,19.9,7961,61,32.4,6.6,7.7,1.3,35.43202293,42.99,0,41.7097136,200.5037621,5568.012821,360.1886949,2077.344732,748.8650295,186.0503479,4.956230373,503.8587564,0,530.3221467,6.085390026,0,132.1591283,6991.628941,541.4963635,0,44.4,213.43,5926.86,383.4,2211.22,797.13,198.04,5.28,536.33,0,564.5,6.48,0,140.68,7442.22,576.39,983
635,Colquitt County,522,87.15,599,45.32868077,18.6,9507,55.7,35.7,8.6,8.2,1.2,38.43242391,38.51,0,0,246.7835006,6111.541055,297.2064405,1963.749556,908.1285263,163.008316,34.49089303,622.0632471,0,612.0260482,7.641404228,0,195.212009,7540.002735,405.7425108,0,0,255.27,6321.66,307.42,2031.27,939.35,168.61,35.68,643.45,0,633.07,7.9,0,201.92,7799.24,419.69,1025
636,Columbia County,1859,91.89,2023,12.2951115,22.7,29525,56.4,36.7,6.9,5.9,1.1,34.84550025,48.51,0,25.46345876,93.73186486,6117.797094,372.9674835,3617.26566,715.4532213,152.7253524,0,183.8866544,0,561.332294,4.051968501,0,101.2613368,5242.747231,367.7638747,0,26.94,99.16,6471.8,394.55,3826.58,756.85,161.56,0,194.53,0,593.81,4.29,0,107.12,5546.12,389.04,1072
771,Commerce City,88,91.67,96,23.75690608,20.6,1818,67.7,29.5,2.8,3.5,1.833333333,44.96937883,63.64,2.993289329,0,352.9080583,6090.118069,232.7961331,2248.266964,783.32456,207.8156491,0,357.3611331,1.698019802,659.2183718,26.29344884,0,208.2078163,7083.916942,284.3843784,3.28,0,387.2,6681.86,255.42,2466.72,859.44,228.01,0,392.08,1.86,723.27,28.85,0,228.44,7772.22,312.02,1018
637,Cook County,202,94.39,214,41.36072752,17.3,3162,65,30.5,4.6,5.2,1.833333333,35.40219583,42.57,0,0,543.9784915,5612.075481,172.2130582,2270.674997,913.8601834,127.8620588,0,441.581556,0,639.0008444,4.630970904,0,224.8998166,6828.28969,514.6410784,0,0,572.02,5901.36,181.09,2387.72,960.97,134.45,0,464.34,0,671.94,4.87,0,236.49,7180.26,541.17,967
638,Coweta County,1563,91.62,1706,19.8856474,21.3,23601,59.3,33,7.7,7.1,1.4,28.20933885,50.87,0,0,92.08286895,6270.857731,229.116037,4352.1687,764.9020834,136.4409233,2.491347824,393.799914,0,750.7774954,4.727886954,0,92.49835219,5003.759968,478.6864976,0,0,96.79,6591.19,240.82,4574.49,803.97,143.41,2.62,413.92,0,789.13,4.97,0,97.22,5259.36,503.14,1073
639,Crawford County,90,78.26,115,37.19925972,17.9,1737,44.2,45.1,10.7,10,2.7,40.25403029,44.33,0,29.47126655,567.4387392,5744.96772,88.37404721,2803.421042,731.9419459,149.4927288,3.466177317,397.6161831,2.590673575,731.0702303,9.01263673,0,107.7561025,7032.185953,557.3256534,0,31.27,602.1,6095.91,93.77,2974.67,776.65,158.62,3.68,421.91,2.75,775.73,9.56,0,114.34,7461.76,591.37,995
640,Crisp County,267,90.82,294,52.2428884,18.9,3840,43.8,39.7,16.5,14.1,2.1,39.63464696,37.22,0,0,318.7487214,5841.13212,358.2799271,3012.896341,973.3185911,234.7799401,0.2734375,426.4746953,0,696.4505547,9.382182292,0,175.7540443,6717.805729,529.0467188,0,0,332.16,6086.82,373.35,3139.63,1014.26,244.66,0.28,444.41,0,725.74,9.78,0,183.15,7000.37,551.3,994
641,Dade County,142,87.12,163,20.00971345,19.9,2179,48.5,41.9,9.6,9.1,1.833333333,32.37606838,51.02,0,0,436.3212024,6213.417834,222.2221937,3252.144043,759.5186966,191.3527994,0,250.0025838,0,722.7151905,6.750403855,0,196.1371868,5802.171179,387.0201285,0,0,457.97,6521.69,233.25,3413.5,797.2,200.85,0,262.41,0,758.57,7.09,0,205.87,6090.04,406.22,959
772,Dalton Public Schools,512,80,640,23.97863818,19.8,7927,62.7,31.4,6,6.6,2.9,37.25709372,41.94,0,48.57154535,186.462634,7074.562213,600.0454018,4100.608383,839.6194739,190.8536407,2.099423489,374.4047193,0,683.6742803,0,0,63.77986754,6287.391573,383.0342765,0,48.33,185.55,7039.93,597.11,4080.53,835.51,189.92,2.09,372.57,0,680.33,0,0,63.47,6256.61,381.16,970
642,Dawson County,258,95.91,269,19.74540311,21.3,3764,54,39.2,6.8,6.8,1,35.86979059,54.75,0,4.401317747,281.654296,7192.852272,947.4653135,6649.254697,1123.322978,261.9660096,0,476.9168783,0,785.33733,11.6580898,0,279.1898778,5105.453507,639.7292295,0,4.63,296.21,7564.65,996.44,6992.96,1181.39,275.51,0,501.57,0,825.93,12.26,0,293.62,5369.36,672.8,1064
773,Decatur City,315,94.88,332,7.638279192,24.9,5823,73.3,23.3,3.3,2.8,1.833333333,46.4360458,77.3,61.99032286,0,341.0204414,8186.214475,696.7652378,7264.098812,1135.715559,260.483299,254.2597338,711.7298884,0,1051.88779,162.4789129,0,94.34495964,5425.554697,446.0780199,62.72,0,345.05,8282.94,705,7349.93,1149.13,263.56,257.26,720.14,0,1064.32,164.4,0,95.46,5489.66,451.35,1147
643,Decatur County,334,88.83,376,49.20350011,19.1,4870,49.8,37.1,13.1,12.3,0.9,32.04201102,39.71,0,12.44744353,143.4995133,5624.353487,246.3589035,3414.143341,993.6839487,212.77154,0,440.079731,0,623.2980698,9.387268994,0,153.8096427,6156.179877,465.7960246,0,13.36,154,6035.83,264.38,3663.92,1066.38,228.34,0,472.28,0,668.9,10.07,0,165.06,6606.57,499.87,1018
644,DeKalb County,5176,75.97,6813,37.52415169,20,107328,59.4,30.6,10,11.9,5.7,40.07427928,42.31,0,0,244.8365544,7119.68299,347.1145274,5690.072889,1075.099176,132.3959117,0.206001137,695.5333804,1.30849359,692.777826,3.11196752,0,98.60317606,4986.247755,547.9562843,0,0,262.73,7640.11,372.49,6106,1153.69,142.07,0.22,746.38,1.4,743.42,3.34,0,105.81,5350.73,588.01,966
645,Dodge County,199,90.87,219,43.78598036,18.6,3167,54.1,38.5,7.4,7.9,2,27.22288439,44.61,0,0,255.3162078,5930.905039,246.2440638,2034.093382,704.0221913,163.5120019,0,451.2169087,0,470.3584654,8.673223871,0,128.2571961,7287.880644,536.9827692,0,0,270.61,6286.2,261,2155.95,746.2,173.31,0,478.25,0,498.54,9.19,0,135.94,7724.47,569.15,979
646,Dooly County,78,87.64,89,60.47326906,15.9,1248,46.3,40.5,13.2,12.9,1.833333333,49.29859719,28,0,0,668.5848878,5255.953165,430.5694551,4259.831659,944.5578285,204.991867,0,273.8540144,0,763.1057772,12.3985016,0,435.4020032,5005.407853,509.2520753,0,0,728.73,5728.76,469.3,4643.03,1029.53,223.43,0,298.49,0,831.75,13.51,0,474.57,5455.68,555.06,795
647,Dougherty County,778,83.3,934,62.54071661,16.9,14749,66,25.3,8.7,9.7,2.7,43.54910009,29.6,0,0,344.7314842,5379.397087,882.4625758,3022.263059,981.1123913,171.0379131,1.694594888,307.0178527,0,706.5597424,6.035560377,0,65.5805736,6350.866703,371.6408068,0,0,373.12,5822.32,955.12,3271.11,1061.89,185.12,1.83,332.3,0,764.74,6.53,0,70.98,6873.78,402.24,912
648,Douglas County,1959,89.37,2192,27.84254353,19.1,29001,59,33.1,7.9,8.7,2,41.96481991,42.82,0,41.76661736,140.8532561,6131.774859,481.4748047,3281.79965,552.1827075,179.3978015,1.290441709,314.5654333,0,699.0259288,3.381968553,0,90.26904521,5752.593221,415.2253457,0,45.01,151.79,6607.74,518.85,3536.54,595.04,193.32,1.39,338.98,0,753.29,3.64,0,97.28,6199.13,447.46,995
774,Dublin City,138,93.88,147,66.12073,16.7,2404,53.4,37.9,8.7,11.1,1.833333333,58.29903978,26.24,0,0,493.4183319,4829.57317,384.8525957,4449.427866,1000.748644,114.937787,0,406.9724251,0,713.0225874,5.063094842,0,160.2808985,4598.115641,580.7222629,0,0,551.97,5402.65,430.52,4977.4,1119.5,128.58,0,455.26,0,797.63,5.66,0,179.3,5143.73,649.63,937
649,Early County,155,89.08,174,61.29032258,16.6,1922,53.5,35.9,10.6,9.2,2.2,25.43664655,48.75,0,0,320.1041831,7364.877752,220.7499844,4172.157274,1196.401394,210.6811811,0.17169615,334.5420916,0,680.0430801,9.724609781,0,220.010078,6554.973985,500.0381894,0,0,331.84,7635,228.85,4325.18,1240.28,218.41,0.18,346.81,0,704.99,10.08,0,228.08,6795.39,518.38,972
650,Echols County,41,93.18,44,48.2208589,17.2,855,68.1,28.7,3.3,3.4,1.833333333,22.22222222,34.88,0,0,734.0749942,6005.762784,86.89203509,2393.478117,838.6033801,167.8039415,0,237.0717778,0,606.4807485,12.25388304,0,280.4465263,7907.065497,790.093883,0,0,738.39,6041.09,87.4,2407.56,843.54,168.79,0,238.47,0,610.05,12.33,0,282.1,7953.58,794.74,955
651,Effingham County,747,90.77,823,16.65991411,21.4,13136,58.4,36,5.6,6.1,1,33.77651351,46.83,0,11.40646392,302.6428144,5833.363828,450.5467532,2939.936693,663.6239449,159.7280405,0,592.488447,24.85443514,619.601253,4.60143042,0,143.9826028,6525.616245,453.9248972,0,12.1,320.97,6186.59,477.83,3117.96,703.81,169.4,0,628.36,26.36,657.12,4.88,0,152.7,6920.76,481.41,1049
652,Elbert County,154,87.01,177,38.68739206,17.5,3035,57.4,34.7,7.9,6.4,1.833333333,38.81005726,44.08,0,133.7170643,357.4897825,6290.918204,476.6624646,3236.001081,682.1432949,182.5010643,0,502.3967479,5.826029654,864.4437661,7.126846787,0,146.6553839,7082.140362,591.6986161,0,138.37,369.92,6509.7,493.24,3348.54,705.87,188.85,0,519.87,6.03,894.51,7.37,0,151.76,7328.43,612.28,968
653,Emanuel County,229,84.19,272,49.43991853,19.2,4136,56.2,35.3,8.4,8.5,1.4,31.13428006,47.21,0,0,348.8134599,6135.106927,259.2585397,2041.783581,681.1999275,171.2635155,0,522.9293351,3.180851064,676.3795116,27.6146059,0,379.8926185,7121.030464,476.3352394,0,0,365.52,6428.88,271.67,2139.55,713.82,179.46,0,547.97,3.33,708.77,28.94,0,398.08,7462.02,499.14,968
654,Evans County,107,82.31,130,55.09641873,19.41111111,1943,53.6,34.3,12,13.1,1.833333333,58.64144454,44.04,0,0,480.9516006,5231.57966,386.5330365,2177.145419,974.7789604,208.2388935,0,454.3947195,0,774.8869068,29.02627895,0,194.1188317,6821.601132,482.6917138,0,0,500.26,5441.63,402.05,2264.56,1013.92,216.6,0,472.64,0,806,30.19,0,201.91,7095.49,502.07,950
655,Fannin County,217,95.18,228,25.48535122,21.6,3049,58.1,33.8,8.1,9.1,1.4,30.5791313,53.46,0,19.84816989,491.3944506,7363.273755,496.6161233,6969.010712,863.803283,241.2698295,0.017579534,367.9107937,0,809.1513611,4.991236471,0,194.491207,4959.443424,679.9320859,0,21.24,525.89,7880.18,531.48,7458.24,924.44,258.21,0.02,393.74,0,865.95,5.34,0,208.14,5307.6,727.66,1043
656,Fayette County,1564,91.3,1713,9.825414145,22.9,21132,65.5,29.5,4.9,4.7,0.8,30.19268864,62.57,0,0,138.7153502,7167.830404,630.1717571,5388.604235,724.5754249,168.1217935,0,593.2794028,0,684.188577,4.829464793,0,46.80654694,5282.413165,372.024054,0,0,142.79,7378.37,648.68,5546.88,745.86,173.06,0,610.71,0,704.29,4.97,0,48.18,5437.57,382.95,1101
657,Floyd County,617,94.63,652,28.5118525,19.8,9704,68.6,26.3,5.1,6.1,0.8,26.99768642,50.25,0,0,382.4489685,6582.460932,385.9635738,4012.770579,1103.849199,158.3400052,12.96196723,340.0184481,0,794.4248032,11.91102226,0,177.2289293,6763.957131,540.0460336,0,0,402.7,6931.01,406.4,4225.25,1162.3,166.72,13.65,358.02,0,836.49,12.54,0,186.61,7122.12,568.64,1064
