SCHOOL_DSTRCT_CD,SCHOOL_DSTRCT_NM,2018-19 5 year grad rate PROGRAM_TOTAL,2018-19 5 year grad rate PROGRAM_PERCENT,2018-19 5 year grad rate TOTAL_COUNT,2019-20 5 year grad rate PROGRAM_TOTAL,2019-20 5 year grad rate PROGRAM_PERCENT,2019-20 5 year grad rate TOTAL_COUNT,2020-21 5 year grad rate PROGRAM_TOTAL,2020-21 5 year grad rate PROGRAM_PERCENT,2020-21 5 year grad rate TOTAL_COUNT,2018-19 Attendance STUDENT_COUNT_ALL,2018-19 Attendance FIVE_OR_FEWER_PERCENT_ALL,2018-19 Attendance SIX_TO_FIFTEEN_PERCENT_ALL,2018-19 Attendance OVER_15_PERCENT_ALL,2018-19 Attendance CHRONIC_ABSENT_PERC_ALL,2019-20 Attendance STUDENT_COUNT_ALL,2019-20 Attendance FIVE_OR_FEWER_PERCENT_ALL,2019-20 Attendance SIX_TO_FIFTEEN_PERCENT_ALL,2019-20 Attendance OVER_15_PERCENT_ALL,2019-20 Attendance CHRONIC_ABSENT_PERC_ALL,2020-21 Attendance  STUDENT_COUNT_ALL,2020-21 Attendance FIVE_OR_FEWER_PERCENT_ALL,2020-21 Attendance SIX_TO_FIFTEEN_PERCENT_ALL,2020-21 Attendance OVER_15_PERCENT_ALL,2020-21 Attendance CHRONIC_ABSENT_PERC_ALL,2018-19 Completers PROGRAM_TOTAL,2019-20 Completers PROGRAM_TOTAL,2021-22 Completers PROGRAM_TOTAL,2018-19_Debt Services_x,2018-19_General Administration_x,2018-19_Instruction_x,2018-19_Instructional Support_x,2018-19_Maintenance and Operations_x,2018-19_Media_x,2018-19_Pupil Services_x,2018-19_Renovation and Capital Projects_x,2018-19_School Administration_x,2018-19_School food Services_x,2018-19_Transportation_x,2018-19_Debt Services_y,2018-19_General Administration_y,2018-19_Instruction_y,2018-19_Instructional Support_y,2018-19_Maintenance and Operations_y,2018-19_Media_y,2018-19_Pupil Services_y,2018-19_Renovation and Capital Projects_y,2018-19_School Administration_y,2018-19_School food Services_y,2018-19_Transportation_y,2019-20_Debt Services_x,2019-20_General Administration_x,2019-20_Instruction_x,2019-20_Instructional Support_x,2019-20_Maintenance and Operations_x,2019-20_Media_x,2019-20_Pupil Services_x,2019-20_Renovation and Capital Projects_x,2019-20_School Administration_x,2019-20_School food Services_x,2019-20_Transportation_x,2019-20_Debt Services_y,2019-20_General Administration_y,2019-20_Instruction_y,2019-20_Instructional Support_y,2019-20_Maintenance and Operations_y,2019-20_Media_y,2019-20_Pupil Services_y,2019-20_Renovation and Capital Projects_y,2019-20_School Administration_y,2019-20_School food Services_y,2019-20_Transportation_y,2020-21_Debt Services_x,2020-21_General Administration_x,2020-21_Instruction_x,2020-21_Instructional Support_x,2020-21_Maintenance and Operations_x,2020-21_Media_x,2020-21_Pupil Services_x,2020-21_Renovation and Capital Projects_x,2020-21_School Administration_x,2020-21_School food Services_x,2020-21_Transportation_x,2020-21_Debt Services_y,2020-21_General Administration_y,2020-21_Instruction_y,2020-21_Instructional Support_y,2020-21_Maintenance and Operations_y,2020-21_Media_y,2020-21_Pupil Services_y,2020-21_Renovation and Capital Projects_y,2020-21_School Administration_y,2020-21_School food Services_y,2020-21_Transportation_y,2018-19 SAT DSTRCT_AVG_SCORE_VAL,2019-20 SAT_DSTRCT_AVG_SCORE_VAL,2020-21 DSTRCT_AVG_SCORE_VAL
766,Carrollton City,372,93,400,386,92.57,417,417,93.5,446,5428,46.2,40.6,13.2,12.5,5527,64.4,29.5,6,6.1,5495,39.4,37.9,22.7,22.7,389,384,423,0,2102728.25,29287460.74,2105360.32,4093343.38,513289.53,672574.88,180598.71,3633032.04,46372.78,1706720.73,0,405.23,5644.14,405.74,788.85,98.92,129.62,34.8,700.14,8.94,328.91,0,2147094.21,30782487.89,2016398.52,4218922.51,528608.84,894720.84,0,3882761.39,48053.44,1802203.08,0,398.87,5718.46,374.59,783.75,98.2,166.21,0,721.3,8.93,334.8,0,1381985.49,29078284.26,1256660.17,2565245.42,533108.93,812075.71,0,3954315.4,46185.15,487202.51,0,260.36,5478.2,236.75,483.28,100.43,152.99,0,744.97,8.7,91.79,1033,1039,1086
767,Cartersville City,285,91.64,311,333,93.02,358,317,92.69,342,4670,61.3,31.5,7.2,7.4,4772,68.4,27.2,4.4,5,4669,58.6,32.8,8.6,8.8,282,324,332,0,1289253.07,26503127.81,2044650.88,3345000.46,306783.59,2082199,0,2425559.29,24549.02,1915191.35,0,286.95,5898.76,455.07,744.49,68.28,463.43,0,539.85,5.46,426.26,0,1410895.52,28264227.1,2033987.72,3207495.59,322657.17,2190730.01,120000,2464958.72,25363.69,1850325.89,0,303.22,6074.41,437.13,689.34,69.34,470.82,25.79,529.76,5.45,397.66,0,1414763.35,28441749.63,2320349.51,2633748.61,324386.35,2461509.32,0,2537059.31,29651.04,1999545.51,0,311.21,6256.43,510.42,579.36,71.36,541.47,0,558.09,6.52,439.85,1074,1049,1084
623,Catoosa County,721,88.57,814,773,90.09,858,736,89.65,821,11069,50.8,36.4,12.8,12.7,10977,62.1,30.8,7.1,7.2,10851,60.7,30.2,9.1,9.8,722,776,781,0,1921838.19,71327711.52,2591999.38,8515873.27,1755349.24,4560522.03,0,7984772.96,59042.21,5699442.2,0,183.77,6820.4,247.85,814.29,167.85,436.08,0,763.51,5.65,544.98,0,2278415.69,75371748.06,3307073.61,9434893.88,1831095.45,4870623.51,0,8350338.1,58530.51,5697762.04,0,217.2,7185.1,315.26,899.42,174.56,464.31,0,796.03,5.58,543.16,0,2281934.35,74676917.92,3503191,8776038.81,1700599.39,5368772.62,0,8253296.14,60890.85,5530256.2,0,222.02,7265.71,340.84,853.87,165.46,522.36,0,803.01,5.92,538.07,1129,1056,1157
624,Charlton County,110,91.67,120,90,90.91,99,89,95.7,93,1786,47.8,40,12.2,12.7,1712,58.8,33.1,8.1,8.5,1715,45.5,36.6,17.9,16.9,111,89,101,0,808984.75,9226984.52,422356.16,1820923.15,469264.11,627438.4,0,1188992.06,8775.13,1063980.56,0,495.09,5646.87,258.48,1114.4,287.19,383.99,0,727.66,5.37,651.15,0,792076.24,9963806.28,514688.29,1601302.98,493102.46,754479.1,0,1339350.04,8204.39,992993.58,0,495.67,6235.17,322.08,1002.07,308.57,472.14,0,838.14,5.13,621.4,0,1435739.76,7605709.1,429616.73,1205106.62,474352.01,717959.21,0,1278261.49,19465.61,1005340.56,0,903.55,4786.48,270.37,758.41,298.52,451.83,0,804.44,12.25,632.69,989,966,1041
626,Chattahoochee County,94,79.66,118,102,91.89,111,90,96.77,93,971,50.5,38.1,11.4,13.2,997,38.8,43.4,17.8,17.2,973,52.3,41.3,6.4,8.8,95,102,91,0,976761.37,4400964.89,292532.76,953096.88,103619.43,533578.83,0,983218.62,7517.23,499617.56,0,1104.93,4978.47,330.92,1078.16,117.22,603.6,0,1112.24,8.5,565.18,0,1064391.09,4927446.52,222416.49,916413.17,111738.11,498877.59,0,774271.15,12274.56,642610.8,0,1177.42,5450.72,246.04,1013.73,123.6,551.86,0,856.49,13.58,710.85,0,1013951.6,4748413.34,191496.34,859903.26,101429.27,358548.95,0,765689.09,8347.01,448144.75,0,1154.84,5408.22,218.11,979.39,115.52,408.37,0,872.08,9.51,510.42,994,917,
627,Chattooga County,193,87.73,220,176,86.7,203,122,80.79,151,2896,46.9,38.5,14.6,18.5,2772,48.8,38.1,13.1,11.9,2700,21.1,35.2,43.7,40,197,175,137,0,686948.11,16851592.52,1539532.21,1978609.77,512000.34,819459.65,0,1900186.71,23143.61,1694518.3,0,260.9,6400.15,584.71,751.47,194.46,311.23,0,721.68,8.79,643.57,0,598599.12,17718196.33,1483331.32,2189860.83,518846.72,893497.55,0,1898770.55,24637.61,1604204.06,0,229.44,6791.18,568.54,839.35,198.87,342.47,0,727.78,9.44,614.87,0,850182.66,16908786.71,1176875.44,1963114.08,510931.7,957337.37,0,1816078.38,28135.74,696481.43,0,336.84,6699.2,466.27,777.78,202.43,379.29,0,719.52,11.15,275.94,986,965,
628,Cherokee County,2939,88.93,3305,3011,92.33,3261,2957,92.44,3199,44422,53.4,37.8,8.9,8.9,44305,64,30.6,5.4,5.1,43636,36.8,36.7,26.5,24.7,2961,2984,2937,11560247.21,6148626.21,268385070.7,18311077.75,26735820.48,4718228.64,16237168.47,340061.06,25336246.85,164219.42,23672804.76,269.45,143.31,6255.62,426.8,623.17,109.97,378.46,7.93,590.55,3.83,551.78,9793376.66,6138743.77,288966871.3,20231493.94,27642626.31,5096651.59,17270935.5,326187.64,26550666.58,165786.43,23260178.68,226.26,141.82,6676.07,467.41,638.63,117.75,399.01,7.54,613.41,3.83,537.39,11766.81,6135447.5,288787401.7,21847840.93,30411174.27,4928650.72,17642483.61,255313.17,26913614.55,472875.88,22796292.73,0.28,146.01,6872.29,519.91,723.7,117.29,419.84,6.08,640.46,11.25,542.48,1096,1079,1129
769,Chickamauga City,106,100,106,99,99,100,102,100,102,1346,61.5,32.2,6.2,4.8,1298,72,25.1,2.9,2.2,1297,65.9,28.2,5.9,5,104,101,106,0,809736.43,7423228.53,50930.45,1081637.87,190288.53,268160.8,0,898937.26,13263.44,95297.04,0,607.91,5572.99,38.24,812.04,142.86,201.32,0,674.88,9.96,71.54,0,849108.22,7283024.5,210952.16,1408873.88,208747.05,557525.74,0,844432.82,13170.03,170180.8,0,652.16,5593.72,162.02,1082.08,160.33,428.21,0,648.57,10.12,130.71,0,813335.21,7129309.24,191183.63,1410044.39,207021.92,538565.86,0,925417.66,12416.38,157229.44,0,642.44,5631.37,151.01,1113.78,163.52,425.41,0,730.98,9.81,124.19,1150,,
629,Clarke County,649,85.85,756,601,82.44,729,648,82.23,788,13829,50.2,34.9,14.8,16.5,13401,60.4,30.3,9.4,10.9,12634,49.6,22.9,27.5,30.3,618,584,621,0,3022787.3,96364250.4,9761338.57,14829810.39,1887583.54,5387278.55,102626.13,9113343.24,72430.59,9959873.73,0,234.34,7470.68,756.75,1149.69,146.34,417.65,7.96,706.52,5.62,772.14,0,3033431.27,103534012.3,10263019.27,16558439.49,2000882.41,6406245.75,0,9647166,73411.62,9851201.14,0,239.32,8168.36,809.71,1306.39,157.86,505.42,0,761.12,5.79,777.22,0,3392089.28,97928760.64,10880290.85,13325678.17,2022299.15,7304650.01,0,9891449.84,76648.82,6979035.44,0,278.82,8049.38,894.32,1095.32,166.23,600.42,0,813.04,6.3,573.65,957,967,1069
630,Clay County,,,,TFS,TFS,TFS,TFS,TFS,TFS,202,54,38.6,7.4,7.4,207,63.3,30.4,6.3,4.3,185,37.8,33,29.2,26.5,,,,0,365841.14,1589481.48,174768.37,216075.27,56269.39,94805.73,0,439654.45,8289.81,309930.31,0,1988.27,8638.49,949.83,1174.32,305.81,515.25,0,2389.43,45.05,1684.4,0,461692.41,1519119.5,304204.32,366745.68,52699.12,96314.96,0,506117.28,23185.79,434116.06,0,2367.65,7790.36,1560.02,1880.75,270.25,493.92,0,2595.47,118.9,2226.24,0,422352.47,1398248.9,233539.75,315495.85,78024.23,121706.55,0,437118.87,85962.69,302326.72,0,2270.71,7517.47,1255.59,1696.21,419.49,654.34,0,2350.1,462.17,1625.41,,,
631,Clayton County,2971,76.02,3908,2943,77.84,3781,2993,79.33,3773,63489,49.8,35.1,15,18.6,61547,56.4,32.4,11.2,13.1,55318,51.8,22,26.2,26.9,2948,2976,3325,0,13616016.36,279159654.8,21485156.55,38291462.92,6281590.03,14177608.6,0,31327166.35,259324.35,22719911.33,0,246.83,5060.63,389.48,694.15,113.87,257.01,0,567.9,4.7,411.87,0,10795397.41,301270840.7,34916662.34,43102933.1,6550135.87,16355804.62,0,35461154.64,257885.53,26143112.26,0,197.28,5505.68,638.1,787.7,119.7,298.9,0,648.05,4.71,477.76,0,12167720.5,302073355,36465572.56,28252166.58,6631993.55,21706342.24,0,35392085.22,267120.49,8270344.78,0,229.63,5700.79,688.19,533.18,125.16,409.65,0,667.93,5.04,156.08,947,958,977
632,Clinch County,87,89.69,97,96,90.57,106,77,87.5,88,1378,50.2,40.2,9.6,10.4,1312,55.6,35.6,8.8,8.2,1307,45.9,40.4,13.7,13.3,87,97,69,0,724377.91,7716052.11,398315.43,1374045.56,185631.66,799684.88,0,848009.03,11744.18,720495.92,0,568.59,6056.56,312.65,1078.53,145.71,627.7,0,665.63,9.22,565.54,0,733365.37,7574096.9,645311.3,1462580.34,191249.34,877567.84,0,787587,16369.7,615242.13,0,585.76,6049.6,515.42,1168.2,152.76,700.93,0,629.06,13.07,491.41,0,566726.83,7495255.63,416126.58,1191974.8,208898.74,981981.11,0,611935,10763.37,760725.66,0,460.01,6083.81,337.77,967.51,169.56,797.06,0,496.7,8.74,617.47,982,946,939
633,Cobb County,8134,89.51,9087,8162,90.29,9040,8040,89.93,8940,119817,56.6,33.7,9.7,10.3,119052,64.7,29.1,6.2,6.7,114145,68.5,19.8,11.7,13.2,8124,8344,8168,0,20146991.94,767179589.5,42171312.12,70851266.22,16509872.19,27644623.76,2371744.97,70788629.78,385773.82,55013441.67,0,177.47,6757.92,371.48,624.11,145.43,243.52,20.89,623.56,3.4,484.6,0,20811955.57,823970271,40140465.65,80257533.22,17737451.69,36978456.2,14245.49,76988455.7,471236.98,55801174.3,0,182.27,7216.1,351.54,702.87,155.34,323.85,0.12,674.24,4.13,488.69,0,21406746.83,735123184.5,42512978.95,76366351.06,17178576.63,32853603.9,1808730,76708541.45,477062.78,48533506.02,0,195,6696.33,387.26,695.63,156.48,299.27,16.48,698.75,4.35,442.1,1079,1076,1144
634,Coffee County,447,86.29,518,422,90.56,466,422,89.03,474,7972,49.9,37.4,12.7,14.1,7961,61,32.4,6.6,7.7,7743,45.4,36.5,18.1,18.3,453,428,445,0,1564324.01,41490871.66,2670415.57,4931293.19,1447712.96,4424266.89,0,3892298.78,46974.21,4180235.79,0,210.43,5581.23,359.22,663.34,194.74,595.14,0,523.58,6.32,562.31,0,1596210.45,44326950.07,2867462.2,5961714.5,1481146.82,4011219.56,0,4221894.61,48445.79,4310852.55,0,213.43,5926.86,383.4,797.13,198.04,536.33,0,564.5,6.48,576.39,0,1603158.3,44988339.52,2722047.92,4746065.02,1463672.49,4054753.85,0,4182110.07,53835.53,3523547.13,0,218.59,6134.22,371.15,647.13,199.57,552.87,0,570.24,7.34,480.44,1006,983,1027
635,Colquitt County,581,86.98,668,522,87.73,595,490,87.19,562,9922,47.8,39.7,12.5,13.5,9507,55.7,35.7,8.6,8.2,9112,39.9,37.1,22.9,21.6,594,522,460,0,2208159.15,53713776.33,2513529.86,9722964.44,1316046.15,5578658.95,0,5353912.36,81380.56,4411033.43,0,237.51,5777.54,270.36,1045.82,141.56,600.05,0,575.88,8.75,474.46,0,2346170.74,58102420.81,2825541.63,8633577.9,1549720.06,5913955.29,0,5818531.64,72646.83,3857394.05,0,255.27,6321.66,307.42,939.35,168.61,643.45,0,633.07,7.9,419.69,0,2525026.6,58189678.05,3372669.77,7093209.94,1574086.77,5841349.77,0,5694101,186935.97,3667988.13,0,283.49,6533.03,378.65,796.36,176.72,655.82,0,639.28,20.99,411.81,986,1025,1060
636,Columbia County,1930,93.28,2069,1887,92.77,2034,1947,93.79,2076,29097,55.6,35.6,8.8,8.6,29525,56.4,36.7,6.9,5.9,29661,49.6,35.2,15.2,12.3,1877,1849,1871,0,2532557.89,165641254.2,10466996.1,20317052.32,4300083.23,5242686.7,0,16021996.94,117909.78,11516378.08,0,92.29,6036.49,381.45,740.42,156.71,191.06,0,583.89,4.3,419.69,0,2767433.31,180627959.2,11011864.95,21123756.36,4509216.03,5429253.47,0,16573335.98,119634.37,10858228.4,0,99.16,6471.8,394.55,756.85,161.56,194.53,0,593.81,4.29,389.04,0,2776376.74,178199797.7,10259405.05,21258562.43,4532837.53,5734586.06,4188,16638467.97,125352.94,10716262.02,0,99.46,6383.66,367.52,761.55,162.38,205.43,0.15,596.04,4.49,383.89,1085,1072,1113
771,Commerce City,114,95.8,119,89,92.71,96,117,96.69,121,1784,53.5,38,8.5,8.7,1818,67.7,29.5,2.8,3.5,1739,47.4,39.2,13.4,12.6,117,88,110,21843.05,693594.98,10786525.09,243048.6,1436404.5,356107.59,455107.41,0,1191199.74,43362.39,495198.62,13.05,414.33,6443.56,145.19,858.07,212.73,271.87,0,711.59,25.9,295.82,5441.8,641586.85,11071834.65,423223.37,1424084.05,377808.85,649682.54,3087,1198459,47801.49,517010.8,3.28,387.2,6681.86,255.42,859.44,228.01,392.08,1.86,723.27,28.85,312.02,0,714834.74,10692825.53,489941.01,992831.66,361032.14,723132.68,0,1104578.86,51887.55,504800.29,0,422.73,6323.37,289.73,587.13,213.5,427.64,0,653.21,30.68,298.52,1024,1018,1108
637,Cook County,183,89.27,205,202,94.84,213,202,95.73,211,3172,52.6,38.1,9.3,9.1,3162,65,30.5,4.6,5.2,3164,40.4,38.6,21,19.9,183,202,197,269689.41,1383455.57,16894020.31,364355.35,2768199.98,434290.94,1331686.79,0,1719722.03,13302.56,1830935.31,89.96,461.46,5635.1,121.53,923.35,144.86,444.19,0,573.62,4.44,610.72,0,1720059.99,17745382.67,544537.69,2889625.9,404299.83,1396280.88,0,2020520.67,14643.13,1627295.09,0,572.02,5901.36,181.09,960.97,134.45,464.34,0,671.94,4.87,541.17,18442.55,1476871.88,17673777.4,553603.74,1998627.65,436262.27,1425317.66,0,2026257.28,12747.61,1578837.64,6.13,490.82,5873.64,183.98,664.22,144.99,473.68,0,673.4,4.24,524.71,999,967,1006
638,Coweta County,1624,88.79,1829,1590,92.82,1713,1649,91.36,1805,23799,46.7,39.8,13.5,12.7,23601,59.3,33,7.7,7.1,23427,66,24.5,9.4,9.4,1624,1604,1617,0,2298647.41,138774280.9,4740201.88,16829071.22,3071822.62,8304831.11,175311,16926637.39,106906.03,11524520.13,0,102.68,6198.88,211.74,751.73,137.21,370.97,7.83,756.09,4.78,514.79,0,2173247.79,147998513.3,5407367.59,18052454.07,3220142.23,9294071.77,0,17719099.67,111582.86,11297480.03,0,96.79,6591.19,240.82,803.97,143.41,413.92,0,789.13,4.97,503.14,0,2127683.37,147326918,5546520.63,13979185.2,3196613.59,9486021.84,0,17661929.2,122533.61,10101801.48,0,96.86,6707.04,252.5,636.4,145.53,431.85,0,804.06,5.58,459.88,1057,1073,1116
639,Crawford County,97,72.93,133,93,80.87,115,90,73.17,123,1774,37.8,46.8,15.4,16.9,1737,44.2,45.1,10.7,10,1713,37.2,38.5,24.3,24.3,90,97,114,0,904808.27,9607814.84,162142.56,1315568.02,267624.46,667684.36,0,1248049.2,18080.44,1063026.25,0,545.39,5791.33,97.74,792.99,161.32,402.46,0,752.29,10.9,640.76,0,985641.09,9979008.93,153505.72,1271383.16,259668.87,690659.31,4500,1269868.99,15654.95,968074.66,0,602.1,6095.91,93.77,776.65,158.62,421.91,2.75,775.73,9.56,591.37,0,997140.95,10066551.02,142862.91,1296123.31,249060.54,732929.43,0,1239272.61,14070.47,865862.63,0,623.99,6299.47,89.4,811.09,155.86,458.65,0,775.51,8.81,541.84,1010,995,1027
640,Crisp County,235,87.36,269,268,90.85,295,234,86.99,269,3929,37.3,41.1,21.6,18.6,3840,43.8,39.7,16.5,14.1,3763,38.2,31.7,30.1,29.3,234,266,226,0,1201748.64,21430422.66,1386095.57,3804253.44,854775.59,1730352.96,0,2529312.26,33547,2319516.08,0,321.32,5730.06,370.61,1017.18,228.55,462.66,0,676.29,8.97,620.19,0,1223995.09,22429947.34,1375794.92,3737543.39,901554.97,1637662.83,0,2674370.13,36027.58,2031539.4,0,332.16,6086.82,373.35,1014.26,244.66,444.41,0,725.74,9.78,551.3,0,1226924.32,22136989.54,1252462.41,1889024.5,715130.9,1638981.94,0,2616484.79,30497.7,2114129.07,0,345.13,6227,352.31,531.37,201.16,461.04,0,736,8.58,594.69,994,994,991
641,Dade County,118,84.89,139,144,88.34,163,134,84.81,158,2181,33.9,48.9,17.2,16.6,2179,48.5,41.9,9.6,9.1,2098,53.1,35,11.9,10.2,119,147,149,0,782814.85,13274960.56,429466.65,1513947.82,431489.46,503197.16,0,1471938.49,19883.18,995948.66,0,384.11,6513.72,210.73,742.86,211.72,246.91,0,722.25,9.76,488.69,0,950743.9,13539037.46,484222.16,1654991.24,416957.75,544755.63,0,1574796.4,14709.13,843316.86,0,457.97,6521.69,233.25,797.2,200.85,262.41,0,758.57,7.09,406.22,0,968103.52,13739636.39,380057.6,1659423.26,408073.1,631455.64,0,1576113.31,17439.3,525297.3,0,485.26,6887.04,190.51,831.79,204.55,316.52,0,790.03,8.74,263.31,1017,959,1026
772,Dalton Public Schools,559,84.7,660,522,81.44,641,470,86.56,543,8097,56.6,34.9,8.5,8.6,7927,62.7,31.4,6,6.6,7798,59.6,30.9,9.6,9.5,563,527,543,0,1317963.88,51963114.28,4531738.77,6453280.79,1375123.26,2724667.38,0,4350307.29,0,3078004.28,0,165.12,6510.04,567.74,808.48,172.28,341.35,0,545.01,0,385.62,0,1478089.3,56080054.66,4756559.9,6655663.57,1512896.81,2967906.21,0,5419486.02,0,3036312.71,0,185.55,7039.93,597.11,835.51,189.92,372.57,0,680.33,0,381.16,0,1488306.37,54469322.64,4573375.45,5838531.41,1342358.67,2930451.52,0,5044986.97,0,2890604.71,0,189.59,6938.77,582.6,743.76,171,373.31,0,642.67,0,368.23,958,970,1047
642,Dawson County,252,96.92,260,260,96.3,270,240,96,250,3725,41.8,44,14.1,12.8,3764,54,39.2,6.8,6.8,3802,41.3,41.6,17.1,16.5,255,263,287,0,1097759.91,25135030.83,3245332.71,4135333.88,960727.5,1722000.35,0,2799351.94,51140.31,2542243.69,0,313.65,7181.44,927.24,1181.52,274.49,492,0,799.81,14.61,726.36,0,1060146.77,27073895.95,3566259.44,4228187.69,986040.06,1795115.13,0,2956009.71,43881.05,2407940.82,0,296.21,7564.65,996.44,1181.39,275.51,501.57,0,825.93,12.26,672.8,0,1072759.27,25609453.19,3209787.8,3338112.6,708091.91,1696525.82,0,2935451.31,48948.86,2245329.7,0,297.33,7097.96,889.63,925.2,196.26,470.21,0,813.6,13.57,622.32,1034,1064,1051
773,Decatur City,317,96.06,330,319,96.08,332,358,97.55,367,5701,61.3,31.9,6.8,6,5823,73.3,23.3,3.3,2.8,5750,88.7,8.6,2.7,2.5,314,304,398,288756,1831157.78,41944381.64,3326074.61,6045947.53,1183547.86,3435306.56,0,5470654.83,958735.44,1477448.24,51.57,327.05,7491.41,594.05,1079.83,211.39,613.56,0,977.08,171.23,263.88,360969.65,1985762.03,47668326.89,4057263.98,6613271.7,1516794.25,4144403.14,0,6125142.6,946114.71,2597512.31,62.72,345.05,8282.94,705,1149.13,263.56,720.14,0,1064.32,164.4,451.35,304675.62,2856369.79,52119160.58,4684941.25,6982529.7,1379326.11,4709153.58,0,6173388.84,824557.13,1440905.04,54.15,507.62,9262.34,832.58,1240.9,245.13,836.89,0,1097.1,146.54,256.07,1139,1147,1270
643,Decatur County,382,86.82,440,335,88.86,377,340,89.71,379,5277,41.5,38.2,20.3,21.5,4870,49.8,37.1,13.1,12.3,4709,39.5,34.1,26.4,28.8,382,345,343,0,674903.29,26583994.8,1108364.75,4511135.54,1018160.65,1824013.52,0,2974755.62,45114.79,2183654.34,0,138.87,5469.96,228.06,928.22,209.5,375.31,0,612.09,9.28,449.31,0,698842.63,27390601.48,1199767.86,4839240.83,1036197.4,2143188.29,0,3035461.6,45716,2268426.64,0,154,6035.83,264.38,1066.38,228.34,472.28,0,668.9,10.07,499.87,0,686317.41,17922601.64,1118207.38,4524729.31,1117293.89,2155443.1,0,2880864.68,46934.05,2342008.3,0,157.96,4124.88,257.35,1041.36,257.14,496.07,0,663.03,10.8,539.01,956,1018,1023
644,DeKalb County,5607,76.92,7289,5365,77.97,6881,5281,79.21,6667,110413,50.6,34.2,15.1,17.3,107328,59.4,30.6,10,11.9,98083,58.2,19.3,22.6,23.3,5464,5398,5478,0,25211425.63,713891749.5,38618619.49,111573825.2,13885138.88,67539232.02,0,69291220.16,325438.9,65456085.63,0,252.53,7150.57,386.82,1117.56,139.08,676.5,0,694.04,3.26,655.63,0,26277817.71,764141336,37255108,115388244.4,14209788.41,74650206.65,140438,74354458.51,334001.25,58811052.08,0,262.73,7640.11,372.49,1153.69,142.07,746.38,1.4,743.42,3.34,588.01,0,51931584.36,721855858.4,34179438.09,101817957,13872784.31,63259500.54,2659,71745606.16,343299.43,46553370.67,0,547.4,7608.98,360.28,1073.25,146.23,666.81,0.03,756.26,3.62,490.71,969,966,1100
645,Dodge County,200,91.32,219,201,91.78,219,211,91.74,230,3238,42.6,44.6,12.8,12.8,3167,54.1,38.5,7.4,7.9,3045,53.4,35.1,11.6,13.3,199,204,196,0,789618.89,17891517.61,785391.56,1916315.65,469259.67,1469166.93,0,1493589.61,31317.75,1735343.53,0,264.17,5985.79,262.76,641.12,157,491.52,0,499.7,10.48,580.58,0,808586.43,18783176.26,779854.95,2229638.28,517842.51,1429003.95,0,1489625.26,27468.1,1700624.43,0,270.61,6286.2,261,746.2,173.31,478.25,0,498.54,9.19,569.15,0,824478.22,18761258.49,730861.87,1619561.62,516199.08,1566094.39,0,1390067.34,67019.99,1442343.45,0,287.68,6546.15,255.01,565.09,180.11,546.44,0,485.02,23.38,503.26,991,979,1083
646,Dooly County,88,84.62,104,81,90,90,89,91.75,97,1272,42.6,39.9,17.5,14.5,1248,46.3,40.5,13.2,12.9,1210,28,26.6,45.4,43.7,85,75,73,0,774443.73,6901403.52,389548.53,1195187.2,242569.42,280492.3,0,996490.86,15306.38,858260.47,0,653.54,5823.97,328.73,1008.6,204.7,236.7,0,840.92,12.92,724.27,0,834393.94,6559429.55,537350.68,1178808.17,255829.85,341769.81,0,952356.01,15473.33,635546.59,0,728.73,5728.76,469.3,1029.53,223.43,298.49,0,831.75,13.51,555.06,0,836836.14,5421590.23,711361.79,928342.13,241295.02,316501.26,0,971973.53,13440.3,590256.64,0,718.93,4657.72,611.14,797.54,207.3,271.91,0,835.03,11.55,507.09,975,795,
647,Dougherty County,851,87.28,975,804,85.9,936,715,86.98,822,15195,60.6,28.2,11.3,12.6,14749,66,25.3,8.7,9.7,13806,54.5,20.7,24.8,25.3,795,767,726,0,4899376.5,76739102.66,12345557.08,15734889.09,2560521.44,4601259.16,0,10224309.07,85730.83,6280587.41,0,352.65,5523.58,888.62,1132.58,184.3,331.19,0,735.93,6.17,452.07,0,5084444.66,79340727.63,13015440.53,14470426.66,2522638.18,4528206.31,0,10421049.64,89018.48,5481330.26,0,373.12,5822.32,955.12,1061.89,185.12,332.3,0,764.74,6.53,402.24,0,4468434.87,73766023.85,11985219.79,12560117.2,2290957.11,5623338.09,0,10403073.34,80073.09,3064069.67,0,341.15,5631.85,915.04,958.93,174.91,429.33,0,794.25,6.11,233.93,916,912,954
648,Douglas County,1944,89.92,2162,1988,90.36,2200,1943,89.75,2165,29253,49.1,38.2,12.7,12.7,29001,59,33.1,7.9,8.7,27891,44.4,29.5,26.1,27.1,1934,2039,1909,0,4314822.47,169487712.2,14067339.27,17363636.84,5036864.54,8918482.61,0,19774656.07,107619.54,14084764.1,0,160.75,6314.51,524.1,646.91,187.66,332.27,0,736.73,4.01,524.75,0,4084885.28,177827602.7,13963250.81,16013850.7,5202715.64,9122712.13,0,20272450.96,98080.47,12041950.25,0,151.79,6607.74,518.85,595.04,193.32,338.98,0,753.29,3.64,447.46,0,4089250.23,170235032.7,13062792.45,13804209.6,4964526.74,8103126.33,0,20183936.24,112864.92,10778101.06,0,156.61,6519.67,500.28,528.67,190.13,310.33,0,773.01,4.32,412.78,986,995,1038
