SCHOOL_DSTRCT_CD,SCHOOL_DSTRCT_NM,TOTAL_Grad_Rate,PERCENT_Grad_Rate,TOTAL_COUNT_Grad_Rate,Percent Direct Certified,ACT Composite,STUDENT_COUNT_ALL_Attendance,FIVE_OR_FEWER_PERCENT_ALL_Attendance,SIX_TO_FIFTEEN_PERCENT_ALL_Attendance,OVER_15_PERCENT_ALL_Attendance,CHRONIC_ABSENT_PERC_ALL_Attendance,PROGRAM_PERCENT_Dropout,Teachers_Percent_Inexp,HOPE_ELIGIBLE_PCT,Debt Services_Expenditures_Per Student,Federal_Revenues_Per Student,General Administration_Expenditures_Per Student,Instruction_Expenditures_Per Student,Instructional Support_Expenditures_Per Student,Local_Revenues_Per Student,Maintenance and Operations_Expenditures_Per Student,Media_Expenditures_Per Student,Other_Revenues_Per Student,Pupil Services_Expenditures_Per Student,Renovation and Capital Projects_Expenditures_Per Student,School Administration_Expenditures_Per Student,School food Services_Expenditures_Per Student,State Lottery_Revenues_Per Student,State Other_Revenues_Per Student,State QBE_Revenues_Per Student,Transportation_Expenditures_Per Student,Debt Services_Expenditures_Dollars per FTE,Federal_Revenues_Dollars per FTE,General Administration_Expenditures_Dollars per FTE,Instruction_Expenditures_Dollars per FTE,Instructional Support_Expenditures_Dollars per FTE,Local_Revenues_Dollars per FTE,Maintenance and Operations_Expenditures_Dollars per FTE,Media_Expenditures_Dollars per FTE,Other_Revenues_Dollars per FTE,Pupil Services_Expenditures_Dollars per FTE,Renovation and Capital Projects_Expenditures_Dollars per FTE,School Administration_Expenditures_Dollars per FTE,School food Services_Expenditures_Dollars per FTE,State Lottery_Revenues_Dollars per FTE,State Other_Revenues_Dollars per FTE,State QBE_Revenues_Dollars per FTE,Transportation_Expenditures_Dollars per FTE,SAT Combined Score
610,Berrien County,188,86.64,217,38.5,19.11411043,3265,41.9,43.9,14.2,15.1,1.5,32.71212453,40.31,0,0,252.3434518,4923.193369,295.7651332,1632.527194,519.720343,132.924925,0,192.2930413,0,450.7193813,6.565298622,0,104.5846524,6229.21562,660.8913568,0,0,271.56,5298.03,318.28,1756.82,559.29,143.05,0,206.93,0,485.04,7.07,0,112.55,6703.49,711.21,1002
611,Bibb County,1366,79.37,1721,52.6,17.4,25998,51,35.3,13.8,15.7,3.7,62.20372371,28.94,23.07869836,66.60691092,242.3093349,5410.453762,577.0813193,3411.862609,770.2917763,169.8015086,5.084895377,299.8560812,0.087459035,622.484815,0,0,80.86915263,4796.842257,398.0281241,25.99,75.02,272.9,6093.44,649.93,3842.56,867.53,191.24,5.73,337.71,0.1,701.06,0,0,91.08,5402.37,448.27,933
612,Bleckley County,171,92.93,184,32.6,18.6,2600,56.4,35.1,8.5,9,1.1,36.94541543,46.07,0,0,308.0346154,5382.645608,158.7486077,1549.994492,688.5556615,115.7677885,0,281.7990192,0,592.4097154,9.227646154,0,106.7092192,6834.461923,705.7091192,0,0,330.13,5768.71,170.13,1661.16,737.94,124.07,0,302.01,0,634.9,9.89,0,114.36,7324.65,756.32,1087
613,Brantley County,206,85.48,241,38.5,22,3546,50.2,38.5,11.3,11.6,1.1,39.13354816,46.67,0,0,269.5617146,5099.576128,333.2029639,1682.206331,951.1629047,186.5372955,0,251.6180316,0,694.7911365,7.436646926,0,169.4872363,6915.776086,762.983229,0,0,290.89,5503.07,359.57,1815.31,1026.42,201.3,0,271.53,0,749.77,8.03,0,182.9,7462.98,823.35,1041
763,Bremen City,192,98.46,195,12.5,21.9,2313,64.2,31.6,4.2,4.2,1.812686567,38.62007168,66.32,0,32.43316904,458.9386208,5809.296822,239.5231301,2303.576239,829.1058798,141.818422,0,289.925668,0,651.9591872,5.74997406,0,264.4978253,6406.292261,73.95108517,0,33.36,472,5974.61,246.34,2369.13,852.7,145.85,0,298.18,0,670.51,5.91,0,272.02,6588.6,76.06,1042
614,Brooks County,131,92.25,142,53.7,17,2342,45.4,38.3,16.4,17.5,1.5,57.9342723,25.87,0,0,746.915854,4982.926294,74.0112041,3421.555824,967.4090649,125.3425833,0,622.1893126,0,834.4747096,9.036592656,0,146.7292528,5389.01836,699.5501324,0,0,833.78,5562.45,82.62,3819.49,1079.92,139.92,0,694.55,0,931.53,10.09,0,163.79,6015.77,780.91,947
615,Bryan County,639,89.12,717,13.1,21.3,9958,51.7,39.3,8.9,8.6,1.1,52.01323384,44.21,0,131.675241,113.765244,5175.514645,391.2838542,2423.190148,636.0620406,125.9959028,0,286.0882306,0,514.5692217,2.963655352,0,81.86274151,5254.651436,426.3166329,0,138.58,119.73,5446.82,411.8,2550.21,669.4,132.6,0,301.09,0,541.54,3.12,0,86.15,5530.1,448.66,1063
764,Buford City,324,92.57,350,13.5,22.6,5113,63.7,31.9,4.5,4.1,0.6,55.14140102,57.93,0,0,692.5896362,6797.47326,60.61466458,5437.649712,747.8147624,120.3587268,0,518.2924447,11.59198122,662.0907862,2.52622922,0,92.17672599,4806.75709,379.4001936,0,0,697.09,6841.63,61.01,5472.97,752.67,121.14,0,521.66,11.67,666.39,2.54,0,92.78,4837.98,381.86,1112
616,Bulloch County,620,79.9,776,37.9,19.8,11180,45.3,41.1,13.5,14.7,2.4,46.99276742,45.5,0,0,115.6186073,5518.046263,324.1252755,3060.048505,665.337754,120.2645519,0,345.9513685,0,660.7256843,6.405817531,0,91.15227191,5470.708945,519.2843551,0,0,126.94,6058.31,355.86,3359.65,730.48,132.04,0,379.82,0,725.42,7.03,0,100.08,6006.34,570.13,1043
617,Burke County,260,91.55,284,49.8,17.5,4197,56.6,35.1,8.3,8.6,1.5,39.5864549,29.46,0,0,669.268842,7336.988389,295.1786872,12628.67968,1174.327672,165.8840362,0,400.9454062,0,942.4768787,5.102356445,0,142.9827329,2298.658089,1405.451272,0,0,716.93,7859.45,316.2,13527.97,1257.95,177.7,0,429.5,0,1009.59,5.47,0,153.16,2462.35,1505.53,969
618,Butts County,213,83.53,255,41.8,17.5,3657,53.7,34.9,11.5,12.9,3.3,53.74499714,38.03,0,0,339.26516,5142.761231,350.1201258,3218.782387,589.6460323,133.9892207,0.677664753,500.9579929,0,730.5890949,10.898723,0,146.5934099,5090.178288,612.5247088,0,0,371.13,5625.81,383.01,3521.11,645.03,146.57,0.74,548.01,0,799.21,11.92,0,160.36,5568.29,670.06,951
765,Calhoun City,253,98.06,258,27.7,20.5,4146,52.9,38,9.1,9,1.812686567,46.67747164,61.51,0,38.62424988,250.3906392,4832.066066,394.8628775,3239.079583,726.2780246,93.40924988,2.826821032,289.0217173,0,510.0663097,6.904737096,0,102.9012325,4933.880849,276.7590569,0,39.38,255.32,4927.14,402.63,3302.81,740.57,95.25,2.88,294.71,0,520.1,7.04,0,104.93,5030.96,282.2,1026
619,Calhoun County,46,88.46,52,71.3,19.11411043,561,69.7,23.2,7.1,5.5,1.812686567,51.3215859,22.22,0,0,2052.901176,5173.047273,228.3331016,5465.889857,1247.275437,316.5970053,0,261.3423708,0,1281.747968,6.742388592,0,212.7112299,6503.586453,1040.851622,0,0,2185.35,5506.79,243.06,5818.53,1327.74,337.02,0,278.2,0,1364.44,7.18,0,226.43,6923.17,1108,888
620,Camden County,552,95.5,578,24.6,21.2,9953,48.8,37.8,13.3,14.2,0.7,37.18601215,45.68,0,267.6363388,118.7180056,5269.531594,346.5528102,2475.95046,640.1273194,161.4211444,0,332.9967417,0,584.7445182,4.208713956,0,56.89207375,5208.348136,374.8738059,0,292.53,129.76,5759.68,378.79,2706.25,699.67,176.44,0,363.97,0,639.13,4.6,0,62.18,5692.81,409.74,1048
621,Candler County,117,93.6,125,47.2,18.7,2236,58.5,34.9,6.6,7.3,1.812686567,46.64741739,47.86,0,0,377.9081082,5077.079329,256.9080277,2118.261011,688.3728533,125.0195975,0,243.3791413,0,524.1631485,6.302142218,0,179.3932692,6282.559928,384.7526744,0,0,396.9,5332.24,269.82,2224.72,722.97,131.3,0,255.61,0,550.51,6.62,0,188.41,6598.31,404.09,998
622,Carroll County,967,93.25,1037,32.8,19.7,15871,45.3,41.7,13.1,13.6,1,47.81333333,49.34,26.63365005,4.247925777,121.5134579,5486.722583,214.5559713,2409.59877,778.8233583,144.7244087,0,275.4853973,31.06528763,669.9823458,5.319340936,0,171.1136041,5674.710919,545.699702,28.81,4.59,131.43,5934.29,232.06,2606.16,842.35,156.53,0,297.96,33.6,724.63,5.75,0,185.07,6137.61,590.21,1022
766,Carrollton City,364,91,400,33.4,19.7,5428,46.2,40.6,13.2,12.5,1.2,41.07684934,54.38,0,70.70007369,387.385455,5395.626518,387.8703611,3009.529048,754.1163191,94.5632885,0,123.9084156,33.2716857,669.3131982,8.5432535,0,208.6190549,4983.899042,314.4290217,0,73.96,405.23,5644.14,405.74,3148.14,788.85,98.92,0,129.62,34.8,700.14,8.94,0,218.23,5213.45,328.91,1033
767,Cartersville City,281,90.35,311,26.2,20.5,4670,61.3,31.5,7.2,7.4,1.3,34.08273381,57.45,0,0,276.0713212,5675.187968,437.8267409,3755.457615,716.2741884,65.69241756,1.788222698,445.8670236,0,519.3917109,5.256749465,0,123.0193512,4899.574946,410.1052141,0,0,286.95,5898.76,455.07,3903.4,744.49,68.28,1.86,463.43,0,539.85,5.46,0,127.87,5092.59,426.26,1074
623,Catoosa County,709,87.42,811,24.3,20.4,11069,50.8,36.4,12.8,12.7,1.6,31.52718063,46.95,0,0,173.6234701,6443.91648,234.1674388,2997.956418,769.3444096,158.5824591,2.481810462,412.0084949,0,721.3635342,5.334014816,0,94.4005538,6619.720571,514.9012738,0,0,183.77,6820.4,247.85,3173.11,814.29,167.85,2.63,436.08,0,763.51,5.65,0,99.92,7006.47,544.98,1129
624,Charlton County,109,90.83,120,34.3,19.6,1786,47.8,40,12.2,12.7,1.812686567,36.46770237,39.64,0,72.22760358,452.9589866,5166.284726,236.4816125,3082.681445,1019.553835,262.7458623,2.35162374,351.3092945,0,665.729037,4.913286674,0,181.4120493,5655.859462,595.7337962,0,78.95,495.09,5646.87,258.48,3369.44,1114.4,287.19,2.57,383.99,0,727.66,5.37,0,198.29,6181.99,651.15,989
626,Chattahoochee County,92,76.67,120,28,19.5,971,50.5,38.1,11.4,13.2,3.7,78.125,40,0,969.0744387,1005.93344,4532.404624,301.2695778,1454.619969,981.5621833,106.7141401,8.110195675,549.514758,0,1012.583543,7.741740474,0,123.9726159,6433.047374,514.5391967,0,1064.45,1104.93,4978.47,330.92,1597.78,1078.16,117.22,8.91,603.6,0,1112.24,8.5,0,136.17,7066.16,565.18,994
627,Chattooga County,192,87.27,220,47.9,17.7,2896,46.9,38.5,14.6,18.5,1.5,44.07582938,28.43,0,0,237.2058391,5818.920069,531.6064261,2504.211689,683.2216057,176.7956975,1.566153315,282.9625863,0,656.1418198,7.991578039,0,185.1927728,6380.973412,585.1237224,0,0,260.9,6400.15,584.71,2754.35,751.47,194.46,1.72,311.23,0,721.68,8.79,0,203.69,7018.34,643.57,986
628,Cherokee County,2871,86.87,3305,11.9,22.3,44422,53.4,37.8,8.9,8.9,1.5,47.99442743,55.83,260.2369819,24.61236302,138.4139888,6041.715157,412.2074141,4045.918498,601.8599,106.2137824,267.3861827,365.5208786,7.655239746,570.3535827,3.696803836,0,86.61164918,4771.927896,532.9072252,269.45,25.48,143.31,6255.62,426.8,4189.17,623.17,109.97,276.85,378.46,7.93,590.55,3.83,0,89.68,4940.88,551.78,1096
769,Chickamauga City,104,98.11,106,10.4,20.8,1346,61.5,32.2,6.2,4.8,1.812686567,22.38629652,73.08,0,0,601.5872437,5515.028626,37.83837296,2255.279502,803.5942571,141.3733507,0,199.2279346,0,667.8582912,9.853967311,0,54.84437593,6381.558692,70.80017831,0,0,607.91,5572.99,38.24,2278.98,812.04,142.86,0,201.32,0,674.88,9.96,0,55.42,6448.63,71.54,1150
629,Clarke County,627,81.43,770,44.4,18.2,13829,50.2,34.9,14.8,16.5,2.1,52.39916029,33.98,0,2.571022489,218.5832164,6968.273223,705.8600456,5946.957463,1072.370409,136.4945795,0,389.5638549,7.421081062,659.0023313,5.237586955,0,96.09346518,4930.359751,720.216482,0,2.76,234.34,7470.68,756.75,6375.72,1149.69,146.34,0,417.65,7.96,706.52,5.62,0,103.02,5285.83,772.14,957
630,Clay County,0,0,0,82.1,19.11411043,202,54,38.6,7.4,7.4,1.812686567,49.88009592,42.9819209,0,643.930297,1811.094752,7868.720198,865.1899505,6457.624109,1069.679554,278.5613366,0,469.335297,0,2176.507178,41.03866337,0,201.4330198,9100.955446,1534.308465,0,706.92,1988.27,8638.49,949.83,7089.35,1174.32,305.81,0,515.25,0,2389.43,45.05,0,221.14,9991.27,1684.4,1001.5625
631,Clayton County,2836,72.68,3902,46.5,17.4,63489,49.8,35.1,15,18.6,4.2,58.15615585,29.92,0,14.60702563,214.4626055,4396.976717,338.4075438,2267.977727,603.1196415,98.93981682,-1.272917671,223.3081101,0,493.4266778,4.084555592,0,51.18809762,5129.066673,357.85587,0,16.81,246.83,5060.63,389.48,2610.29,694.15,113.87,-1.47,257.01,0,567.9,4.7,0,58.91,5903.22,411.87,947
632,Clinch County,87,88.78,98,42.8,19.11411043,1378,50.2,40.2,9.6,10.4,2.4,41.88432836,45.98,0,0,525.6733745,5599.457264,289.0532874,4347.599877,997.1303048,134.7109289,0,580.3228447,0,615.3911684,8.522626996,0,314.6804354,5859.988389,522.8562554,0,0,568.59,6056.56,312.65,4702.51,1078.53,145.71,0,627.7,0,665.63,9.22,0,340.37,6338.35,565.54,982
633,Cobb County,7879,86.98,9058,17.3,22.3,119817,56.6,33.7,9.7,10.3,2.3,43.64910481,52.66,0,53.70736623,168.1480252,6402.927711,351.9643466,4645.061563,591.3289952,137.7924017,164.4545904,230.7237183,19.79472838,590.8062277,3.219691863,0,72.50605832,4429.359048,459.1455442,0,56.69,177.47,6757.92,371.48,4902.6,624.11,145.43,173.57,243.52,20.89,623.56,3.4,0,76.53,4674.93,484.6,1079
634,Coffee County,441,84.16,524,45.2,19.6,7972,49.9,37.4,12.7,14.1,2,41.2552521,34.44,0,96.83468264,196.2272968,5204.57497,334.9743565,1951.897442,618.5766671,181.599719,0.538079528,554.9757765,0,488.2462092,5.892399649,0,85.98314225,6341.479303,524.3647504,0,103.84,210.43,5581.23,359.22,2093.16,663.34,194.74,0.58,595.14,0,523.58,6.32,0,92.21,6800.41,562.31,1006
635,Colquitt County,577,85.36,676,46.2,17.8,9922,47.8,39.7,12.5,13.5,2.5,53.09184994,33,0,0,222.5518192,5413.603742,253.3289518,1735.799594,979.9399758,132.6392008,22.72989921,562.2514564,0,539.6001169,8.202031848,0,132.5190496,6798.980447,444.5709968,0,0,237.51,5777.54,270.36,1852.49,1045.82,141.56,24.26,600.05,0,575.88,8.75,0,141.43,7256.05,474.46,986
636,Columbia County,1904,92.03,2069,13.6,22,29097,55.6,35.6,8.8,8.6,0.8,51.6616159,50.03,0,32.97265388,87.03845379,5692.726199,359.727673,3429.85254,698.2524769,147.7844187,0,180.1796302,0,550.6408544,4.052300237,0,77.95774238,4819.096505,395.7926274,0,34.96,92.29,6036.49,381.45,3636.97,740.42,156.71,0,191.06,0,583.89,4.3,0,82.67,5110.1,419.69,1085
771,Commerce City,114,95.8,119,27.1,19.6,1784,53.5,38,8.5,8.7,1.812686567,57.88761002,55.56,12.24386211,0,388.7864238,6046.258459,136.2380045,2028.240942,805.1594731,199.6118778,0,255.1050504,0,667.7128587,24.30627242,0,84.94251682,6687.194507,277.5777018,13.05,0,414.33,6443.56,145.19,2161.52,858.07,212.73,0,271.87,0,711.59,25.9,0,90.52,7126.62,295.82,1024
637,Cook County,182,88.35,206,45.8,19.1,3172,52.6,38.1,9.3,9.1,1.3,36.98969072,32.79,85.02188209,0,436.1461444,5325.983704,114.8661255,2172.715539,872.6986066,136.9139155,3.073770492,419.8255958,0,542.1570082,4.193745271,0,114.4351765,6423.280895,577.2179414,89.96,0,461.46,5635.1,121.53,2298.82,923.35,144.86,3.25,444.19,0,573.62,4.44,0,121.08,6796.08,610.72,999
638,Coweta County,1584,86.89,1823,20.7,20.9,23799,46.7,39.8,13.5,12.7,1.6,43.13332982,47.91,0,0.68873272,96.58588218,5831.097143,199.176515,4120.950476,707.1335443,129.0736006,3.204894323,348.9571457,7.366317913,711.2331354,4.492038741,0,66.81321316,4685.712845,484.2438813,0,0.73,102.68,6198.88,211.74,4380.87,751.73,137.21,3.41,370.97,7.83,756.09,4.78,0,71.03,4981.25,514.79,1057
639,Crawford County,90,67.67,133,39,18.8,1774,37.8,46.8,15.4,16.9,2.9,43.5635472,41.11,0,29.28064825,510.0384837,5415.904645,91.39941375,2693.200107,741.5828749,150.8593348,5.711369786,376.3722435,0,703.5226607,10.1919053,0,146.9960316,5764.833709,599.2256201,0,31.31,545.39,5791.33,97.74,2879.89,792.99,161.32,6.11,402.46,0,752.29,10.9,0,157.19,6164.45,640.76,1010
640,Crisp County,235,87.69,268,52.9,17.6,3929,37.3,41.1,21.6,18.6,2.7,41.27682994,37.61,0,0,305.8662866,5454.421649,352.7858412,2950.059341,968.2497938,217.5555078,0,440.4054365,0,643.7547111,8.538304912,0,113.048534,6534.0817,590.3578722,0,0,321.32,5730.06,370.61,3099.14,1017.18,228.55,0,462.66,0,676.29,8.97,0,118.76,6864.28,620.19,994
641,Dade County,113,80.71,140,23.8,18.3,2181,33.9,48.9,17.2,16.6,1.2,34.89822718,43.7,0,0,358.9247364,6086.639413,196.9127235,3340.449597,694.1530582,197.8401926,0,230.7185511,0,674.8915589,9.11654287,0,86.20985786,5524.701055,456.6477121,0,0,384.11,6513.72,210.73,3574.84,742.86,211.72,0,246.91,0,722.25,9.76,0,92.26,5912.35,488.69,1017
772,Dalton Public Schools,537,81.61,658,25.5,20.2,8097,56.6,34.9,8.5,8.6,2.8,42.67175573,43.52,0,89.9027714,162.771876,6417.576174,559.6812116,3968.135408,796.996516,169.8312041,0.474095344,336.5033197,0,537.2739644,0,0,56.93336544,5701.646412,380.1413215,0,91.2,165.12,6510.04,567.74,4025.31,808.48,172.28,0.48,341.35,0,545.01,0,0,57.75,5783.79,385.62,958
642,Dawson County,248,95.75,259,21.6,20.6,3725,41.8,44,14.1,12.8,1.812686567,50.31530037,54.9,0,8.036193289,294.700647,6747.659283,871.2302577,6340.007911,1110.156746,257.9134228,0,462.2819732,0,751.5038765,13.72894228,0,156.3478577,4714.630067,682.4815275,0,8.55,313.65,7181.44,927.24,6747.58,1181.52,274.49,0,492,0,799.81,14.61,0,166.4,5017.71,726.36,1034
773,Decatur City,316,95.18,332,8.3,23.4,5701,61.3,31.9,6.8,6,0.8,54.79072985,65.61,50.65006139,0,321.1994001,7357.372678,583.4195071,6648.313021,1060.506495,207.6035538,0.285037713,602.5796457,0,959.5956551,168.1696965,0,64.23754429,5075.733731,259.1559797,51.57,0,327.05,7491.41,594.05,6769.43,1079.83,211.39,0.29,613.56,0,977.08,171.23,0,65.41,5168.2,263.88,1139
643,Decatur County,373,84.97,439,46.5,18.3,5277,41.5,38.2,20.3,21.5,1.8,35.80472921,30.63,0,9.208760659,127.8952606,5037.709835,210.0369054,3168.70647,854.8674512,192.9430832,0,345.6535001,0,563.7209816,8.549325374,0,91.9393159,5337.172636,413.8060148,0,10,138.87,5469.96,228.06,3440.59,928.22,209.5,0,375.31,0,612.09,9.28,0,99.83,5795.12,449.31,956
644,DeKalb County,5341,73.41,7276,39.1,19.3,110413,50.6,34.2,15.1,17.3,4.9,50.20338876,38.67,0,0,228.337475,6465.649421,349.7651498,5272.693607,1010.513483,125.7563772,0.260670935,611.6963765,0,627.5639658,2.947469048,0,78.13314727,4630.313251,592.8295185,0,0,252.53,7150.57,386.82,5831.24,1117.56,139.08,0.29,676.5,0,694.04,3.26,0,86.41,5120.81,655.63,969
645,Dodge County,199,90.45,220,44.9,17.9,3238,42.6,44.6,12.8,12.8,1.6,33.44805334,39.7,0,0,243.8600649,5525.484129,242.5545275,1861.868975,591.820769,144.9226899,0,453.7266615,0,461.2691816,9.671942557,0,78.9084651,6747.84929,535.9306763,0,0,264.17,5985.79,262.76,2016.97,641.12,157,0,491.52,0,499.7,10.48,0,85.48,7309.98,580.58,991
646,Dooly County,85,83.33,102,62.1,16.3,1272,42.6,39.9,17.5,14.5,1.9,50.93818985,22.35,0,0,608.8394104,5425.631698,306.2488443,4202.168703,939.6125786,190.6992296,0,220.5128145,0,783.4047642,12.03331761,0,643.2668632,5150.941824,674.7330739,0,0,653.54,5823.97,328.73,4510.68,1008.6,204.7,0,236.7,0,840.92,12.92,0,690.49,5529.11,724.27,975
647,Dougherty County,829,85.11,974,61.8,17.6,15195,60.6,28.2,11.3,12.6,2.6,55.68688096,25.16,0,0,322.433465,5050.286453,812.4749641,2873.951931,1035.530707,168.5107891,3.266568608,302.8140283,0,672.8732524,5.642042119,0,119.6218434,5886.391313,413.3325048,0,0,352.65,5523.58,888.62,3143.29,1132.58,184.3,3.57,331.19,0,735.93,6.17,0,130.83,6438.04,452.07,916
648,Douglas County,1879,87.4,2150,29.9,18.9,29253,49.1,38.2,12.7,12.7,2.5,47.04556471,40.33,0,49.99521998,147.5001699,5793.857457,480.8853543,3073.517907,593.5677312,172.1828373,2.688437425,304.8741192,0,675.9872857,3.678923187,0,106.7013236,5572.214166,481.4810139,0,54.49,160.75,6314.51,524.1,3349.71,646.91,187.66,2.93,332.27,0,736.73,4.01,0,116.29,6072.95,524.75,986
774,Dublin City,167,88.83,188,70.6,16.5,2492,42.3,38.8,18.9,20.7,2.5,62.57126568,19.64,0,0,535.0177528,4627.421204,402.0169703,4270.372636,905.4663363,151.3075522,0,339.622175,0,592.7557945,5.741797753,0,246.4208507,4429.242777,485.6791533,0,0,601.38,5201.41,451.88,4800.08,1017.78,170.08,0,381.75,0,666.28,6.45,0,276.99,4978.65,545.92,871
