SCHOOL_DSTRCT_CD,SCHOOL_DSTRCT_NM,PROGRAM_TOTAL_Grad_Rate,PROGRAM_PERCENT_Grad_Rate,TOTAL_COUNT_Grad_Rate,direct_cert_perc,ACT Composite,STUDENT_COUNT_ALL_Attendance,FIVE_OR_FEWER_PERCENT_ALL_Attendance,SIX_TO_FIFTEEN_PERCENT_ALL_Attendance,OVER_15_PERCENT_ALL_Attendance,CHRONIC_ABSENT_PERC_ALL_Attendance,PROGRAM_PERCENT_Dropout,Teachers_Percent_Inexp,HOPE_ELIGIBLE_PCT,Debt Services_Expenditures_REV_EXP_VALUE,Federal_Revenues_REV_EXP_VALUE,General Administration_Expenditures_REV_EXP_VALUE,Instruction_Expenditures_REV_EXP_VALUE,Instructional Support_Expenditures_REV_EXP_VALUE,Local_Revenues_REV_EXP_VALUE,Maintenance and Operations_Expenditures_REV_EXP_VALUE,Media_Expenditures_REV_EXP_VALUE,Other_Revenues_REV_EXP_VALUE,Pupil Services_Expenditures_REV_EXP_VALUE,Renovation and Capital Projects_Expenditures_REV_EXP_VALUE,School Administration_Expenditures_REV_EXP_VALUE,School food Services_Expenditures_REV_EXP_VALUE,State Lottery_Revenues_REV_EXP_VALUE,State Other_Revenues_REV_EXP_VALUE,State QBE_Revenues_REV_EXP_VALUE,Transportation_Expenditures_REV_EXP_VALUE,Debt Services_Expenditures_Dollars per FTE,Federal_Revenues_Dollars per FTE,General Administration_Expenditures_Dollars per FTE,Instruction_Expenditures_Dollars per FTE,Instructional Support_Expenditures_Dollars per FTE,Local_Revenues_Dollars per FTE,Maintenance and Operations_Expenditures_Dollars per FTE,Media_Expenditures_Dollars per FTE,Other_Revenues_Dollars per FTE,Pupil Services_Expenditures_Dollars per FTE,Renovation and Capital Projects_Expenditures_Dollars per FTE,School Administration_Expenditures_Dollars per FTE,School food Services_Expenditures_Dollars per FTE,State Lottery_Revenues_Dollars per FTE,State Other_Revenues_Dollars per FTE,State QBE_Revenues_Dollars per FTE,Transportation_Expenditures_Dollars per FTE,SAT Combined Score
702,Monroe County,284,91.03,312,35.06036217,22.8,4178,56.2,32.2,11.6,11.8,1.8,30.95615425,56.18,0,16.62329105,426.1549449,7103.336123,244.7336022,6415.819426,1042.459464,173.1638344,0,368.1883054,0,462.754933,4.762685495,0,168.4934514,4659.920057,878.0184466,0,17.32,443.9,7399.09,254.92,6682.95,1085.86,180.37,0,383.52,0,482.02,4.96,0,175.51,4853.94,914.58,1078
703,Montgomery County,49,100,49,52.4684271,21.35454545,957,49.1,37.4,13.5,14.9,2.287288136,47.3189585,40,0,12.51306165,371.9988924,4714.698788,427.4717659,3521.237753,638.1556113,116.8769383,0,372.7169383,0,523.1689969,7.21938349,0,374.7546186,6517.197492,472.179697,0,13.69,406.86,5156.53,467.53,3851.23,697.96,127.83,0,407.65,0,572.2,7.9,0,409.87,7127.95,516.43,1048.509554
704,Morgan County,199,94.31,211,27.37376945,21.6,3303,50.8,33.6,15.7,15.1,1,27.05637708,63.05,72.07685437,37.81002422,430.517805,6919.305147,465.3929398,5433.700805,616.5725613,165.2520678,0,509.4537239,0,638.7312322,18.25975477,0,247.0107448,5393.1099,430.607148,74.37,39.01,444.24,7139.79,480.22,5606.85,636.22,170.52,0,525.69,0,659.08,18.84,0,254.88,5564.96,444.33,1048
705,Murray County,435,97.32,447,35.07734304,19.1,7060,45.6,34,20.4,23.7,0.5,36.5352098,50.46,0,1.197592068,126.3976105,5698.2892,341.3005453,2420.701673,740.3682635,144.6667564,0,309.0270836,0,542.9631756,3.360892351,0,97.41427762,5920.652266,470.5134263,0,1.25,132.16,5958.22,356.87,2531.12,774.14,151.27,0,323.12,0,567.73,3.51,0,101.86,6190.73,491.98,1025
706,Muscogee County,1802,91.15,1977,47.08447963,23.2,32403,59,23.6,17.4,18.6,2,41.05871537,48.37,1.861016573,48.05206401,140.7159593,5778.911576,435.1340367,3785.79267,753.6770716,158.8410447,7.527149338,324.3157581,0,613.5184282,0,0,112.558693,5282.146128,382.3310249,2,51.64,151.22,6210.13,467.6,4068.29,809.92,170.69,8.09,348.52,0,659.3,0,0,120.96,5676.3,410.86,1111
707,Newton County,1206,89.07,1354,43.46844366,19.5,19595,54.9,25.9,19.2,20,2.9,44.26598686,42.99,0,7.295655524,141.77568,6209.779352,532.1084874,3481.119773,739.01694,135.0675708,0.821638173,477.1475897,0,684.5184639,5.877982649,0,127.4795524,6282.967798,492.5935968,0,7.77,150.98,6613.08,566.67,3707.2,787.01,143.84,0.88,508.14,0,728.97,6.26,0,135.76,6691.02,524.59,1009
708,Oconee County,624,98.27,635,7.764965653,25.2,8516,41.8,39,19.3,16.3,2.287288136,37.03534569,75.12,0,2.302973227,154.887648,6755.765924,218.0683736,4995.102361,717.9533619,123.4010756,0.00117426,314.6428664,0,659.9199213,26.96982621,0,88.85974988,5183.498239,430.1949096,0,2.37,159.38,6951.68,224.39,5139.96,738.77,126.98,0,323.77,0,679.06,27.75,0,91.44,5333.82,442.67,1127
709,Oglethorpe County,130,94.2,138,33.23713324,23.6,2195,40.8,36.3,23,22.4,1.5,28.13095995,53.44,0,2.204911162,331.5610114,6565.97749,469.7923144,4455.429645,813.587344,165.7504237,0,375.463959,0,727.5987608,7.237234624,0,124.2902688,6764.944419,699.4062096,0,2.29,344.92,6830.48,488.72,4634.91,846.36,172.43,0,390.59,0,756.91,7.53,0,129.3,7037.47,727.58,1047
710,Paulding County,2185,89.29,2447,21.56381369,20.9,31991,49.8,34.3,15.9,14.2,2.3,29.38249102,48.34,0,0,104.440608,6218.673739,462.2127461,3332.533172,602.2786374,158.0311094,0.029637398,373.1631743,0,615.8150992,3.818360164,0,79.46077553,6065.978994,482.4272795,0,0,111.31,6627.63,492.61,3551.69,641.89,168.42,0.03,397.7,0,656.31,4.07,0,84.69,6464.89,514.15,1060
711,Peach County,190,84.07,226,44.73536036,20,3862,42.6,35.2,22.1,23.1,2,45.08966695,37.7,0,0,389.7728845,5328.234081,238.2678198,3624.226712,694.9982522,150.8291378,3.687050751,431.7086846,0,509.931318,6.398902123,0,50.98329363,5262.714138,474.4364552,0,0,420.12,5743.13,256.82,3906.44,749.12,162.57,3.97,465.32,0,549.64,6.9,0,54.95,5672.51,511.38,1039
784,Pelham City,82,80.39,102,59.72747918,21.35454545,1393,72.4,23.3,4.4,5.3,2.8,32.4452902,37.21,0,3.736539842,376.220122,6539.358579,284.078636,795.6101292,640.1424838,115.1316511,2.225412778,327.3959225,0,736.7053769,10.10086145,0,206.2954989,8892.496052,323.1321393,0,3.89,391.98,6813.26,295.98,828.93,666.95,119.95,2.32,341.11,0,767.56,10.52,0,214.94,9264.96,336.67,955
712,Pickens County,281,94.93,296,27.57612667,24.3,4405,57.9,32.5,9.7,10.9,1.1,38.8725575,58.8,0,13.04880817,308.3195255,6884.646627,561.7238842,6020.138529,728.0785948,215.4278025,0,428.6751419,0,594.099882,5.972839955,0,92.85228377,5335.570942,672.1601249,0,13.91,328.61,7337.74,598.69,6416.33,775.99,229.61,0,456.89,0,633.2,6.37,0,98.96,5686.71,716.4,1121
713,Pierce County,202,93.52,216,34.14277355,21,3614,38.8,37.4,23.9,23,2.287288136,25.55343432,51.26,0,0,308.0765883,5147.517111,297.7837465,2513.188843,725.4886995,173.6983287,0,601.4230769,0,631.0359076,9.286820697,0,243.7448395,6998.463475,412.3123049,0,0,321.14,5365.77,310.41,2619.75,756.25,181.06,0,626.92,0,657.79,9.68,0,254.08,7295.2,429.79,1138
714,Pike County,273,95.12,287,20.53059994,23.9,3511,41.4,40.4,18.3,16.8,1.2,33.26530612,57.85,0,12.27855312,297.4536371,5244.027146,348.8342467,3151.847889,523.1915124,141.6460951,1.817430931,610.4834036,0,549.0252321,1.593691256,0,142.4441641,5869.72401,564.2227343,0,12.99,314.76,5549.06,369.13,3335.18,553.62,149.89,1.92,645.99,0,580.96,1.69,0,150.73,6211.15,597.04,1049
715,Polk County,483,87.5,552,44.59732902,22.1,8058,48.1,33.6,18.3,23.5,2.3,33.79676292,57.26,0,0,223.9146277,6252.760009,137.8767635,2343.552533,860.6715314,150.0734264,37.64565153,172.2317709,0,556.1876309,5.358792504,0,184.0516828,6398.930628,396.2193448,0,0,238.79,6668.18,147.04,2499.25,917.85,160.04,40.15,183.67,0,593.14,5.71,0,196.28,6824.06,422.54,1059
716,Pulaski County,85,94.44,90,46.28099174,21.35454545,1287,40.9,34.1,24.9,23.8,2.287288136,46.32152589,39.29,0,0,819.7759285,5522.478718,117.6956333,3091.66035,645.6809169,127.3113831,0,579.9328827,0,675.7882129,12.39187257,0,174.4773427,7168.616162,567.6544211,0,0,869.79,5859.38,124.88,3280.27,685.07,135.08,0,615.31,0,717.02,13.15,0,185.12,7605.94,602.28,1048.509554
717,Putnam County,155,90.64,171,43.8174852,18.9,3019,35.6,37.7,26.7,24.3,3.1,37.07270101,35.03,0,12.79969858,442.0883173,6821.866741,550.5936668,8112.320219,1101.415124,172.3533521,8.867157999,534.524104,0,691.6674594,5.310917522,0,302.6790494,4386.848957,1044.655409,0,13.15,454.28,7009.94,565.77,8335.98,1131.78,177.11,9.11,549.26,0,710.74,5.46,0,311.02,4507.79,1073.46,1118
718,Quitman County,30,85.71,35,62.26415094,21.35454545,291,58.4,21.6,19.9,17.2,2.287288136,77.38515901,21.43,2.577319588,2.257731959,2172.299725,7042.690859,482.4132302,4728.505533,1031.592371,225.6095533,4.232646048,358.0362887,0,1279.192096,23.87738832,0,353.0241924,10123.81443,597.1704467,2.78,2.43,2341.26,7590.46,519.93,5096.28,1111.83,243.16,4.56,385.88,0,1378.68,25.73,0,380.48,10911.22,643.62,1048.509554
719,Rabun County,116,92.8,125,28.4607938,21.35454545,2212,52.6,35.8,11.5,11.1,2.287288136,30.71816536,42.86,0,30.77798373,414.3377396,7801.295723,619.854783,10683.62458,1302.809322,192.1877486,0,421.2069937,0,923.9195072,85.36550633,0,129.5433635,3642.60443,657.3836031,0,32.84,442.12,8324.39,661.42,11399.99,1390.17,205.07,0,449.45,0,985.87,91.09,0,138.23,3886.85,701.46,1064
720,Randolph County,48,85.71,56,74.50704225,21.35454545,781,57.5,20,22.5,21.1,2.287288136,69.26593407,TFS,0,0,793.4629449,4532.076837,470.650128,5076.702382,2172.019834,207.1853137,2.816901408,502.4910883,8.543072983,1112.686056,19.80294494,0,179.8474136,6044.526248,460.5095519,0,0,858.3,4902.43,509.11,5491.56,2349.51,224.12,3.05,543.55,9.24,1203.61,21.42,0,194.54,6538.47,498.14,1048.509554
721,Richmond County,1586,73.77,2150,54.58208164,21.1,31353,57.5,26.5,16,19.7,2.2,49.17054935,34.41,11.39903677,44.6638545,214.7189424,4866.299933,342.7241342,3278.358549,887.8949172,132.8421586,27.72100246,310.8521417,2.403948585,865.7454563,5.763823877,0,75.9104848,5492.379485,382.7517246,12.53,49.11,236.08,5350.44,376.82,3604.52,976.23,146.06,30.48,341.78,2.64,951.88,6.34,0,83.46,6038.81,420.83,1020
722,Rockdale County,1048,82.13,1276,42.20686057,21.2,16389,49.1,23.6,27.3,28.4,2.5,48.41303831,43.1,0,20.56558545,295.4652206,6543.935176,619.4523217,4517.097991,607.7234127,184.2436006,0,476.2463744,0,822.1422265,6.605704436,0,124.3862707,6240.142352,500.6416719,0,21.62,310.63,6879.76,651.24,4748.91,638.91,193.7,0,500.69,0,864.33,6.94,0,130.77,6560.38,526.33,1075
785,Rome City,421,92.94,453,42.57054314,21.6,6574,48.9,30.3,20.8,19.9,2.287288136,44.18057143,53,0,79.36839671,223.1416611,6452.884855,119.297624,3503.522546,724.4819592,138.2902358,0,396.6933998,0,521.2611454,4.727178278,0,194.86115,6044.66763,317.1490402,0,81.67,229.6,6639.73,122.75,3604.97,745.46,142.29,0,408.18,0,536.35,4.86,0,200.5,6219.7,326.33,1091
625,Savannah-Chatham County,2036,90.13,2259,44.5363717,22,38202,62.6,18.4,19,19.9,2.3,44.34406664,37.45,0,33.51242893,412.8849728,6412.881907,587.5488904,8039.648018,1077.786947,173.2263515,1.054593215,616.7644524,31.6816384,719.7532938,3.205156013,0,91.76112115,3891.43893,551.6614235,0,36.39,448.35,6963.76,638.02,8730.26,1170.37,188.11,1.15,669.75,34.4,781.58,3.48,0,99.64,4225.72,599.05,1042
723,Schley County,83,97.65,85,31.4861461,21.35454545,1237,43.3,39.1,17.5,15.2,2.287288136,22.86434574,72.62,26.86263541,1.438965238,495.2927728,6004.0454,279.4379386,2325.361665,737.9198222,219.4033387,0,354.477599,0,650.3820938,5.561438965,0,136.8665804,7382.973323,350.2045594,27.51,1.47,507.18,6148.18,286.15,2381.19,755.63,224.67,0,362.99,0,666,5.69,0,140.15,7560.21,358.61,1190
724,Screven County,115,92,125,47.93989336,21.35454545,2230,51.6,30.3,18.1,17.6,2.9,20.78810409,39.47,0,33.27920179,347.6938789,5828.604462,386.9653363,3617.017798,787.8309507,169.4292287,8.359,457.8952601,0,684.4548117,8.14493722,0,115.3352556,6684.418834,667.6060179,0,36.11,377.3,6324.96,419.92,3925.04,854.92,183.86,9.07,496.89,0,742.74,8.84,0,125.16,7253.65,724.46,1112
725,Seminole County,100,90.91,110,47.2,21.35454545,1361,33.8,41.1,25.1,25.9,2.287288136,29.80349345,54.46,0,18.00978692,383.2967818,4223.064651,143.2373769,4137.939566,959.0107935,339.1286113,0,598.079133,0,812.9397575,20.17091109,0,235.7992873,5949.62748,733.6555694,0,19.41,413.04,4550.75,154.35,4459.01,1033.42,365.44,0,644.49,0,876.02,21.74,0,254.1,6411.28,790.58,1053
786,Social Circle City,110,95.65,115,26.89891491,20.9,1861,50.2,37.5,12.3,11.9,2,41.26378287,56.73,7.367576572,2.031719506,595.0924449,6195.023541,253.7475766,3297.329285,862.4119613,167.017238,0,476.8591671,0,858.0424073,45.49808168,0,155.89072,6579.272434,342.7390758,7.76,2.14,626.4,6520.89,267.1,3470.77,907.78,175.8,0,501.94,0,903.18,47.89,0,164.09,6925.35,360.77,1108
727,Stephens County,258,92.47,279,39.95766076,21.2,3986,40.1,36.8,23.1,22.2,2,21.47893826,55.22,0,0,315.5942398,6367.956914,368.5366859,3003.743733,552.1654967,96.47674109,0,390.2529328,0,530.6861666,9.000446563,0,484.460858,6324.221776,433.9543803,0,0,330.69,6672.63,386.17,3147.46,578.58,101.09,0,408.92,0,556.08,9.43,0,507.64,6626.8,454.72,1074
728,Stewart County,24,85.71,28,67.91044776,21.35454545,442,64.5,17.6,17.9,16.3,2.287288136,41.34135338,20.83,0,1.980429864,910.4670814,5892.675113,619.265181,7113.507376,879.9603167,180.3830317,0,897.4332127,0,1109.09138,6.723687783,0,71.36785068,7035.099548,1034.601199,0,2.12,976.76,6321.75,664.36,7631.48,944.04,193.52,0,962.78,0,1189.85,7.21,0,76.56,7547.36,1109.94,1048.509554
729,Sumter County,191,92.27,207,69.78148361,21.35454545,3615,69.8,17.1,13.1,11,2.287288136,43.97764502,36.55,0,0,363.8104592,5967.240302,468.6105201,4895.40343,660.9815131,169.7948658,0,353.4550871,0,747.5794633,1.36735823,0,137.2675131,6408.232089,763.0478091,0,0,364.62,5980.48,469.65,4906.26,662.45,170.17,0,354.24,0,749.24,1.37,0,137.57,6422.44,764.74,963
730,Talbot County,41,97.62,42,70.88036117,21.35454545,471,62,24.6,13.4,14,2.287288136,26,32.5,0,0,1181.050361,6225.026837,444.6375159,8434.820573,1626.460021,206.7886624,0,609.9353291,0,1118.911507,6.528726115,0,376.8447346,6286.656051,1026.620021,0,0,1233.43,6501.08,464.36,8808.87,1698.59,215.96,0,636.98,0,1168.53,6.82,0,393.56,6565.44,1072.15,1048.509554
731,Taliaferro County,14,82.35,17,60,21.35454545,176,57.4,14.2,28.4,25,2.287288136,37,28.57,0,2.162272727,2499.128011,10993.12063,621.666875,10189.96273,2026.105057,511.7985227,5.681818182,1354.001534,0,1007.414716,32.37784091,0,155.586875,11831.78977,928.7282386,0,2.25,2602.64,11448.46,647.42,10612.03,2110.03,533,5.92,1410.08,0,1049.14,33.72,0,162.03,12321.86,967.2,1048.509554
732,Tattnall County,227,88.33,257,45.40816327,21.35454545,3720,44.7,37.3,18,19,2,32.68420027,45.78,66.17829032,8.063322581,347.1116586,5694.62436,456.3689543,2254.392801,587.9778683,144.6495027,0,457.7282043,-0.002688172,571.3407177,11.0661129,0,127.2482473,6901.582796,559.0023495,68.25,8.32,357.99,5873.03,470.67,2325.02,606.4,149.18,0,472.07,0,589.24,11.41,0,131.23,7117.8,576.51,1041
733,Taylor County,94,85.45,110,50.43273013,21.35454545,1359,42.7,38.3,19.1,15.3,2.4,32.28850575,54.35,0,99.71529065,570.5006034,7170.908308,207.3663061,3785.299272,814.0817071,189.4945843,0,337.1501472,0,545.0693672,6.930507726,0,465.7910375,7271.367182,504.1308241,0,105.79,605.24,7607.54,219.99,4015.79,863.65,201.03,0,357.68,0,578.26,7.35,0,494.15,7714.12,534.83,958
734,Telfair County,105,90.52,116,54.39056356,21.35454545,1612,55.6,31.9,12.5,12.7,2.287288136,23.62781955,63.46,0,0,496.2239268,5787.403381,254.8681886,3128.793083,739.9804342,145.4128102,0,359.6204529,15.89019851,672.8821588,5.271389578,0,337.0678846,7427.625931,618.2119293,0,0,520.44,6069.81,267.3,3281.47,776.09,152.51,0,377.17,16.67,705.72,5.53,0,353.52,7790.07,648.38,980
735,Terrell County,80,88.89,90,75,21.35454545,1165,81.7,16.3,2,2.2,2.287288136,39.38041958,30.49,146.2316481,0,572.6875622,5562.022197,564.545794,4802.441957,942.4923176,201.8021803,0,507.5433133,0,920.0268755,11.19915021,0,156.3210129,5212.240343,432.0096223,149.57,0,585.76,5688.99,577.43,4912.07,964.01,206.41,0,519.13,0,941.03,11.45,0,159.89,5331.22,441.87,908
736,Thomas County,312,90.17,346,42.68381021,22,5859,48.6,34.9,16.5,17.8,2.287288136,36.93042292,36.99,0,0,242.7492661,5850.735286,583.6721796,2880.798358,841.8186738,120.8580287,0,441.1216419,0,522.3271309,9.544338624,0,116.9325346,7321.529783,508.4650998,0,0,255.44,6156.51,614.18,3031.36,885.81,127.17,0,464.18,0,549.63,10.04,0,123.04,7704.17,535.04,1030
745,Thomaston-Upson County,266,87.79,303,46.53668548,21.3,4094,41.7,36.1,22.2,22.5,2.9,39.50527465,50,0,35.57399121,323.0178627,5915.568842,266.2031656,2754.422176,853.9052272,105.3229995,19.18005129,376.8635393,0,693.5802174,29.27058622,0,92.33452369,6965.149487,537.7459086,0,37.13,337.18,6175,277.88,2875.22,891.35,109.94,20.02,393.39,0,724,30.55,0,96.38,7270.61,561.33,1041
789,Thomasville City,147,80.33,183,40.68322981,21.8,2745,50.2,31.5,18.2,19.1,1.6,34.41779441,46.1,0,85.96956648,316.94749,4428.958368,378.0977851,4966.955934,628.6621093,135.4320474,46.30236794,565.4373807,2.810200364,881.4251949,15.26582514,0,67.32822222,5357.998907,205.5817632,0,90.94,335.27,4684.97,399.95,5254.06,665,143.26,48.98,598.12,2.97,932.37,16.15,0,71.22,5667.71,217.47,1058
737,Tift County,487,91.03,535,46.82166375,21.5,7910,22.4,32.9,44.8,44.3,1.2,42.51702023,35.44,0,2.41908976,133.9160683,5467.604407,199.0244576,2784.984351,515.4571593,134.6794235,0.025283186,395.7025145,0,731.7054197,7.900996207,0,107.5230632,6234.869279,236.2866346,0,2.55,140.92,5753.46,209.43,2930.59,542.41,141.72,0.03,416.39,0,769.96,8.31,0,113.14,6560.84,248.64,1059
738,Toombs County,169,94.41,179,50.49614112,21.35454545,2959,31.8,38.1,30.2,33.2,2.287288136,32.53541768,40.83,1.447134167,5.413991213,95.04164921,4997.393717,160.797783,2705.715103,650.5061642,205.3013079,0,333.5414769,0,501.0986482,23.19341669,0,171.1595607,6555.548496,425.9038256,1.56,5.82,102.15,5371.34,172.83,2908.18,699.18,220.66,0,358.5,0,538.59,24.93,0,183.97,7046.08,457.77,979
739,Towns County,72,91.14,79,25.82710779,21.35454545,1003,47.7,37.1,15.3,14.1,2.287288136,13.07125604,61.64,0,50.33566301,562.1483649,8496.599511,159.8767996,10452.00834,927.5330508,250.7079561,0,1187.423759,0,861.4140578,13.71905284,0,199.391346,4249.439681,489.9558724,0,52.81,589.79,8914.32,167.74,10965.86,973.13,263.03,0,1245.8,0,903.76,14.39,0,209.19,4458.36,514.04,1035
740,Treutlen County,50,87.72,57,47.37845567,21.35454545,1112,45.7,36.1,18.3,18.3,2.287288136,23.92763158,40.38,0,0,604.293786,5733.307905,209.8697752,2066.790108,718.4505576,91.63117806,0,272.5945054,0,631.8736781,8.828642086,0,195.6342896,8485.906475,546.0781115,0,0,636.34,6037.35,221,2176.39,756.55,96.49,0,287.05,0,665.38,9.3,0,206.01,8935.92,575.04,1008
791,Trion City,78,98.73,79,23.84428224,20,1273,45.5,40.5,14.1,11.2,2.287288136,22.48695652,69.62,18.21681068,0.910274941,432.9489866,6409.418162,67.10794973,1059.158335,1210.540385,155.2508248,0,298.0246583,0,909.5590573,3.448672427,0,73.75186174,8929.952082,36.41882954,18.32,0.92,435.34,6444.86,67.48,1065.01,1217.23,156.11,0,299.67,0,914.59,3.47,0,74.16,8979.33,36.62,995
741,Troup County,729,85.87,849,44.27284427,23,12467,47.4,35,17.6,17.3,2.1,36.81973692,41.61,0,54.90674019,268.7857993,5386.857269,326.8123662,4507.785123,1031.738661,149.1922098,0,547.776352,73.28782225,677.3171613,6.627921713,0,122.9204869,5427.163808,725.1878896,0,58.02,284,5691.83,345.31,4762.99,1090.15,157.64,0,578.79,77.44,715.66,7,0,129.88,5734.42,766.24,1110
742,Turner County,80,95.24,84,65.26891522,21.35454545,1171,45,30.2,24.8,26,2.287288136,51.05555556,29.63,0,14.31682323,735.5917079,5652.129411,604.7551665,3803.069855,891.4198292,169.9972502,28.60807003,681.1115286,0,562.1422203,7.443894108,0,253.4756191,7086.864219,547.5033561,0,15.04,772.54,5936,635.13,3994.08,936.19,178.54,30.04,715.32,0,590.38,7.82,0,266.21,7442.8,575,1048.509554
743,Twiggs County,48,76.19,63,59.02578797,21.35454545,768,42.2,25.3,32.6,33.2,2.287288136,47.58515284,46.34,0,0,1259.375638,5392.579271,119.3254297,6791.691211,1740.386471,202.702474,0,639.2973958,0,883.9866536,14.36027344,0,308.4954557,4633.445313,876.8239063,0,0,1395.67,5976.19,132.24,7526.72,1928.74,224.64,0,708.49,0,979.66,15.91,0,341.88,5134.9,971.72,903
744,Union County,175,94.09,186,23.71541502,22.5,2973,77.1,14.9,7.9,8.4,1.5,24.2222918,63.19,0,45.92976791,355.3670098,5419.421826,298.2796704,6344.157952,1320.699095,149.037003,7.109219643,393.8473091,0,643.3455163,7.841944164,0,140.5173798,5257.594013,413.9148907,0,48.7,376.79,5746.06,316.26,6726.53,1400.3,158.02,7.54,417.58,0,682.12,8.31,0,148.99,5574.47,438.86,1062
792,Valdosta City,385,90.38,426,61.39366741,22.2,8960,55.5,31.8,12.8,17.6,1.4,49.22923468,41.32,0,11.18415179,215.8583929,5257.656425,336.0715737,3238.886602,765.7977556,118.1007321,0,398.0191473,0,610.9645603,6.556128348,0,81.73604576,5093.629688,328.2647757,0,12.36,238.6,5811.57,371.48,3580.12,846.48,130.54,0,439.95,0,675.33,7.25,0,90.35,5630.26,362.85,1066
793,Vidalia City,152,93.83,162,45.45062527,21.35454545,2501,59.5,27.7,12.9,13.4,1.8,38.71454436,48.67,0,0,311.3564174,4591.628633,292.255086,2292.799104,387.9495602,182.715006,1.699320272,529.3296122,0,569.424986,8.019120352,0,195.3887645,5931.305078,284.9209756,0,0,333.06,4911.75,312.63,2452.65,415,195.45,1.82,566.23,0,609.12,8.58,0,209.01,6344.82,304.79,1021
746,Walker County,516,90.69,569,34.30182665,19.4,8766,44.9,33.9,21.3,22.9,2.9,23.95753467,44.17,0,4.398843258,115.3254997,6500.574723,246.1770922,3000.22533,577.7997308,147.934773,0,501.4170146,0,717.1908225,8.279428474,0,175.1897,7366.779375,515.929368,0,4.74,124.35,7009.11,265.44,3234.93,623,159.51,0,540.64,0,773.3,8.93,0,188.89,7943.07,556.29,1214
747,Walton County,792,92.74,854,27.06586826,21.8,14465,35.6,38.5,25.8,25.3,1.9,24.55997097,54.88,0,49.0676495,221.1750176,5494.298625,322.3446664,4141.452835,539.1962862,130.3985185,0,292.9041963,0,651.251317,4.77006291,0,86.3712354,5012.685932,398.9148856,0,52.52,236.72,5880.51,345,4432.56,577.1,139.56,0,313.49,0,697.03,5.11,0,92.44,5365.04,426.96,1059
748,Ware County,326,90.3,361,49.53238656,18.8,6295,38.8,35.7,25.5,28.5,2.6,33.65461847,45.63,0,19.75555838,138.9793296,6137.366651,320.5836934,2537.415439,932.9027101,209.8437411,0.050303415,366.1755997,7.528611597,665.3887514,16.57356473,0,106.3671867,7365.014297,482.6006402,0,21.47,151.07,6671.51,348.48,2758.25,1014.09,228.11,0.05,398.04,8.18,723.3,18.02,0,115.62,8006,524.6,1048
749,Warren County,37,82.22,45,65.75121163,21.35454545,653,47.8,24.2,28,25.4,2.287288136,36.08285386,43.24,0,0,1034.13242,5610.513675,425.0243338,6248.006585,1056.769571,144.9215926,-85.17843798,301.0991577,0,883.8917305,7.006891271,0,341.9793721,6479.583461,784.796049,0,0,1089.17,5909.14,447.65,6580.56,1113.02,152.64,-89.71,317.13,0,930.94,7.38,0,360.18,6824.46,826.57,1048.509554
750,Washington County,207,93.24,222,51.18434604,17.9,3016,38.8,35,26.2,23,2.287288136,21.72829582,59.62,0,28.07885942,525.1518236,5517.402977,414.5950464,4298.651751,874.7900962,152.3830802,0,437.6772679,0,771.4075199,6.84053382,0,106.0264224,5322.828912,326.9647878,0,28.89,540.38,5677.41,426.62,4423.31,900.16,156.8,0,450.37,0,793.78,7.04,0,109.1,5477.19,336.45,986
751,Wayne County,317,93.79,338,42.55588359,18.6,5202,27.8,39,33.2,32.8,1.5,33.41162398,42.81,0,10.12092657,362.4381065,6088.759641,326.0323145,2900.736674,759.1532141,206.188318,0,424.1147943,3.171856978,569.584654,11.43990388,0,114.4459093,6619.896386,481.0156228,0,11.02,394.68,6630.46,355.04,3158.81,826.69,224.53,0,461.85,3.45,620.26,12.46,0,124.63,7208.86,523.81,1072
752,Webster County,11,100,11,48.4962406,21.35454545,277,65.3,25.3,9.4,11.6,2.287288136,16.15846995,45.45,0,0,1619.874152,8051.791913,54.55956679,7492.199856,1035.097004,340.6326354,0,320.2090975,0,843.281444,2.603249097,0,351.2960289,8542.841155,622.0906498,0,0,1661.87,8260.54,55.97,7686.44,1061.93,349.46,0,328.51,0,865.14,2.67,0,360.4,8764.32,638.22,1048.509554
753,Wheeler County,61,85.92,71,55.24239008,21.35454545,944,41.3,40.3,18.4,18.6,3.3,33.92037303,53.45,0,0,909.936822,5918.704672,129.9730614,3065.648326,573.6935381,252.8332839,0,285.2556356,0,856.9998941,10.06341102,0,210.5583792,7639.461864,762.4758263,0,0,967.32,6291.96,138.17,3258.98,609.87,268.78,0,303.24,0,911.04,10.7,0,223.84,8121.23,810.56,1048.509554
754,White County,256,93.77,273,27.68528464,21.7,4001,47,37.6,15.4,15.4,2.2,25.00779423,55.77,0,9.435116221,317.755871,6609.626341,195.0230042,4651.146703,554.6728218,156.1110347,4.398900275,312.7085379,0,756.6164184,36.82500875,0,109.393909,5481.448138,501.0203099,0,10.09,339.75,7067.11,208.52,4973.07,593.06,166.92,4.7,334.35,0,808.99,39.37,0,116.97,5860.84,535.7,1106
